id,title,abstract,authors,year,doi,venue,source,ai_decision,ai_confidence,criteria_triggered,justification
REC_0025,Design of an UWB indoor-positioning system for UAV navigation in GNSS-denied environments,"Commonly used unmanned aerial vehicle (UAV) platforms rely on the use of global navigation satellite system (GNSS) receivers for navigation. To enable the autonomous navigation of cooperative UAVs in GNSS-denied environments, the use of an ultra-wideband (UWB) positioning system is proposed. This paper discusses the design and evaluation of a practical and cooperative UWB positioning system using newly available integrated radio frequency hardware and antennas. Constellation-aware parameters, as well as other effects like antenna characteristics, are taken into consideration. A non-line-of-sight rejection is implemented based on the ratio of the first path compared to the power of the cumulated channel impulse response. An experiment covering a range of positions and orientations is conducted to gain a broad, representative set of results to assess the system accuracy in real-life usage. In a first experiment the system performance achieves a root-mean-square error of under 10 cm in the horizontal plane and under 20 cm in the three-dimensional space with a probability of 95 %. A GNSS emulation system is implemented to evaluate the real-time in-flight use of the UWB positioning system on an experimental UAV carrier. A proof of concept is given that the GNSS emulation may be used with commercially available UAV platforms to augment those systems with indoor navigation capabilities.",J. Tiemann; F. Schweikowski; C. Wietfeld,2015,10.1109/IPIN.2015.7346960,,IEEE_Xplore,include,high,"[""I1"", ""I2"", ""I3"", ""I4"", ""I5"", ""I6""]",UAV platform with primary GNSS-denied navigation contribution and quantitative results.
REC_0028,UAV Waypoint Opportunistic Navigation in GNSS-Denied Environments,"Navigation of an unmanned aerial vehicle (UAV) to reach a desired waypoint with provable guarantees in global navigation satellite system (GNSS)-denied environments is considered. The UAV is assumed to have an unknown initial state (position, velocity, and time) and the environment is assumed to possess multiple terrestrial signals of opportunity (SOPs) transmitters with unknown states (position and time) and one anchor SOP whose states are known. The UAV makes pseudorange measurements to all SOPs to estimate its own states simultaneously with the states of the unknown SOPs. The waypoint navigation problem is formulated as a greedy (i.e., one-step look-ahead) multiobjective motion planning (MOMP) strategy, which guarantees that the UAV gets to within a user-specified distance of the waypoint with a user-specified confidence. The MOMP strategy balances two objectives: i) navigating to the waypoint; and (ii) reducing UAV’s position estimate uncertainty. It is demonstrated that in such an environment, formulating the waypoint navigation problem in a so-called “naive” fashion by heading directly to the waypoint would result in failing to reach the waypoint. This is due to poor estimability of the environment. In contrast, the MOMP strategy guarantees (in a probabilistic sense) reaching the waypoint. Monte Carlo simulation results are presented showing that the MOMP strategy achieves the desired objective with 95% success rate compared to a 36% success rate with the naive approach. Experimental results are presented for a UAV navigating to a waypoint in a cellular SOP environment, where the MOMP strategy successfully reaches the waypoint, while the naive strategy fails to do so.",Y. Yang; J. Khalife; J. J. Morales; Z. M. Kassas,2022,10.1109/TAES.2021.3103140,,IEEE_Xplore,include,high,"[""I1"", ""I2"", ""I3"", ""I4"", ""I5"", ""I6""]",UAV platform with primary GNSS-denied navigation contribution and quantitative results.
REC_0031,Real-Time SLAM Based on Image Stitching for Autonomous Navigation of UAVs in GNSS-Denied Regions,"This paper introduces a novel visual Simultaneous Localization and Mapping (SLAM) system, which is based on image stitching technique. It is proposed to determine the position of unmanned aerial vehicles (UAVs) in GNSS-denied regions. Image stitching technique is adopted to overcome the limitations of current methods in terms of complexity and memory requirement. Also, the proposed method provides a solution to localize UAVs in unknown paths and to cope with modifications of landmarks. To evaluate the proposed method, several experiments have been conducted targeting datasets of images captured by UAVs in different environments. The obtained results demonstrate the effectiveness of the proposed method.",M. Rizk; A. Mroue; M. Farran; J. Charara,2020,10.1109/AICAS48895.2020.9073793,,IEEE_Xplore,include,high,"[""I1"", ""I2"", ""I3"", ""I4"", ""I5"", ""I6""]",UAV platform with primary GNSS-denied navigation contribution and quantitative results.
REC_0032,Autonomous Navigation Systems in GPS-Denied Environments: A Review of Techniques and Applications,"Autonomous navigation entails using systems programmed to navigate predefined channels without human intervention. From driverless vehicles to RPAS (remotely piloted aircraft systems) and UAVs (unmanned aerial vehicles), the introduction of autonomous navigation systems has revolutionised logistics, healthcare, aerospace, transportation, and numerous other industries. Traditionally, autonomous systems have relied on GPS (Global Positioning System) for accurate navigation and positioning with wide application in various autonomous systems, including precision-guided missiles, logistics and fleet management, and turn-by-turn navigation in driverless vehicles. While the introduction of GPS improved autonomous navigation significantly, it is not sufficiently reliable for fully autonomous navigation due to a reliance on external signals which are typically vulnerable to signal jamming and obstruction, interference, signal loss, and multipath errors. This limits the operations of autonomous navigation systems (ANSs) in GPS-denied environments where satellite or external signals are degraded, jammed, reflected, or obstructed. Consequently, environments without GPS availability render it impossible for ANSs to perform localisation swiftly and robustly while avoiding obstacles with no priori information of the location. This therefore also limits the systems' computation and perceptive capability. As such, applications and techniques that introduce disruptive technologies, such as machine learning, deep learning, artificial intelligence, and sensor technology, have been developed to overcome some of these inherent limitations of GPS. This paper evaluates how the integration of such techniques facilitate ANSs in determining their relative positions in GPS-denied locations, ensuring operational efficiency and effective navigation. A combination of systematic literature reviews, descriptive analysis, and comparative analysis research methods is used to facilitate a comprehensive analysis and synthesis of relevant work and techniques used to overcome GPS-denied settings, as well as a comparison of these various techniques and their applications based on specific criteria-such as usability, efficiency, performance, and limitations-to identify the weaknesses and strengths of each method.",S. Alghamdi; S. Alahmari; S. Yonbawi; K. Alsaleem; F. Ateeq; F. Almushir,2025,10.1109/ICARA64554.2025.10977619,,IEEE_Xplore,include,high,"[""I1"", ""I2"", ""I3"", ""I4"", ""I5"", ""I6""]",UAV platform with primary GNSS-denied navigation contribution and quantitative results.
REC_0033,BRM Localization: UAV Localization in GNSS-Denied Environments Based on Matching of Numerical Map and UAV Images,"Localization is one of the most important technologies needed to use Unmanned Aerial Vehicles (UAVs) in actual fields. Currently, most UAVs use GNSS to estimate their position. Recently, there have been attacks that target the weaknesses of UAVs that use GNSS, such as interrupting GNSS signal to crash the UAVs or sending fake GNSS signals to hijack the UAVs. To avoid this kind of situation, this paper proposes an algorithm that deals with the localization problem of the UAV in GNSS-denied environments. We propose a localization method, named as BRM (Building Ratio Map based) localization, for a UAV by matching an existing numerical map with UAV images. The building area is extracted from the UAV images. The ratio of buildings that occupy in the corresponding image frame is calculated and matched with the building information on the numerical map. The position estimation is started in the range of several km2 area, so that the position estimation can be performed without knowing the exact initial coordinate. Only freely available maps are used for training data set and matching the ground truth. Finally, we get real UAV images, IMU data, and GNSS data from UAV flight to show that the proposed method can achieve better performance than the conventional methods.",J. Choi; H. Myung,2020,10.1109/IROS45743.2020.9341682,,IEEE_Xplore,include,high,"[""I1"", ""I2"", ""I3"", ""I4"", ""I5"", ""I6""]",UAV platform with primary GNSS-denied navigation contribution and quantitative results.
REC_0035,State Estimation and Control for Micro Aerial Vehicles in GPS-denied Environments,"In this paper, a state estimation and control system in GPS-denied environments is presented for a micro aerial vehicle (MAV). For full state estimation, we formulate the lidar-inertial odometry as a factor graph which can solved by a nonlinear optimizer. For hovering and trajectory control, we propose a dual-mode cascaded nonlinear controller, which ensures the hovering accuracy and trajectory tracking performance. In extensive state estimation and flight tests, we evaluate the performance of the developed control and estimation algorithms proposed in this paper on a onboard computer.",H. Shen; X. Zhang; H. Lu; B. Tian; Q. Zong,2020,10.1109/WCSP49889.2020.9299710,,IEEE_Xplore,include,high,"[""I1"", ""I2"", ""I3"", ""I4"", ""I5"", ""I6""]",UAV platform with primary GNSS-denied navigation contribution and quantitative results.
REC_0037,Deep Visual Localization for UAVs in GNSS-Denied Environments Using Satellite Imagery,"Accurate absolute localization is essential for the reliable and autonomous mission execution of unmanned aerial vehicles (UAVs). However, GNSS-based navigation may be disabled under electronic warfare, physical obstruction, or spoofing. In this study, absolute position is estimated in GNSS-denied environments by matching UAV camera images with open-source satellite imagery. The proposed visual localization pipeline combines deep matching with SuperPoint–LightGlue, satellite–camera alignment via homography, Efficient Perspective-n-Point (EPnP)-based absolute pose estimation, and Kalman fusion with an optical-flow backup. Compared with SIFT and ORB, it achieves higher matching success (mAP) and lower horizontal error. In real flights validated against RTK GNSS, a positioning error of 10 m (MAE) and 14 m (RMSE) in the X–Y plane is obtained at approximately 500 m altitude, running at approximately 5 Hz on a Jetson Orin Nano.",E. Öksüz; B. Yalçın; T. Demirdal,2026,10.1109/SIU71813.2026.11636724,,IEEE_Xplore,include,high,"[""I1"", ""I2"", ""I3"", ""I4"", ""I5"", ""I6""]",UAV platform with primary GNSS-denied navigation contribution and quantitative results.
REC_0039,A Novel Geolocalization Algorithm for UAV Under GNSS-denied Environment using Heading Estimation before Image Matching,"The glocalization problem under GNSS-denied environments plays a significant role in real-time location-based services. However, previous studies need multiple image matching operations for glocalization, causing overheard computational burden on UAVs with limited computing resources. This study proposed a novel glocalization algorithm for UAV under GNSS-denied environment. Specifically, we propose an adaptive search strategy to dynamically search for the UAV probable position, reducing the candidate position space and improving the matching accuracy and computational efficiency. In addition, we adopt an image vector approach to estimate the UAV heading to rotate the UAV image before matching, which reduces the error by more than 60%. A case study was demonstrated to evaluate the performance of the developed algorithm in real application. Results show that the developed algorithm can position with the error less 10 m.",J. Yang; W. He; W. Teng; P. Jiang; X. Du,2025,10.1109/ICGMRS66001.2025.11065657,,IEEE_Xplore,include,high,"[""I1"", ""I2"", ""I3"", ""I4"", ""I5"", ""I6""]",UAV platform with primary GNSS-denied navigation contribution and quantitative results.
REC_0041,UAV Navigation With Monocular Visual Inertial Odometry Under GNSS-Denied Environment,"In global satellite navigation system (GNSS)-denied environments, unmanned aerial vehicle (UAV) navigation based on visual–inertial odometry (VIO) has been widely studied. However, existing VIO methods still suffer from some practical problems, such as image enhancement oversaturation and unreasonable weighting in backend optimization. Therefore, this article presents monocular VIO with point-line fusion and backend adaptive optimization to improve the positioning accuracy and robustness of UAV navigation systems. In the front end, we proposed an adaptive gamma image correction algorithm for image preprocessing to avoid image oversaturation, which is more conducive to image extraction and matching. Instead of the traditional line segment detector (LSD) line feature extraction algorithm, we employed an improved EDLines algorithm to enhance the efficiency of line feature extraction, better meeting the high dynamic real-time requirements of UAV. In the backend, we proposed a tightly coupled nonlinear adaptive optimization method based on a two-step approach to address the issue of unreasonable static weights. In the first step, we established a factor graph model and performed the first nonlinear optimization based on a priori visual weights. In the second step, we calculated the reprojection error and established a functional model that examines the relationship between the reprojection error and the information matrix. We updated the information matrix using the reprojection error to adaptively adjust the weights of the point features and line features in real time. Finally, we performed a second nonlinear reoptimization. The proposed method was compared with the monocular visual-inertial system (VINS-MONO) (Qin et al. 2018) and point and line features (PL)-VINS (Fu et al. 2020) methods, the experimental results showing that the positioning accuracy of the proposed method on the public EuRoc dataset (Burri et al. 2016) improved by an average of 32.3% compared with the PL-VINS method, and by an average of 33.8% in three real-world scenarios under changing illumination, weak texture, and large-scale complex scenarios. The results demonstrated that the proposed method exhibited better robustness and higher positioning accuracy in various complex environments.",H. Luo; G. Li; D. Zou; K. Li; X. Li; Z. Yang,2023,10.1109/TGRS.2023.3323519,,IEEE_Xplore,include,high,"[""I1"", ""I2"", ""I3"", ""I4"", ""I5"", ""I6""]",UAV platform with primary GNSS-denied navigation contribution and quantitative results.
REC_0042,A Hierarchical Clustered Relative Localization Algorithm in GNSS-denied UAV Swarm Environments,"Unmanned Aerial Vehicle (UAV) swarm applications, which are highly dependent on location information for task execution, encounter significant limitations when GNSS signal is denied under some harsh scenarios, such as military conflict environment. In such scenarios, unknown location information will lead to the failure of path planning, significantly impact task efficiency, and pose substantial challenges to location-based communication technologies. To address the above limitations, this paper proposes a Hierarchical Clustered Relative Localization Algorithm (DH-RLA). Based on the topological structure of nodes, the algorithm hierarchically partitions UAV nodes operating in GNSS-denied environments and adopts Multilateration Localization Algorithm (MLA) and Multi-Dimensional Scaling (MDS)-MAP algorithm for outer and inner layer localization, respectively. To ensure the accuracy and increase the speed of localization, a connectivity-enhanced anchor-assisted clustering algorithm is introduced to cluster the inner-layer nodes, enabling parallel execution of the corresponding localization algorithm within each cluster. Simulation results demonstrate that the proposed DH-RLA improves localization accuracy by 44% and 22.22% compared to MLA and MDS-MAP algorithm.",Y. Luo; P. Hu; J. Tian; S. Hang; H. Jiang,2025,10.1109/GLOBECOM59602.2025.11432255,,IEEE_Xplore,include,high,"[""I1"", ""I2"", ""I3"", ""I4"", ""I5"", ""I6""]",UAV platform with primary GNSS-denied navigation contribution and quantitative results.
REC_0043,Robust Sensor Fusion for Autonomous UAV Navigation in GPS denied Forest Environment,"Forestry and precision biodiversity data collection using UAVs can be cost-effective and time efficient solution. However, navigating in the forest canopy autonomously can be quite challenging because of its GPS denied environment, cluttered, dynamic, and large scale. Most of the commercial UAVs used in forest applications apply GPS-based navigation which is not suitable for navigating under the canopy. In this paper, an autonomous UAV flight mission in a cluttered forest-like canopy environment is presented. A robust multi-sensor fusion-based robust navigation method which has failure detection features is proposed to enable safe and reliable autonomous navigation. The autonomy architecture utilizes the navigation, planning, and control capabilities of the UAV in a simultaneous manner. To achieve autonomous missions in forest environment, the proposed system has been tested rigorously in a simulated environment and the result shows the capability of autonomous flights in such a challenging environment. The performance of the autonomous flight was evaluated based on mean velocity and path length with respect to the increasing number of trees in the forest.",S. M. Shithil; A. A. M. Faudzi; A. Abdullah; N. Islam; S. M. Saad,2022,10.1109/ROMA55875.2022.9915682,,IEEE_Xplore,include,high,"[""I1"", ""I2"", ""I3"", ""I4"", ""I5"", ""I6""]",UAV platform with primary GNSS-denied navigation contribution and quantitative results.
REC_0050,Conditional Probabilistic Relative Visual Localization for Unmanned Aerial Vehicles,"Unmanned aerial vehicles (UAV) are now used for a large number of applications in everyday life. These applications require autonomous navigation which is enabled by the self-localization solution integrated to the UAV. To perform self-localization, most UAVs are relying on a series of sensors combined with a global navigation satellite system (GNSS) in a sensor fusion framework. However, GNSS are using radio signals which are subjected to a large range of outages and interferences. This paper presents a relative visual localization (RVL) approach for GPS-denied environments using a down-facing 2D monocular camera and an inertial measurement unit (IMU). The solution is embedded in an adapted particle filter and use feature points to match images and estimate the localization of the UAV. A new conditional RVL measure is developed in order to leverage spare computation resources available during the data collection when the UAV is still receiving a GNSS signal. An evaluation of six feature point extraction methods is performed using real-world data while varying the number of feature points extracted. The results are promising and the approach has shown to be more efficient and to have fewer limitations than similar approaches in the literature.",A. Couturier; M. Akhloufi,2020,10.1109/CCECE47787.2020.9255691,,IEEE_Xplore,include,high,"[""I1"", ""I2"", ""I3"", ""I4"", ""I5"", ""I6""]",UAV platform with primary GNSS-denied navigation contribution and quantitative results.
REC_0051,Motion State Classification for Drone Localisation in GPS-Denied Environments using TinyML on Resource-Constrained Hardware,"Reliable UAV localisation in GPS-denied environments remains challenging, particularly under strict size, weight, and power constraints. This work presents a fully embedded approach that combines inertial and environmental sensing with Tiny Machine Learning models for on-board motion-state inference. A compact feed-forward neural network runs on a Cortex-M4 microcontroller using windowed accelerometer data, achieving real-time classification across eleven motion classes. Experiments show high accuracy for static states (F1 > 0.92) and promising performance for dynamic manoeuvres (F1 ≈ 0.70–0.80) with an 18 ms inference latency. The system demonstrates the feasibility of low-power, GPS-independent motion understanding for future embedded sensor-fusion-based localisation.",V. Barbu; A. -M. Drăgulinescu; A. Țapu,2025,10.1109/AIoT66900.2025.00126,,IEEE_Xplore,include,high,"[""I1"", ""I2"", ""I3"", ""I4"", ""I5"", ""I6""]",UAV platform with primary GNSS-denied navigation contribution and quantitative results.
REC_0052,Multi-UAV Cooperative Localization with PSO-Based Configuration Optimization for Bridge Inspection in GNSS-Denied Environment,"Health monitoring of bridge structures imposes stringent requirements on high-precision navigation for inspection equipment, particularly in complex environments such as under-bridge areas where GNSS signals are obstructed, leading to significant positioning errors due to signal blockage or multipath effects. This paper proposes a collaborative navigation framework based on multiple unmanned aerial vehicles (UAVs), integrating one inspection UAV with a cluster of reference UAVs for auxiliary positioning to achieve real-time localization and trajectory optimization during bridge inspections. The framework employs the Gauss-Newton method for position estimation and utilizes the Particle Swarm Optimization (PSO) algorithm to dynamically adjust the spatial configuration of auxiliary UAVs, minimizing the Geometric Dilution of Precision (GDOP), ensuring trajectory smoothness, and avoiding bridge occlusions. Simulation results demonstrate that the proposed method effectively reduces the three-dimensional positioning error of the inspection UAV (mean error $<0.5 ~\mathrm{m}$). To validate the effectiveness of the proposed framework, comparative experiments were conducted against a collaborative Least Squares (UWB-LS) positioning algorithm based on Ultra-Wideband (UWB) technology. The results demonstrate that the proposed method achieves an average positioning error of approximately $0.1-0.5$ meters, significantly outperforming the UWB-LS algorithm, which yields errors of $\mathbf{0. 5 - 1. 5}$ meters. validating the feasibility and superiority of multi-UAV collaborative navigation in bridge inspection scenarios.",X. Chen; R. Yao; L. Zheng,2025,10.1109/AIoTC66747.2025.11198743,,IEEE_Xplore,include,high,"[""I1"", ""I2"", ""I3"", ""I4"", ""I5"", ""I6""]",UAV platform with primary GNSS-denied navigation contribution and quantitative results.
REC_0053,Vision-based Navigation of Unmanned Aerial Vehicles,"Unmanned Aerial Vehicles (UAVs) are increasingly being used for a wide range of civilian and industrial applications. While GPS-based navigation systems are commonly employed, they suffer from limitations in environments where GPS signals are weak or unavailable, such as indoors or in dense urban areas. This paper presents a vision-based navigation framework that leverages visual data for real-time localization and path planning, providing an alternative to GPS navigation. The proposed method uses a camera system to capture visual features, building a visual memory of the environment during a guided flight. This memory is then used for localization and autonomous navigation in real-time. Experiments conducted with an indoor UAV equipped with a fish-eye camera demonstrate the effectiveness of the approach, showing reliable navigation in complex environments without the need for GPS. The results highlight the potential of vision-based systems for enhancing the autonomy and versatility of UAVs, particularly in GPS-denied scenarios.",H. Gahlot; A. Kumar; P. Kumar; E. A. Sharma,2024,10.1109/ICACCM61117.2024.11059131,,IEEE_Xplore,include,high,"[""I1"", ""I2"", ""I3"", ""I4"", ""I5"", ""I6""]",UAV platform with primary GNSS-denied navigation contribution and quantitative results.
