id,title,authors,year,venue,doi,source,platform,environment,sensors,algorithm_family,estimation_architecture,primary_metric,metric_value,metric_unit,dataset_used,experiment_type,key_contribution,application_domain,fulltext_available,citation_tier,notes,citation_count_approx,is_benchmark_paper,qa_rigor,qa_reporting,qa_baseline,qa_repro,qa_total,qa_tier,qa_notes
REC_1096,DTVIRM-Swarm: A Distributed and Tightly Integrated Visual-Inertial-UWB-Magnetic System for Anchor Free Swarm Cooperative Localization,Luo X.; Du X.; Yue S.; Lv Y.; Zhang L.; He X.; Wu W.; Mao J.,2026,,10.3390/drones10010049,Scopus,UAV,simulation,camera|IMU|GPS_denied_confirmed|UWB,VIO_SLAM,tightly_coupled,RMSE,,,custom,real_world,"Highlights: This study proposes DTVIRM-Swarm, a distributed, anchor-free cooperative localizationsystem for UAV swarms that operates without GNSS or pre-deployed anchors",mapping,False,Important,Abstract-only extraction. QA capped accordingly.,,False,2,1,1,0,4,Q-medium,A+2: real-world experiments; A+1: repeatability/multiple runs; B+1: ablation/failure analysis; C+1: established baseline compared; CAP: abstract-only -1 rigor (cannot verify from abstract alone)
REC_1098,Long-Duration Inspection of GNSS-Denied Environments with a Tethered UAV-UGV Marsupial System †,Martínez-Rozas S.; Alejo D.; Carpio J.J.; Caballero F.; Merino L.,2025,,10.3390/drones9110765,Scopus,UAV,outdoor,lidar|GPS_denied_confirmed,other,loosely_coupled,RMSE,,,custom,real_world,What is the implication of the main finding? The proposed system can be used for long-endurance inspection tasks of over two hours,inspection,False,Important,Abstract-only extraction. QA capped accordingly.,,False,1,2,0,1,4,Q-medium,A+2: real-world experiments; B+1: trajectory scale reported; B+1: ablation/failure analysis; D+1: code/data released; CAP: abstract-only -1 rigor (cannot verify from abstract alone)
REC_1099,Machine Learning-Based UAV Localization for Under-Structure Sensor Deployment in GPS-Denied Environments,Khan M.A.; Satme J.N.; Zheng M.; Tadamatla S.; Phillips E.; Adebajo K.; Shute N.; Yount R.; Downey A.R.J.,2026,,10.1117/12.3089966,Scopus,UAV,outdoor,camera|GPS_denied_confirmed,DNN,other,RMSE,,,custom,real_world,This study presents a machine learning (ML)-based vision localization framework tailored for UAV operation in GPS-denied under-structure environments,navigation,False,Important,Abstract-only extraction. QA capped accordingly.,,False,2,0,1,1,4,Q-medium,A+2: real-world experiments; A+1: ground-truth comparison; C+1: matched conditions; D+1: code/data released; CAP: abstract-only -1 rigor (cannot verify from abstract alone)
REC_1107,Multi-UAV Cooperative Localization in Pseudolite-Augmented GNSS-Denied Regions: An Anomaly-Resilient Adaptive Kalman Filter with Group Covariance Compensation,Ji C.; Guo X.; Tang Y.; Han X.; Song Y.,2026,,10.3390/drones10060460,Scopus,UAV,outdoor,GPS_denied_confirmed,EKF,loosely_coupled,RMSE,75.0,%,custom,real_world,"To address these issues, this paper proposes a Distributed Group Covariance Compensation Adaptive Kalman Filter (DGCC-AKF) for collaborative enhancement of UAV regional localization",navigation,False,Important,Abstract-only extraction. QA capped accordingly.,,False,2,1,1,0,4,Q-medium,A+2: real-world experiments; A+1: repeatability/multiple runs; B+1: trajectory scale reported; C+1: established baseline compared; CAP: abstract-only -1 rigor (cannot verify from abstract alone)
REC_1135,UAV Localization in Low-Altitude GNSS-Denied Environments Based on POI and Store Signage Text Matching in UAV Images,Liu Y.; Bai J.; Wang G.; Wu X.; Sun F.; Guo Z.; Geng H.,2023,,10.3390/drones7070451,Scopus,UAV,indoor,camera|IMU|GPS_denied_confirmed,other,loosely_coupled,RMSE,13.0,m,custom,real_world,"To avoid this situation, this paper proposes an autonomous UAV localization method for low-altitude urban scenarios based on POI and store signage text matching (LPS) in UAV images",navigation,False,Important,Abstract-only extraction. QA capped accordingly.,,False,1,3,1,0,5,Q-medium,A+2: real-world experiments; B+1: quantitative error metric reported; B+1: trajectory scale reported; B+1: ablation/failure analysis; C+1: established baseline compared; CAP: abstract-only -1 rigor (cannot verify from abstract alone)
REC_1142,Dual Quaternion-Based Unscented Kalman Filter with Visual Inertial Odometry for navigation in GPS-denied environments,Khalifa M.; Hashim H.A.,2026,,10.1016/j.measurement.2026.121964,Scopus,UAV,simulation,camera|IMU|GPS_denied_confirmed|wheel_encoder,VIO,other,RMSE,0.2584,m,EuRoC,real_world,This paper presents a Dual Quaternion-Based Unscented Kalman Filter (DQUKF) equipped with a Visual Inertial Odometry (VIO) algorithm for accurate state estimation enabling navigation in GPS denied loc,navigation,False,Important,Abstract-only extraction. QA capped accordingly.,,False,2,1,1,0,4,Q-medium,A+2: real-world experiments; A+1: repeatability/multiple runs; B+1: quantitative error metric reported; C+1: established baseline compared; CAP: abstract-only -1 rigor (cannot verify from abstract alone)
REC_1145,Enhancing Integrated Navigation with a Self-Attention LSTM Hybrid Network for UAVs in GNSS-Denied Environments,Wang Z.; Shen X.; Li J.; Li J.; Wu X.; Yang Y.,2025,,10.3390/drones9040279,Scopus,UAV,outdoor,GPS_denied_confirmed,DNN,deep_learning,RMSE,50.0,%,custom,real_world,This study proposes a hybrid neural network that integrates self-attention mechanisms with long short-term memory (SALSTM) to enhance GNSS-denied navigation performance,navigation,False,Important,Abstract-only extraction. QA capped accordingly.,,False,1,2,1,0,4,Q-medium,A+2: real-world experiments; B+1: trajectory scale reported; B+1: ablation/failure analysis; C+1: established baseline compared; CAP: abstract-only -1 rigor (cannot verify from abstract alone)
REC_1184,GNSS-denied UAV localization with satellite and aerial image matching,Lin H.-Y.; Chen L.-Y.,2025,,10.1016/j.rineng.2025.108132,Scopus,UAV,outdoor,camera|GPS_denied_confirmed,other,deep_learning,RMSE,100.0,m,custom,real_world,Current developments are mostly based on GNSS/GPS signals for outdoor navigation,navigation,False,Important,Abstract-only extraction. QA capped accordingly.,,False,1,2,0,1,4,Q-medium,A+2: real-world experiments; B+1: quantitative error metric reported; B+1: trajectory scale reported; D+1: code/data released; CAP: abstract-only -1 rigor (cannot verify from abstract alone)
REC_1201,A Vision-Based Technique for Unmanned Aerial Vehicles Localization,Chen L.-Y.; Lin H.-Y.; Munir S.,2025,,10.1109/ISPACS68724.2025.11382908,Scopus,UAV,outdoor,camera|GPS_denied_confirmed,other,deep_learning,RMSE,100.0,m,custom,real_world,This paper proposes a novel UAV localization framework based on aerial-satellite image matching to enable navigation without GNSS signals,navigation,False,Important,Abstract-only extraction. QA capped accordingly.,,False,1,3,0,0,4,Q-medium,A+2: real-world experiments; B+1: quantitative error metric reported; B+1: trajectory scale reported; B+1: ablation/failure analysis; CAP: abstract-only -1 rigor (cannot verify from abstract alone)
REC_1217,Vision based UAS navigation for RFI localization,Perkins A.; Chen Y.-H.; Lo S.; Enge P.,2018,,10.33012/2018.16060,Scopus,UAV,simulation,camera|GPS_denied_confirmed,VIO_SLAM,other,drift_pct,0.7,m,custom,real_world,"An unmanned aerial system (UAS) built on a multirotor platform, known as JAGER, is being developed to solve these two challenges [1]",mapping,False,Important,Abstract-only extraction. QA capped accordingly.,,False,1,2,1,0,4,Q-medium,A+2: real-world experiments; B+1: quantitative error metric reported; B+1: trajectory scale reported; C+1: established baseline compared; CAP: abstract-only -1 rigor (cannot verify from abstract alone)
REC_1224,LOFF: LiDAR and Optical Flow Fusion Odometry,Zhang J.; Huang Z.; Zhu X.; Guo F.; Sun C.; Zhan Q.; Shen R.,2024,,10.3390/drones8080411,Scopus,UAV,indoor,lidar|camera|GPS_denied_confirmed|wheel_encoder,VIO_SLAM,loosely_coupled,RMSE,,,custom,real_world,"To this end, this paper presents LiDAR and optical flow fusion odometry (LOFF), which uses a direction-separated data fusion method to fuse optical flow odometry into the degenerate direction of the L",mapping,False,Important,Abstract-only extraction. QA capped accordingly.,,False,1,2,1,0,4,Q-medium,A+2: real-world experiments; B+1: trajectory scale reported; B+1: ablation/failure analysis; C+1: established baseline compared; CAP: abstract-only -1 rigor (cannot verify from abstract alone)
REC_1437,Absolute Visual Localization for Aerial Vehicles Based on Deep Learning Image Matching,Yang Y.; Xu L.; Wang B.; Han Y.; Ye D.,2025,,10.1145/3722405.3722421,Scopus,UAV,outdoor,camera|IMU|GPS_denied_confirmed,DNN,deep_learning,RMSE,500.0,m,custom,real_world,"The proposed methodology utilizes a deep learning-based image matching technique, employing the LoFTR model to match features on rectified aerial images and segmented satellite maps",mapping,False,Important,Abstract-only extraction. QA capped accordingly.,,False,1,1,2,0,4,Q-medium,A+2: real-world experiments; B+1: quantitative error metric reported; C+1: established baseline compared; C+1: matched conditions; CAP: abstract-only -1 rigor (cannot verify from abstract alone)
REC_1477,UAVD4L: A Large-Scale Dataset for UAV 6-DoF Localization,Wu R.; Cheng X.; Zhu J.; Liu Y.; Zhang M.; Yan S.,2024,,10.1109/3DV62453.2024.00156,Scopus,UAV,outdoor,camera|GPS_denied_confirmed,other,other,RMSE,,,custom,real_world,"To address these limitations, we introduce a large-scale 6-DoF UAV dataset for localization (UAVD4L) and develop a two-stage 6-DoF localization pipeline (UAVLoc), which consists of offline synthetic d",navigation,False,Important,Abstract-only extraction. QA capped accordingly.,,False,2,1,0,1,4,Q-medium,A+2: real-world experiments; A+1: ground-truth comparison; B+1: ablation/failure analysis; D+1: code/data released; CAP: abstract-only -1 rigor (cannot verify from abstract alone)
REC_1488,Distributed Relative Pose Estimation for Multi-UAV Systems Based on Inertial Navigation and Data Link Fusion,Li K.; Bu S.; Li J.; Xia Z.; Wang J.; Li X.,2025,,10.3390/drones9060405,Scopus,UAV,simulation,IMU|GPS_denied_confirmed,graph_SLAM,loosely_coupled,drift_pct,,,custom,real_world,This paper proposes a UAV formation positioning system that integrates inertial navigation with data link-based relative measurements to improve positioning accuracy,search_rescue,False,Important,Abstract-only extraction. QA capped accordingly.,,False,1,1,2,0,4,Q-medium,A+2: real-world experiments; B+1: ablation/failure analysis; C+1: established baseline compared; C+1: matched conditions; CAP: abstract-only -1 rigor (cannot verify from abstract alone)
REC_1490,Obtaining world coordinate information of uav in gnss denied environments,Chen C.; Tian Y.; Lin L.; Chen S.; Li H.; Wang Y.; Su K.,2020,,10.3390/s20082241,Scopus,UAV,outdoor,camera|IMU|GPS_denied_confirmed|magnetometer,other,other,RMSE,15.0,m,custom,real_world,This paper presents a pan-tilt-based visual servoing (PBVS) method for obtaining world coordinate information,navigation,False,Important,Abstract-only extraction. QA capped accordingly.,,False,1,2,1,0,4,Q-medium,A+2: real-world experiments; B+1: quantitative error metric reported; B+1: trajectory scale reported; C+1: established baseline compared; CAP: abstract-only -1 rigor (cannot verify from abstract alone)
REC_1521,Vision-based autonomous navigation for quadrotor UAVs in unknown and constrained environments,Hu Z.; Butt M.Z.; Nasir N.; Salleh M.B.,2025,,10.1007/s41315-025-00462-2,Scopus,UAV,simulation,camera|IMU|GPS_denied_confirmed|VINS,other,loosely_coupled,success_rate,0.8,m,custom,real_world,"This study presents a real-world evaluation of vision-based UAV navigation in constrained environments, offering insights into its feasibility and limitations",navigation,False,Important,Abstract-only extraction. QA capped accordingly.,,False,1,2,1,0,4,Q-medium,A+2: real-world experiments; B+1: quantitative error metric reported; B+1: ablation/failure analysis; C+1: established baseline compared; CAP: abstract-only -1 rigor (cannot verify from abstract alone)
REC_1525,Drone carrier: An integrated unmanned surface vehicle for autonomous inspection and intervention in GNSS-denied maritime environment,Dong Y.; Din M.U.; Lagala F.; Kuang H.; Sun J.; Yang S.; Hussain I.; He S.,2026,,10.1016/j.joes.2026.02.002,Scopus,UAV,outdoor,lidar|camera|GPS_denied_confirmed|UWB,EKF,loosely_coupled,RMSE,200.0,m,custom,simulation,"These results demonstrate robust closed-loop operation under GNSS denial and delineate the present envelope (rigid deck edge; sea state ≤[jls-end-space/]3), informing deployment for port security and ",inspection,False,Important,Abstract-only extraction. QA capped accordingly.,,False,0,3,1,0,4,Q-medium,B+1: quantitative error metric reported; B+1: trajectory scale reported; B+1: ablation/failure analysis; C+1: established baseline compared; CAP: simulation-only -> max Q-medium
REC_1587,Landmark-Based Scale Estimation and Correction of Visual Inertial Odometry for VTOL UAVs in a GPS-Denied Environment,Lee J.-C.; Chen C.-C.; Shen C.-T.; Lai Y.-C.,2022,,10.3390/s22249654,Scopus,UAV,indoor,camera|IMU|GPS_denied_confirmed|wheel_encoder,VIO,other,drift_pct,,,custom,real_world,"With the rapid development of technology, unmanned aerial vehicles (UAVs) have become more popular and are applied in many areas",navigation,False,Important,Abstract-only extraction. QA capped accordingly.,,False,2,1,1,0,4,Q-medium,A+2: real-world experiments; A+1: ground-truth comparison; B+1: ablation/failure analysis; C+1: established baseline compared; CAP: abstract-only -1 rigor (cannot verify from abstract alone)
REC_1637,Virtual testbed for monocular visual navigation of small unmanned aircraft systems,Kim K.; Leishman R.C.; Nykl S.L.,2022,,10.1177/1548512920954545,Scopus,UAV,mixed,camera|GPS_denied_confirmed|wheel_encoder,other,other,RMSE,,,custom,real_world,This work presents a virtual testbed for conducting simulated flight tests over real-world terrain and analyzing the real-time performance of visual navigation algorithms at 31 Hz,military,False,Important,Abstract-only extraction. QA capped accordingly.,,False,1,1,1,1,4,Q-medium,A+2: real-world experiments; B+1: ablation/failure analysis; C+1: established baseline compared; D+1: code/data released; CAP: abstract-only -1 rigor (cannot verify from abstract alone)
REC_1659,Drone-in-a-Box: A Precise Indoor Autonomous Docking System,Godio S.; Fernandes R.C.; Montecchiari L.; Al-Ali A.; Ashour R.; Oliveira F.; Tortorici C.,2026,,10.1109/ICUAS69441.2026.11598696,Scopus,UAV,indoor,lidar|camera|IMU|GPS_denied_confirmed|UWB,EKF,other,RMSE,,,custom,real_world,"To address this problem, we present a global localization system for indoor Unmanned Aerial Vehicles (UAVs) that enables takeoff and landing operations from a portable docking station ('drone-in-a-box",inspection,False,Important,Abstract-only extraction. QA capped accordingly.,,False,2,1,1,0,4,Q-medium,A+2: real-world experiments; A+1: repeatability/multiple runs; B+1: ablation/failure analysis; C+1: established baseline compared; CAP: abstract-only -1 rigor (cannot verify from abstract alone)
REC_1662,NLOS-Aware LiDAR–UWB Fusion Localization for UAV Inspection in Converter Valve Halls,Liu X.; Yin Y.; Zhang Y.; Wu K.; Zheng J.; Mei F.,2026,,10.3390/technologies14070414,Scopus,UAV,mixed,lidar|GPS_denied_confirmed|UWB|wheel_encoder,particle_filter,loosely_coupled,RMSE,0.3,m,custom,real_world,"To address unavailable global navigation satellite system (GNSS) signals, dense metallic equipment, valve-tower occlusion, and the insufficient robustness of single-sensor localization in unmanned aer",inspection,False,Important,Abstract-only extraction. QA capped accordingly.,,False,2,2,1,0,5,Q-medium,A+2: real-world experiments; A+1: repeatability/multiple runs; B+1: quantitative error metric reported; B+1: trajectory scale reported; C+1: established baseline compared; CAP: abstract-only -1 rigor (cannot verify from abstract alone)
