id,title,authors,year,doi,venue,source,fulltext_available,pdf_pages,platform_type,sensor_list,primary_method,method_category,environment,experiment_type,real_or_sim,metrics_reported,ate_rmse_m,application_domain,multi_agent,notes,qa_rigor,qa_reporting,qa_baseline,qa_repro,qa_total,qa_tier,qa_notes,citation_tier
REC_0037,Deep Visual Localization for UAVs in GNSS-Denied Environments Using Satellite Imagery,E. Öksüz; B. Yalçın; T. Demirdal,2026,10.1109/SIU71813.2026.11636724,IEEE Conference/Journal,IEEE_Xplore,True,4,UAV,Monocular_Camera,Visual_Inertial_Odometry,Visual-Inertial (VIO/SLAM),Urban;Underground/Tunnel;Adversarial/EW;Maritime/Water,Simulation,Simulation,ATE_RMSE;Relative_Drift_Percent;RMSE;Computational_Latency,NOT_REPORTED,Search_and_Rescue,Single_Agent,Parsed from 4-page PDF. Primary evaluation: Simulation with sensors [Monocular_Camera].,2,2,1,1,6,Q-medium,"Rigor=2/4, Reporting=2/3, Baseline=1/2, Repro=1/1. Total=6/10 (Q-medium).",Important
REC_0041,UAV Navigation With Monocular Visual Inertial Odometry Under GNSS-Denied Environment,H. Luo; G. Li; D. Zou; K. Li; X. Li; Z. Yang,2023,10.1109/TGRS.2023.3323519,IEEE Conference/Journal,IEEE_Xplore,True,15,Multi_Platform,IMU;Stereo_Camera;UWB;Optical_Flow,Visual_Inertial_Odometry,Visual-Inertial (VIO/SLAM),Indoor;Urban;Underground/Tunnel;Adversarial/EW,Real_World,Real_World,ATE_RMSE;RMSE;Success_Rate,NOT_REPORTED,Mapping/Surveying,Single_Agent,Parsed from 15-page PDF. Primary evaluation: Real_World with sensors [IMU;Stereo_Camera;UWB;Optical_Flow].,4,2,1,1,8,Q-high,"Rigor=4/4, Reporting=2/3, Baseline=1/2, Repro=1/1. Total=8/10 (Q-high).",Core
REC_0043,Robust Sensor Fusion for Autonomous UAV Navigation in GPS denied Forest Environment,S. M. Shithil; A. A. M. Faudzi; A. Abdullah; N. Islam; S. M. Saad,2022,10.1109/ROMA55875.2022.9915682,IEEE Conference/Journal,IEEE_Xplore,True,6,UAV,IMU;Stereo_Camera;LiDAR_2D,Visual_LiDAR_Inertial_Fusion,Visual-LiDAR Fusion,Indoor;Urban;Forest/Canopy;Adversarial/EW,Simulation,Simulation,ATE_RMSE;Relative_Drift_Percent;Computational_Latency,NOT_REPORTED,Inspection,Single_Agent,Parsed from 6-page PDF. Primary evaluation: Simulation with sensors [IMU;Stereo_Camera;LiDAR_2D].,1,3,1,0,5,Q-medium,"Rigor=1/4, Reporting=3/3, Baseline=1/2, Repro=0/1. Total=5/10 (Q-medium).",Important
REC_0053,Vision-based Navigation of Unmanned Aerial Vehicles,H. Gahlot; A. Kumar; P. Kumar; E. A. Sharma,2024,10.1109/ICACCM61117.2024.11059131,IEEE Conference/Journal,IEEE_Xplore,True,22,Multi_Platform,IMU;Thermal_Camera;LiDAR_3D,Visual_LiDAR_Inertial_Fusion,Visual-LiDAR Fusion,Indoor;Urban;Underground/Tunnel;Forest/Canopy;Maritime/Water,Both_Real_and_Sim,Both,ATE_RMSE;Relative_Drift_Percent;RMSE;Success_Rate,NOT_REPORTED,Mapping/Surveying,Multi_Agent,Parsed from 22-page PDF. Primary evaluation: Both_Real_and_Sim with sensors [IMU;Thermal_Camera;LiDAR_3D].,4,3,1,0,8,Q-high,"Rigor=4/4, Reporting=3/3, Baseline=1/2, Repro=0/1. Total=8/10 (Q-high).",Core
REC_0057,ROS+unity: An efficient high-fidelity 3D multi-UAV navigation and control simulator in GPS-denied environments,W. Meng; Y. Hu; J. Lin; F. Lin; R. Teo,2015,10.1109/IECON.2015.7392488,IEEE Conference/Journal,IEEE_Xplore,True,6,UAV,IMU;Depth_Camera;LiDAR_2D,Visual_LiDAR_Inertial_Fusion,Visual-LiDAR Fusion,Indoor;Urban;Forest/Canopy;Adversarial/EW,Simulation,Simulation,ATE_RMSE;Computational_Latency,NOT_REPORTED,Mapping/Surveying,Multi_Agent,Parsed from 6-page PDF. Primary evaluation: Simulation with sensors [IMU;Depth_Camera;LiDAR_2D].,1,1,1,1,4,Q-medium,"Rigor=1/4, Reporting=1/3, Baseline=1/2, Repro=1/1. Total=4/10 (Q-medium).",Important
REC_0064,Positioning and Navigation Approaches Using Packet Loss-Based Multilateration for UAVs in GPS-Denied Environments,I. Srisomboon; S. Lee,2024,10.1109/ACCESS.2024.3357148,IEEE Conference/Journal,IEEE_Xplore,True,15,UAV,IMU;Monocular_Camera;LiDAR_3D;UWB,Visual_LiDAR_Inertial_Fusion,Visual-LiDAR Fusion,Indoor;Urban;Underground/Tunnel;Adversarial/EW,Both_Real_and_Sim,Both,ATE_RMSE;Success_Rate;Computational_Latency,NOT_REPORTED,Inspection,Multi_Agent,Parsed from 15-page PDF. Primary evaluation: Both_Real_and_Sim with sensors [IMU;Monocular_Camera;LiDAR_3D;UWB].,2,3,2,0,7,Q-high,"Rigor=2/4, Reporting=3/3, Baseline=2/2, Repro=0/1. Total=7/10 (Q-high).",Important
REC_0065,Autonomous Drones in GNSS-Denied Environments: Results from the Leonardo Drone Contest,S. Godio; F. Marino; A. Minervini; S. Primatesta; M. Chiaberge; G. Guglieri,2023,10.1109/MetroAeroSpace57412.2023.10190003,IEEE Conference/Journal,IEEE_Xplore,True,6,UAV,IMU;Stereo_Camera;LiDAR_3D;UWB,Visual_LiDAR_Inertial_Fusion,Visual-LiDAR Fusion,Indoor;Urban;Underground/Tunnel;Adversarial/EW,Both_Real_and_Sim,Both,ATE_RMSE;Relative_Drift_Percent;Success_Rate;Computational_Latency,NOT_REPORTED,Mapping/Surveying,Multi_Agent,Parsed from 6-page PDF. Primary evaluation: Both_Real_and_Sim with sensors [IMU;Stereo_Camera;LiDAR_3D;UWB].,3,3,1,1,8,Q-high,"Rigor=3/4, Reporting=3/3, Baseline=1/2, Repro=1/1. Total=8/10 (Q-high).",Core
REC_0066,Real Time Vision Based Obstacle Avoidance for UAV using YOLO in GPS Denied Environment,S. K. NT; G. U. Sai; P. K. Duba; P. Rajalakshmi,2023,10.1109/OCIT59427.2023.10431039,IEEE Conference/Journal,IEEE_Xplore,True,6,UAV,IMU;Stereo_Camera;LiDAR_3D,LiDAR_Inertial_Odometry_SLAM,LiDAR-Inertial / LiDAR SLAM,Indoor;Urban;Underground/Tunnel;Forest/Canopy;Adversarial/EW,Simulation,Simulation,ATE_RMSE;Success_Rate;Computational_Latency,NOT_REPORTED,Inspection,Multi_Agent,Parsed from 6-page PDF. Primary evaluation: Simulation with sensors [IMU;Stereo_Camera;LiDAR_3D].,1,3,1,0,5,Q-medium,"Rigor=1/4, Reporting=3/3, Baseline=1/2, Repro=0/1. Total=5/10 (Q-medium).",Important
REC_0071,Radar-Based High-Accuracy 3D Localization of UAVs for Landing in GNSS-Denied Environments,Y. Dobrev; Y. Dobrev; P. Gulden; M. Lipka; T. Pavlenko; D. Moormann; M. Vossiek,2018,10.1109/ICMIM.2018.8443483,IEEE Conference/Journal,IEEE_Xplore,True,4,UAV,IMU;Radar_mmWave,Radio_Based_Positioning,UWB / Radio / Beacons,Indoor;Urban;Underground/Tunnel;Adversarial/EW,Simulation,Simulation,ATE_RMSE;Success_Rate;Computational_Latency,NOT_REPORTED,Inspection,Multi_Agent,Parsed from 4-page PDF. Primary evaluation: Simulation with sensors [IMU;Radar_mmWave].,2,3,0,0,5,Q-medium,"Rigor=2/4, Reporting=3/3, Baseline=0/2, Repro=0/1. Total=5/10 (Q-medium).",Important
REC_0077,3D Path Planning for Autonomous UAV Navigation in GPS-Denied Environments,T. Thakkar; R. Ramirez; R. Tsui; S. Bhandari; A. Raheja,2026,10.1109/ICUAS69441.2026.11598675,IEEE Conference/Journal,IEEE_Xplore,True,8,UAV,IMU;Stereo_Camera;LiDAR_3D,Visual_LiDAR_Inertial_Fusion,Visual-LiDAR Fusion,Indoor;Urban;Underground/Tunnel;Forest/Canopy;Adversarial/EW,Both_Real_and_Sim,Both,ATE_RMSE;RMSE;Success_Rate,NOT_REPORTED,Inspection,Single_Agent,Parsed from 8-page PDF. Primary evaluation: Both_Real_and_Sim with sensors [IMU;Stereo_Camera;LiDAR_3D].,3,3,1,1,8,Q-high,"Rigor=3/4, Reporting=3/3, Baseline=1/2, Repro=1/1. Total=8/10 (Q-high).",Core
REC_0080,Enabling Computer Vision-Based Autonomous Navigation for Unmanned Aerial Vehicles in Cluttered GPS-Denied Environments,F. Valenti; D. Giaquinto; L. Musto; A. Zinelli; M. Bertozzi; A. Broggi,2018,10.1109/ITSC.2018.8569695,IEEE Conference/Journal,IEEE_Xplore,True,6,UAV,IMU;Stereo_Camera;LiDAR_2D;Sonar,Visual_Inertial_Odometry,Visual-Inertial (VIO/SLAM),Indoor;Urban;Forest/Canopy;Adversarial/EW,Simulation,Simulation,ATE_RMSE;Relative_Drift_Percent;Success_Rate,NOT_REPORTED,Inspection,Single_Agent,Parsed from 6-page PDF. Primary evaluation: Simulation with sensors [IMU;Stereo_Camera;LiDAR_2D;Sonar].,1,3,1,0,5,Q-medium,"Rigor=1/4, Reporting=3/3, Baseline=1/2, Repro=0/1. Total=5/10 (Q-medium).",Important
REC_0084,Simulating GPS-denied Autonomous UAV Navigation for Detection of Surface Water Bodies,A. D. Singh; F. Vanegas Alvarez,2020,10.1109/ICUAS48674.2020.9213927,IEEE Conference/Journal,IEEE_Xplore,True,10,Multi_Platform,IMU;Thermal_Camera,Thermal_Inertial_Odometry,Visual-Inertial (VIO/SLAM),Underground/Tunnel;Adversarial/EW;Maritime/Water,Simulation,Simulation,ATE_RMSE;Relative_Drift_Percent;Success_Rate,NOT_REPORTED,Mapping/Surveying,Multi_Agent,Parsed from 10-page PDF. Primary evaluation: Simulation with sensors [IMU;Thermal_Camera].,1,3,1,0,5,Q-medium,"Rigor=1/4, Reporting=3/3, Baseline=1/2, Repro=0/1. Total=5/10 (Q-medium).",Important
REC_0095,Cooperative Relative Localization for UAV Swarm in GNSS-Denied Environment: A Coalition Formation Game Approach,L. Ruan; G. Li; W. Dai; S. Tian; G. Fan; J. Wang; X. Dai,2022,10.1109/JIOT.2021.3130000,IEEE Conference/Journal,IEEE_Xplore,True,18,Multi_Platform,IMU;UWB,Visual_Inertial_Odometry,Visual-Inertial (VIO/SLAM),Indoor;Underground/Tunnel;Adversarial/EW,Both_Real_and_Sim,Both,ATE_RMSE;Relative_Drift_Percent;RMSE;Success_Rate,NOT_REPORTED,Inspection,Multi_Agent,Parsed from 18-page PDF. Primary evaluation: Both_Real_and_Sim with sensors [IMU;UWB].,3,3,2,0,8,Q-high,"Rigor=3/4, Reporting=3/3, Baseline=2/2, Repro=0/1. Total=8/10 (Q-high).",Important
REC_0096,Cooperative UWB-Based Localization for Outdoors Positioning and Navigation of UAVs aided by Ground Robots,Y. Xianjia; L. Qingqing; J. P. Queralta; J. Heikkonen; T. Westerlund,2021,10.1109/ICAS49788.2021.9551177,IEEE Conference/Journal,IEEE_Xplore,True,5,Multi_Platform,IMU;Stereo_Camera;LiDAR_3D;UWB,Visual_LiDAR_Inertial_Fusion,Visual-LiDAR Fusion,Indoor;Urban;Forest/Canopy;Adversarial/EW,Both_Real_and_Sim,Both,ATE_RMSE;Success_Rate,NOT_REPORTED,Inspection,Multi_Agent,Parsed from 5-page PDF. Primary evaluation: Both_Real_and_Sim with sensors [IMU;Stereo_Camera;LiDAR_3D;UWB].,4,3,1,0,8,Q-high,"Rigor=4/4, Reporting=3/3, Baseline=1/2, Repro=0/1. Total=8/10 (Q-high).",Core
REC_0102,Quantum-Enhanced Multi-Sensor Fusion for UAV Navigation in GPS-Denied Environments,A. Moussa; I. N. Him; K. Chawqi; Y. Salih-Alj,2026,10.1109/FET68771.2026.11601505,IEEE Conference/Journal,IEEE_Xplore,True,6,UAV,IMU;Stereo_Camera;LiDAR_3D,Visual_LiDAR_Inertial_Fusion,Visual-LiDAR Fusion,Indoor;Urban;Forest/Canopy;Adversarial/EW,Both_Real_and_Sim,Both,ATE_RMSE;Relative_Drift_Percent;Success_Rate;Computational_Latency,NOT_REPORTED,Mapping/Surveying,Single_Agent,Parsed from 6-page PDF. Primary evaluation: Both_Real_and_Sim with sensors [IMU;Stereo_Camera;LiDAR_3D].,4,3,1,1,9,Q-high,"Rigor=4/4, Reporting=3/3, Baseline=1/2, Repro=1/1. Total=9/10 (Q-high).",Core
REC_0107,Augmented Radar Odometry by Nested Optimal Filter Aided Navigation for UAVS in GNSS Denied Environment,S. Zahran; M. Mostafa; M. Moussa; A. Salib; A. Moussa; N. El-Sheimy,2021,10.1109/ITC-Egypt52936.2021.9513978,IEEE Conference/Journal,IEEE_Xplore,True,5,UAV,IMU;Stereo_Camera;Radar_mmWave;UWB;Optical_Flow;Sonar,Visual_Inertial_Odometry,Visual-Inertial (VIO/SLAM),Urban;Forest/Canopy;Adversarial/EW,Simulation,Simulation,ATE_RMSE;Relative_Drift_Percent;RMSE;Success_Rate,NOT_REPORTED,Mapping/Surveying,Single_Agent,Parsed from 5-page PDF. Primary evaluation: Simulation with sensors [IMU;Stereo_Camera;Radar_mmWave;UWB;Optical_Flow;Sonar].,1,3,1,0,5,Q-medium,"Rigor=1/4, Reporting=3/3, Baseline=1/2, Repro=0/1. Total=5/10 (Q-medium).",Important
REC_0111,Position Estimation for Drones based on Visual SLAM and IMU in GPS-denied Environment,H. D. K. Motlagh; F. Lotfi; H. D. Taghirad; S. B. Germi,2019,10.1109/ICRoM48714.2019.9071826,IEEE Conference/Journal,IEEE_Xplore,True,5,UAV,IMU;Stereo_Camera;LiDAR_3D;UWB;Sonar,Visual_LiDAR_Inertial_Fusion,Visual-LiDAR Fusion,Urban;Underground/Tunnel;Adversarial/EW,Simulation,Simulation,ATE_RMSE;Relative_Drift_Percent;RMSE;Success_Rate,NOT_REPORTED,Mapping/Surveying,Single_Agent,Parsed from 5-page PDF. Primary evaluation: Simulation with sensors [IMU;Stereo_Camera;LiDAR_3D;UWB;Sonar].,2,2,1,1,6,Q-medium,"Rigor=2/4, Reporting=2/3, Baseline=1/2, Repro=1/1. Total=6/10 (Q-medium).",Important
REC_0118,A Vision-Aided Navigation System by Ground-Aerial Vehicle Cooperation for UAV in GNSS-Denied Environments,Z. -H. Wang; T. Zhang; K. -Y. Qin; B. Zhu,2018,10.1109/GNCC42960.2018.9019191,IEEE Conference/Journal,IEEE_Xplore,True,6,Multi_Platform,IMU;Stereo_Camera;LiDAR_3D,Visual_LiDAR_Inertial_Fusion,Visual-LiDAR Fusion,Indoor;Urban;Underground/Tunnel;Forest/Canopy;Adversarial/EW,Simulation,Simulation,ATE_RMSE;Relative_Drift_Percent;RMSE;Success_Rate;Computational_Latency,NOT_REPORTED,Mapping/Surveying,Multi_Agent,Parsed from 6-page PDF. Primary evaluation: Simulation with sensors [IMU;Stereo_Camera;LiDAR_3D].,1,3,1,1,6,Q-medium,"Rigor=1/4, Reporting=3/3, Baseline=1/2, Repro=1/1. Total=6/10 (Q-medium).",Important
REC_0123,Visual-based landing system of a multirotor UAV in GNSS denied environment,A. Marut; P. Wojciechowski; K. Wojtowicz; K. Falkowski,2023,10.1109/MetroAeroSpace57412.2023.10190013,IEEE Conference/Journal,IEEE_Xplore,True,6,UAV,IMU;Stereo_Camera;LiDAR_3D;Radar_mmWave;Optical_Flow;Sonar,LiDAR_Inertial_Odometry_SLAM,LiDAR-Inertial / LiDAR SLAM,Indoor;Urban;Underground/Tunnel;Adversarial/EW,Both_Real_and_Sim,Both,ATE_RMSE;Relative_Drift_Percent;Success_Rate,NOT_REPORTED,Search_and_Rescue,Multi_Agent,Parsed from 6-page PDF. Primary evaluation: Both_Real_and_Sim with sensors [IMU;Stereo_Camera;LiDAR_3D;Radar_mmWave;Optical_Flow;Sonar].,3,2,0,0,5,Q-medium,"Rigor=3/4, Reporting=2/3, Baseline=0/2, Repro=0/1. Total=5/10 (Q-medium).",Important
REC_0131,Digital Twin for Drone Indoor Autonomous Navigation,M. J. Kumar; S. Singh; A. Saneen; D. Thomas,2026,10.1109/LSENS.2025.3642424,IEEE Conference/Journal,IEEE_Xplore,True,4,UAV,IMU;Stereo_Camera;LiDAR_3D,LiDAR_Inertial_Odometry_SLAM,LiDAR-Inertial / LiDAR SLAM,Indoor;Urban;Adversarial/EW,Both_Real_and_Sim,Both,ATE_RMSE;Relative_Drift_Percent;RMSE;Success_Rate;Computational_Latency,NOT_REPORTED,Inspection,Multi_Agent,Parsed from 4-page PDF. Primary evaluation: Both_Real_and_Sim with sensors [IMU;Stereo_Camera;LiDAR_3D].,3,2,1,1,7,Q-high,"Rigor=3/4, Reporting=2/3, Baseline=1/2, Repro=1/1. Total=7/10 (Q-high).",Core
REC_0138,Autonomous Exploration and Mapping System Using Heterogeneous UAVs and UGVs in GPS-Denied Environments,H. Qin; Z. Meng; W. Meng; X. Chen; H. Sun; F. Lin; M. H. Ang,2019,10.1109/TVT.2018.2890416,IEEE Conference/Journal,IEEE_Xplore,True,12,Multi_Platform,IMU;Stereo_Camera;LiDAR_3D;UWB,Visual_LiDAR_Inertial_Fusion,Visual-LiDAR Fusion,Indoor;Urban;Underground/Tunnel;Forest/Canopy;Adversarial/EW,Both_Real_and_Sim,Both,ATE_RMSE;Relative_Drift_Percent;Success_Rate,NOT_REPORTED,Inspection,Multi_Agent,Parsed from 12-page PDF. Primary evaluation: Both_Real_and_Sim with sensors [IMU;Stereo_Camera;LiDAR_3D;UWB].,3,3,1,0,7,Q-high,"Rigor=3/4, Reporting=3/3, Baseline=1/2, Repro=0/1. Total=7/10 (Q-high).",Important
REC_0149,Vision-Based Global Localization for UAVs Using Deep Convolutional Neural Networks,M. Elbalshy; S. Mostafa; A. M. Kamel,2026,10.1109/IPCS69631.2026.11604264,IEEE Conference/Journal,IEEE_Xplore,True,6,UAV,IMU;Monocular_Camera,Visual_Inertial_Odometry,Visual-Inertial (VIO/SLAM),Indoor;Urban;Underground/Tunnel;Forest/Canopy;Adversarial/EW;Maritime/Water,Both_Real_and_Sim,Both,ATE_RMSE;Success_Rate,NOT_REPORTED,Inspection,Single_Agent,Parsed from 6-page PDF. Primary evaluation: Both_Real_and_Sim with sensors [IMU;Monocular_Camera].,4,3,1,0,8,Q-high,"Rigor=4/4, Reporting=3/3, Baseline=1/2, Repro=0/1. Total=8/10 (Q-high).",Core
REC_0155,Cooperative Navigation and Guidance of a Micro-Scale Aerial Vehicle by an Accompanying UAV using 3D LiDAR Relative Localization,V. Pritzl; M. Vrba; P. Štĕpán; M. Saska,2022,10.1109/ICUAS54217.2022.9836116,IEEE Conference/Journal,IEEE_Xplore,True,10,Multi_Platform,IMU;Stereo_Camera;LiDAR_3D;UWB,Visual_LiDAR_Inertial_Fusion,Visual-LiDAR Fusion,Indoor;Urban;Underground/Tunnel;Adversarial/EW,Both_Real_and_Sim,Both,ATE_RMSE;Relative_Drift_Percent;RMSE;Success_Rate;Computational_Latency,NOT_REPORTED,Inspection,Multi_Agent,Parsed from 10-page PDF. Primary evaluation: Both_Real_and_Sim with sensors [IMU;Stereo_Camera;LiDAR_3D;UWB].,4,3,1,1,9,Q-high,"Rigor=4/4, Reporting=3/3, Baseline=1/2, Repro=1/1. Total=9/10 (Q-high).",Core
