id,title,abstract,authors,year,doi,venue,source,ai_decision,ai_confidence,criteria_triggered,justification
REC_0019,Efficient Autonomous Navigation in Dynamic Environments: Algorithm Evaluation and Multi-Robot Coordination,"Navigating indoor mobile robots in dynamic environments poses significant challenges due to obstacles and uncharted terrain. This study explores autonomous navigation systems within a laboratory-scale Flexible Manufacturing System (FMS), addressing the need for more reliable and real-time navigation. Objectives include designing a 2D map using SLAM, creating an autonomous indoor navigation system with real-time obstacle avoidance, and establishing a multi-robot navigation framework. Performance of A*, D*, TEB, and DWA algorithms is evaluated in single and multi-robot scenarios. Findings highlight A*'s effectiveness in static environments, D*'s adaptability in dynamic settings, and TEB's superiority in obstacle avoidance over DWA. The study concludes by discussing the potential of A* and TEB in multi-robot applications and suggests future research in algorithm optimization and multi-robot coordination.",M. S. S. M; N. A. Wahab; M. S. A. Mahmud; H. Alqaraghuli; E. Samsuria; M. Z. Romdlony,2024,10.1109/I2CACIS61270.2024.10649877,,IEEE_Xplore,exclude,high,"[""E5""]",Platform is not a UAV/drone and no explicit transferability to UAVs is demonstrated.
REC_0020,Experimental Analysis of Gmapping SLAM Algorithm for Mobile Robot Indoor Navigation,"The main subject of this paper is the experimental analysis of LiDAR-SLAM-based indoor navigation for a mobile robot, considering the effect of the mobile robot's linear and angular velocities on the deviation that occurs in the resulting 2D map. Our objective in this paper is to utilize the Robotics Operating System (ROS) and the Gmapping method, which rely solely on LiDAR and IMU for simultaneous localization and mapping (SLAM). It was observed that as the velocity increases, the deviation of the map decreases. After experimenting with various velocities, it was determined that the optimum velocity is 1.0 m/s. This velocity is optimal for indoor navigation within the scope of our experimental environment, exhibiting the minimum deviation from the ground truth map.",M. Reda; A. Abdulbaky; H. El-Hussieny; M. Magdy,2024,10.1109/AIRC61399.2024.10671780,,IEEE_Xplore,exclude,high,"[""E5""]",Platform is not a UAV/drone and no explicit transferability to UAVs is demonstrated.
REC_0021,Autonomous Drone Indoor Navigation Based on Virtual 3D Map Reference,Indoor drone has limitation on weight and size. This condition affects the kind of navigational sensor and computation power that can be carried by the drone. An experiment was conducted to measure the effectiveness of dead reckoning navigation method on drone. Position calculation was conducted based on IMU data. A virtual 3D map was used as a reference point for determining the real position of the drone. The experiment was conducted in 4 different flight paths. The result shown that the navigation method can be used to navigate drone in indoor environments with MSE of 0.19-0.25 m for obstacle of 2x2 m area.,J. Putra; D. E. Saputra,2022,10.1109/ICISS55894.2022.9915133,,IEEE_Xplore,exclude,high,"[""E2""]",GNSS-denied navigation is not a primary claimed contribution; paper does not focus on GPS-denied operation.
REC_0024,Demonstration of Radio SLAM with Terrestrial Signals of Opportunity in a GPS-Denied Environment,"Radio simultaneous localization and mapping (SLAM) with terrestrial signals of opportunity (SOPs) in a real-world GPS-denied environment is demonstrated. First, radio SLAM with known and unknown SOP maps is formulated. In the former case, the receiver's spatial states are estimated alongside the receiver-SOPs temporal states; while in the latter, the receiver's and SOPs' spatial states are estimated alongside the receiver-SOPs temporal states. Next, experimental results are presented of a vehicle navigating at Edwards Air Force Base, California, USA, while GPS signals were under intentional jamming. The vehicle exploited 7 terrestrial cellular SOP transmitters in the environment to navigate for 5 km in 180 seconds, with one of the SOPs more than 25 km away. Monte Carlo radio SLAM results with various levels of SOP position uncertainty are presented, from fully-known to poorly-known with 95% uncertainty ellipses of radii 7.8 m, 24.5 m, 77.4 m, and 245 m, achieving a 2D position position root-mean squared error (RMSE) of 2.6 m, 16.8, 23.6, 39.4 m, and 44.3 m, respectively.",A. Sel; Z. M. Kassas,2025,10.1109/VTC2025-Spring65109.2025.11174336,,IEEE_Xplore,exclude,high,"[""E5""]",Platform is not a UAV/drone and no explicit transferability to UAVs is demonstrated.
REC_0026,An Autonomous Inspection and Navigation Algorithm for Unmanned Platform Based on ROS and Gazebo,"To address the issue of mapping errors in traditional Gmapping, which relies solely on odometry for motion estimation, this study proposes an improved approach by fusing IMU and odometry data using an Extended Kalman Filter (EKF). The fused, more accurate pose estimates, combined with LiDAR data, are used as input to the Gmapping algorithm, significantly improving mapping accuracy. After completing the indoor map construction using Gmapping, the A* algorithm and Dynamic Window Approach (DWA) are applied to path planning and autonomous navigation for multi-point inspection. Simulation results show that the multi-sensor fusion approach improves the mapping accuracy of SLAM with an average mapping error of about 2.5%. The integration of A* and DWA enables the unmanned inspection system to dynamically adjust the path and realize reliable multi-point autonomous navigation.",Z. Zhang; X. Liu; T. Shi; W. Huo; T. Yu; S. Xu,2025,10.1109/AIPIP66876.2025.11299211,,IEEE_Xplore,exclude,high,"[""E5""]",Platform is not a UAV/drone and no explicit transferability to UAVs is demonstrated.
REC_0027,Autonomous Indoor Navigation for Visually Impaired: A ROS-Based Intelligent Guide Robot with Deep Learning and SLAM Integration,"This study presents the design and implementation of an indoor intelligent guide robot for visually impaired individuals, leveraging ROS and deep learning technologies to facilitate autonomous navigation. The robot's architecture is detailed, highlighting the use of Jetson Nano for system control, STM32Fl series motor control, and ROS-Melodic for operation. Key technologies such as motor disc odometry, SLAM (Simultaneous Localization and Mapping), autonomous positioning and navigation, and object detection are analyzed and implemented. The robot's performance is evaluated through tests on navigation accuracy, obstacle avoidance, and voice interaction response time, demonstrating its effectiveness in assisting visually impaired users in indoor environments.",L. Zhang; Y. Chen; Z. Yang; H. Zhang; Z. Wang; Y. Xia; Y. Huang; H. Zhang; Z. Jie,2024,10.1109/AINIT61980.2024.10581797,,IEEE_Xplore,exclude,high,"[""E5""]",Platform is not a UAV/drone and no explicit transferability to UAVs is demonstrated.
REC_0029,A Dataset for Robot Navigation in GNSS-Disrupted Environments Using Low-Cost Sensors,"Global Navigation Satellite Systems (GNSS) have significantly improved the accuracy and availability of Positioning, Navigation, and Timing (PNT) systems; however, this has also exposed vulnerabilities in critical infrastructures due to their dependence on these systems. The emergence of autonomous vehicles further intensifies the criticality of this dependence, particularly in military scenarios where robust and resilient navigation and positioning data are essential. This paper addresses the resilience of PNT systems in unknown and dynamic environments with compromised GNSS signals. We propose a novel dataset to test navigation algorithms in scenarios with intermittent GNSS availability, where the remaining available signals consist of IMU data and wheel odometry. This dataset comprises different data acquired in trials with increasing degrees of difficulty with respect to the localization procedure, and we employ an Extended Kalman Filter to provide some localization results using these data.",T. Barata; B. Damas; V. Viegas; V. Conceição,2025,10.1109/ICARSC65809.2025.10970127,,IEEE_Xplore,exclude,high,"[""E5""]",Platform is not a UAV/drone and no explicit transferability to UAVs is demonstrated.
REC_0030,Robot/UAV Indoor Visual SLAM in Smart Cities Based on Remote Data Processing,"Indoor navigation is a topical issue in the use of robotics and unmanned aerial vehicles (UAVs) in a smart city, especially in the absence/weak signals of satellite navigation. One of the promising solutions of these issues is the use of visual simultaneous localization and mapping (vSLAM) algorithms, and one or more remote data processing servers for localization and map construction of the robots and the UAVs. The paper analyzes the current state of remote vSLAM and gives the requirements of a promising similar framework for UAVs in a smart city. In general, it is possible to distinguish two approaches to remote vSLAM systems for robots/UAVs. The first one implies sending raw data from sensors (video stream) via wireless connection directly to a remote server, which can be used for cloud/fog/edge computing. The second approach involves data pre-processing on the robots/UAVs, with subsequent transmission of data to the remote cloud/fog/edge computing server for further processing, acquiring map keyframes and map updates. The considered approaches, algorithms and solutions are classified by the type and the number of servers used, the maximum number of robotic agents/UAVs, the presence of navigation data fusion, as well as the type of video sensor used. Based on the analysis of existing solutions and vSLAM classification, it is possible to form a set of requirements for promising vSLAM systems for indoor navigation of robots/UAVs, including their camera input, resolution, number of frames per second (FPS), bandwidth, support of wireless standards, channels, and protocols, multi-robot/multi-server support, and time consumption.",E. Jharko; M. Mamchenko; S. P. Khripunov,2023,10.1109/SmartIndustryCon57312.2023.10110777,,IEEE_Xplore,exclude,high,"[""E2""]",GNSS-denied navigation is not a primary claimed contribution; paper does not focus on GPS-denied operation.
REC_0034,The development of the modular autonomous underwater navigation system based on OPRoS,"This paper addresses the design method of navigation system for the autonomous underwater vehicle (AUV), which includes overall navigation architecture, hardware and software structure. This paper is focused on how to build the integrated underwater navigation module which is applicable to various types of underwater vehicle rather than the navigation algorithm, itself. The autonomous underwater navigation system consists of many software, hardware components and the systematic integration of these components is very important to build up the efficient navigation system within the given resources. In order to achieve this goal, we introduce the systematic integration manner developing the modular autonomous underwater navigation system based on Open Platform for Robotic Service (OPRoS) [1].",Y. -H. Choi; J. -W. Lee; S. -H. Hong; J. -H. Suh; J. -G. Kim,2014,10.1109/URAI.2014.7057481,,IEEE_Xplore,exclude,high,"[""E5""]",Platform is not a UAV/drone and no explicit transferability to UAVs is demonstrated.
REC_0036,Artificial Intelligence-Driven Innovations in SLAM for Robotics and Autonomous Navigation,"SLAM is foundational to robots and autonomous navigation as it allows machines to navigate and create a map of space at once. This review article discusses incorporating artificial intelligence (AI) into the SLAM process to improve the mapped environment perception for improved navigation, reducing the perceived herald weaknesses of conventional methods. The topics covered are the difficulties in incorporating AI into existing SLAM systems, the dilemma of privacy concerns while using data sources, and the deficit of skilled employees in the workforce. Solutions being suggested are initiating research works that feature both conventional approaches and AI methodologies, encouraging academic-industry partnerships, and investing in education. The practicality of these solutions is backed by exemplars that show high levels of enhanced performance in some applications; the path is cleared for smarter, self-controlled systems.",Z. Wang; X. Zhang,2025,10.1109/ICRCA64997.2025.11011185,,IEEE_Xplore,exclude,high,"[""E5""]",Platform is not a UAV/drone and no explicit transferability to UAVs is demonstrated.
REC_0038,Autonomous Aerial–Ground Cooperative Navigation Based on Information-Seeking in GNSS-Denied Environments,"The cooperative aerial–ground robotic team attracts increasing attention for diverse Internet of Things (IoT) applications. A navigation system is essential for the team to collectively localize itself and execute missions. In this article, we propose an autonomous information-seeking navigation method in global navigation satellite system (GNSS) denied environments. Specifically, we first provide a theoretical analysis of the proposed navigation scheme in terms of the Cramer–Rao low bound (CRLB). Then, we propose a motion strategy with a weighted position matrix, which allows the robotic team to actively adapt its position to enriching position information. Moreover, a belief propagation (BP)-based algorithm is developed for the proposed scheme to improve the localization accuracy by alleviating the accuracy degradation caused by accumulated errors in inertial measurements. Numerical simulations reveal the advantages of the proposed methods, providing meaningful insights and performance evaluations for system implementations.",J. Li; G. Yang; Q. Cai,2023,10.1109/JIOT.2023.3271643,,IEEE_Xplore,exclude,high,"[""E5""]",Platform is not a UAV/drone and no explicit transferability to UAVs is demonstrated.
REC_0040,A Centralized Cooperative SLAM System for Improving Positioning and Perception Accuracy in GPS-Denied Environments,"One of the key points in robotic collaboration is localization. In some scenarios where the Global Navigation Satellite System (GNSS) signal is unavailable, robots must rely on their own sensors for environment perception and self-localization. Simultaneous Localization And Mapping (SLAM) technology, as a widely used method for perceiving the external environment, has been extensively applied in the field of robotics. The existing work faced problems with scalability, robustness, and data association inaccuracies, and therefore this paper developed a collaborative vision SLAM algorithm for multi-robots. The proposed system, based on a centralized collaborative architecture, adopts a centralized collaborative architecture, including a central node and several sub-nodes. We also conducted simulations and experiments on homogeneous and heterogeneous platforms, demonstrating that the system can perform high-efficiency and high-precision positional perception in indoor and outdoor environments.",X. Li; Z. Wang; Y. Tan; X. Zhang,2023,10.1109/ICUS58632.2023.10318269,,IEEE_Xplore,exclude,high,"[""E5""]",Platform is not a UAV/drone and no explicit transferability to UAVs is demonstrated.
REC_0044,ORBSLAM2 and Point Cloud Processing Towards Autonomous Underwater Robot Navigation,"Autonomous navigation for underwater robots is often approached from the integration of sophisticated imagery and dead-reckoning sensors to achieve a practical implementation. Image processing has become popular in robotics applications for autonomous navigation from object recognition, visual odometry to visual Simultaneous Localization and Mapping (vSLAM). In this paper, a minimal instrumentation setup is proposed towards autonomous navigation for underwater robots based on monocular ORBSLAM2 and Point Cloud Processing in structured environments. ORBSLAM2 is a vSLAM algorithm that generates a point cloud map of Oriented FAST and Rotated BRIEF (ORB) features from video images and localizes the video source in it. We evaluate the feasibility of the point cloud processing in the implementation of a basic navigation method. The cloud is processed to abstract the surroundings into 3D planes where a trajectory (i.e. transects) is easily generated, and a way-point robot controller is capable of driving the robot given the current location as feedback. The basis of the method is tested in a simulated environment.",F. Hidalgo,2020,10.1109/IEEECONF38699.2020.9389096,,IEEE_Xplore,exclude,high,"[""E5""]",Platform is not a UAV/drone and no explicit transferability to UAVs is demonstrated.
REC_0045,An Aerial/Ground Robot Team for Autonomous Firefighting in Urban GNSS-Denied Scenarios,"This paper presents a framework for urban firefighting with a heterogeneous aerial/ground robot team. The system was developed to address Challenge 3 of the MBZIRC'20. The challenge required autonomously detecting, locating, and extinguishing fires on multiple interior floors and on exterior facade and ground surfaces. Our multi-robot system consists of a robot team of up to three Unmanned Aerial Vehicles (UAV) and one Unmanned Ground Vehicle (UGV). We describe the main hardware and software components for UAV and UGV platforms and present the system's main algorithmic components: a 3D LIDAR-based Mapping and Localization module able to work in GPS-denied scenarios, a Global Planner and a fast local re-planning system for robot navigation, Infrared-Based Perception and robot actuation control for fire extinguishing, and Mission Executive and coordination module based on Behavior Trees. Finally we describe our results from the competition, where the system worked fully autonomously and scored in all the trials performed. The presented system ended in 7th place (out of 20 teams) in Challenge 3 and 5th place (out of 17 teams) in the Grand Challenge's Challenge 3 portion.",S. Martínez-Rozas; R. Rey; D. Alejo; D. Acedo; J. A. Cobano; A. Rodríguez-Ramos; P. Campoy; L. Merino; F. Caballero,2022,10.55417/fr.2022010,,IEEE_Xplore,borderline_exclude,medium,"[""E1""]",Paper discusses GPS-denied UAV navigation but abstract lacks explicit quantitative localization/navigation metrics.
REC_0046,Localisation and mapping in GPS-denied environments using RFID tags,"This research addresses the Simultaneous Localization and Mapping (SLAM) problem in the context of an underground mining environment. This would allow autonomous vehicle navigation in this hazardous setting. This environmental setting has few features and no access to GPS or stationary towers, which are typically used for navigation in mobile robots. In addition, dust and debris may hinder optical methods for ranging. This study investigates using randomly distributed RFID tags to autonomously localize and navigate in such environments. Localization is performed by clustering the observed tags. Value iteration is then utilized to navigate the mobile robot to the defined goal. The simulation results demonstrate that this method is an effective means of navigation and localization in an underground setting.",S. James; R. A. Verrinder; D. Sabatta; A. Shahdi,2012,10.1109/ROBOMECH.2012.6558464,,IEEE_Xplore,exclude,high,"[""E5""]",Platform is not a UAV/drone and no explicit transferability to UAVs is demonstrated.
REC_0047,Sensor Fusion for Octagon – an Indoor and Outdoor Autonomous Mobile Robot,"Robot and self-driving vehicle navigation and localization problems have been a hot topic in recent years. With the significant development of ranging sensors such as three-dimensional Light Detection and Ranging (LiDAR), Radio Detection and Ranging (RADAR), depth cameras (Microsoft Kinect and Intel RealSense), robot and autonomous vehicles have improved their understanding of the surrounding environment. However, a single sensor can only provide limited information, and robot multi-sensor fusion has offered new perspectives for navigation and localization. Sensor fusion technology can solve two complex problems in robot navigation. Typically, mobile robots only detect above-ground objects for obstacle avoidance. But in the real world, a hole or gap along the robot path can cause damage to the robot and needs to be avoided. Typically, robot navigation uses a single approach for the solution of the localization problem by using an indoor map or GPS. However, in some cases, robots have to navigate between indoor and outdoor environments and must use different solutions for reliable operation. This paper presents an industry-level autonomous mobile robot that uses the sensor fusion method to solve indoor and outdoor navigation tasks. For safe navigation, a below-ground obstacle detection algorithm is presented that is based on point cloud data provided by the Kinect depth camera, which can then be added to the location of above-ground obstacles provided by the 2D LiDAR SLAM algorithm. A navigation source switching algorithm is designed for switching robot navigation systems using an indoor map and outdoor GPS.",K. Tian; K. Mirza,2022,10.1109/SysCon53536.2022.9773827,,IEEE_Xplore,exclude,high,"[""E5""]",Platform is not a UAV/drone and no explicit transferability to UAVs is demonstrated.
REC_0048,Experimental study on using visual odometry for navigation in outdoor GPS-denied environments,This paper presents an experimental study on utilizing visual odometry (VO) for pose estimation of mobile robots in outdoor GPS-denied environments. The experiments have been done using two different stereo VO algorithms implemented in Robot Operating System (ROS). The results have been compared with ground truth and drift has been identified. Sensor integration has been successfully used to minimize the drift. Challenges and possible solutions have been presented for future research and development.,M. Sharifi; X. Chen; C. G. Pretty,2016,10.1109/MESA.2016.7587182,,IEEE_Xplore,exclude,high,"[""E5""]",Platform is not a UAV/drone and no explicit transferability to UAVs is demonstrated.
REC_0049,High-Precision Self-Calibration for USV Operating in GNSS-Denied Environments,"In complex marine environments where satellite navigation signals are denied, the integrated navigation scheme combining Strapdown Inertial Navigation System (SINS) and Doppler Velocity Log (DVL) has become a mainstream technical solution in the field of autonomous navigation for Unmanned Surface Vehicles (USVs). However, the high-precision performance of this integrated navigation system is not inherent but relies on precise system calibration. To address this critical technical challenge, this study proposes an online high-precision selfcalibration method. By establishing an error model and designing an adaptive filtering algorithm, real-time estimation and compensation of system error parameters are achieved. Simulation results demonstrate that this method effectively improves the accuracy of calibration parameters, with scale factor errors controlled within $\mathbf{0. 4 \%}$. This research provides reliable technical support for the precise navigation of USVs in complex environments and holds significant theoretical and practical value for enhancing the autonomous navigation capabilities of USVs.",J. Liu,2025,10.1109/IMCEC66174.2025.11331782,,IEEE_Xplore,exclude,high,"[""E5""]",Platform is not a UAV/drone and no explicit transferability to UAVs is demonstrated.
