id,title,authors,year,venue,doi,source,platform,environment,sensors,algorithm_family,estimation_architecture,primary_metric,metric_value,metric_unit,dataset_used,experiment_type,key_contribution,application_domain,fulltext_available,citation_tier,notes,citation_count_approx,is_benchmark_paper,qa_rigor,qa_reporting,qa_baseline,qa_repro,qa_total,qa_tier,qa_notes
REC_0025,Design of an UWB indoor-positioning system for UAV navigation in GNSS-denied environments,J. Tiemann; F. Schweikowski; C. Wietfeld,2015,,10.1109/IPIN.2015.7346960,IEEE_Xplore,UAV,indoor,GPS_denied_confirmed|UWB,other,loosely_coupled,RMSE,10.0,cm,custom,real_world,"To enable the autonomous navigation of cooperative UAVs in GNSS-denied environments, the use of an ultra-wideband (UWB) positioning system is proposed",navigation,false,Peripheral,Abstract-only extraction. QA capped accordingly.,,false,1,1,1,0,3,Q-low,A+2: real-world experiments; B+1: quantitative error metric reported; C+1: established baseline compared; CAP: abstract-only -1 rigor (cannot verify from abstract alone)
REC_0028,UAV Waypoint Opportunistic Navigation in GNSS-Denied Environments,Y. Yang; J. Khalife; J. J. Morales; Z. M. Kassas,2022,,10.1109/TAES.2021.3103140,IEEE_Xplore,UAV,simulation,GPS_denied_confirmed,particle_filter,other,success_rate,95.0,%,custom,simulation,Monte Carlo simulation results are presented showing that the MOMP strategy achieves the desired objective with 95% success rate compared to a 36% success rate with the naive approach,navigation,false,Peripheral,Abstract-only extraction. QA capped accordingly.,,false,0,1,1,0,2,Q-low,B+1: trajectory scale reported; C+1: established baseline compared; CAP: simulation-only -> max Q-medium
REC_0031,Real-Time SLAM Based on Image Stitching for Autonomous Navigation of UAVs in GNSS-Denied Regions,M. Rizk; A. Mroue; M. Farran; J. Charara,2020,,10.1109/AICAS48895.2020.9073793,IEEE_Xplore,UAV,indoor,camera|GPS_denied_confirmed,VIO_SLAM,other,RMSE,,,custom,real_world,"This paper introduces a novel visual Simultaneous Localization and Mapping (SLAM) system, which is based on image stitching technique",mapping,false,Peripheral,Abstract-only extraction. QA capped accordingly.,,false,1,1,0,0,2,Q-low,A+2: real-world experiments; B+1: ablation/failure analysis; CAP: abstract-only -1 rigor (cannot verify from abstract alone)
REC_0032,Autonomous Navigation Systems in GPS-Denied Environments: A Review of Techniques and Applications,S. Alghamdi; S. Alahmari; S. Yonbawi; K. Alsaleem; F. Ateeq; F. Almushir,2025,,10.1109/ICARA64554.2025.10977619,IEEE_Xplore,UAV,outdoor,GPS_denied_confirmed,DNN,deep_learning,RMSE,,,custom,simulation,"As such, applications and techniques that introduce disruptive technologies, such as machine learning, deep learning, artificial intelligence, and sensor technology, have been developed to overcome so",delivery,false,Peripheral,Abstract-only extraction. QA capped accordingly.,,false,0,1,0,0,1,Q-low,B+1: ablation/failure analysis; CAP: simulation-only -> max Q-medium
REC_0033,BRM Localization: UAV Localization in GNSS-Denied Environments Based on Matching of Numerical Map and UAV Images,J. Choi; H. Myung,2020,,10.1109/IROS45743.2020.9341682,IEEE_Xplore,UAV,outdoor,camera|IMU|GPS_denied_confirmed,other,other,RMSE,,,custom,simulation,"To avoid this kind of situation, this paper proposes an algorithm that deals with the localization problem of the UAV in GNSS-denied environments",navigation,false,Peripheral,Abstract-only extraction. QA capped accordingly.,,false,0,2,0,0,2,Q-low,A+1: ground-truth comparison; B+1: trajectory scale reported; B+1: ablation/failure analysis; CAP: simulation-only -> max Q-medium; CAP: abstract-only -1 rigor (cannot verify from abstract alone)
REC_0035,State Estimation and Control for Micro Aerial Vehicles in GPS-denied Environments,H. Shen; X. Zhang; H. Lu; B. Tian; Q. Zong,2020,,10.1109/WCSP49889.2020.9299710,IEEE_Xplore,UAV,outdoor,lidar|IMU|GPS_denied_confirmed|wheel_encoder,graph_SLAM,other,RMSE,,,custom,real_world,"In this paper, a state estimation and control system in GPS-denied environments is presented for a micro aerial vehicle (MAV)",navigation,false,Peripheral,Abstract-only extraction. QA capped accordingly.,,false,1,0,0,0,1,Q-low,A+2: real-world experiments; CAP: abstract-only -1 rigor (cannot verify from abstract alone)
REC_0037,Deep Visual Localization for UAVs in GNSS-Denied Environments Using Satellite Imagery,E. Öksüz; B. Yalçın; T. Demirdal,2026,,10.1109/SIU71813.2026.11636724,IEEE_Xplore,UAV,outdoor,camera|GPS_denied_confirmed,EKF,loosely_coupled,RMSE,10.0,m,custom,real_world,"The proposed visual localization pipeline combines deep matching with SuperPoint–LightGlue, satellite–camera alignment via homography, Efficient Perspective-n-Point (EPnP)-based absolute pose estimati",navigation,false,Important,Abstract-only extraction. QA capped accordingly.,,false,2,1,1,1,5,Q-medium,A+2: real-world experiments; A+1: ground-truth comparison; B+1: quantitative error metric reported; C+1: established baseline compared; D+1: code/data released; CAP: abstract-only -1 rigor (cannot verify from abstract alone)
REC_0039,A Novel Geolocalization Algorithm for UAV Under GNSS-denied Environment using Heading Estimation before Image Matching,J. Yang; W. He; W. Teng; P. Jiang; X. Du,2025,,10.1109/ICGMRS66001.2025.11065657,IEEE_Xplore,UAV,outdoor,camera|GPS_denied_confirmed,other,other,RMSE,60.0,%,custom,simulation,This study proposed a novel glocalization algorithm for UAV under GNSS-denied environment,navigation,false,Peripheral,Abstract-only extraction. QA capped accordingly.,,false,0,1,0,0,1,Q-low,B+1: quantitative error metric reported; CAP: simulation-only -> max Q-medium
REC_0041,UAV Navigation With Monocular Visual Inertial Odometry Under GNSS-Denied Environment,H. Luo; G. Li; D. Zou; K. Li; X. Li; Z. Yang,2023,,10.1109/TGRS.2023.3323519,IEEE_Xplore,UAV,indoor,camera|IMU|GPS_denied_confirmed|VINS|wheel_encoder,VIO,tightly_coupled,RMSE,32.3,%,EuRoC,real_world,"Therefore, this article presents monocular VIO with point-line fusion and backend adaptive optimization to improve the positioning accuracy and robustness of UAV navigation systems",navigation,false,Peripheral,Abstract-only extraction. QA capped accordingly.,,false,1,0,1,0,2,Q-low,A+2: real-world experiments; C+1: established baseline compared; CAP: abstract-only -1 rigor (cannot verify from abstract alone)
REC_0042,A Hierarchical Clustered Relative Localization Algorithm in GNSS-denied UAV Swarm Environments,Y. Luo; P. Hu; J. Tian; S. Hang; H. Jiang,2025,,10.1109/GLOBECOM59602.2025.11432255,IEEE_Xplore,UAV,simulation,GPS_denied_confirmed,other,other,RMSE,44.0,%,custom,simulation,"To address the above limitations, this paper proposes a Hierarchical Clustered Relative Localization Algorithm (DH-RLA)",military,false,Peripheral,Abstract-only extraction. QA capped accordingly.,,false,0,1,1,0,2,Q-low,B+1: ablation/failure analysis; C+1: established baseline compared; CAP: simulation-only -> max Q-medium
REC_0043,Robust Sensor Fusion for Autonomous UAV Navigation in GPS denied Forest Environment,S. M. Shithil; A. A. M. Faudzi; A. Abdullah; N. Islam; S. M. Saad,2022,,10.1109/ROMA55875.2022.9915682,IEEE_Xplore,UAV,simulation,GPS_denied_confirmed,hybrid,loosely_coupled,RMSE,,,custom,simulation,"In this paper, an autonomous UAV flight mission in a cluttered forest-like canopy environment is presented",navigation,false,Peripheral,Abstract-only extraction. QA capped accordingly.,,false,0,0,0,0,0,Q-low,CAP: simulation-only -> max Q-medium
REC_0050,Conditional Probabilistic Relative Visual Localization for Unmanned Aerial Vehicles,A. Couturier; M. Akhloufi,2020,,10.1109/CCECE47787.2020.9255691,IEEE_Xplore,UAV,outdoor,camera|IMU|GPS_denied_confirmed,particle_filter,loosely_coupled,RMSE,,,custom,real_world,This paper presents a relative visual localization (RVL) approach for GPS-denied environments using a down-facing 2D monocular camera and an inertial measurement unit (IMU),navigation,false,Peripheral,Abstract-only extraction. QA capped accordingly.,,false,1,1,0,0,2,Q-low,A+2: real-world experiments; B+1: ablation/failure analysis; CAP: abstract-only -1 rigor (cannot verify from abstract alone)
REC_0051,Motion State Classification for Drone Localisation in GPS-Denied Environments using TinyML on Resource-Constrained Hardware,V. Barbu; A. -M. Drăgulinescu; A. Țapu,2025,,10.1109/AIoT66900.2025.00126,IEEE_Xplore,UAV,outdoor,IMU|GPS_denied_confirmed,DNN,deep_learning,RMSE,,,custom,real_world,This work presents a fully embedded approach that combines inertial and environmental sensing with Tiny Machine Learning models for on-board motion-state inference,navigation,false,Peripheral,Abstract-only extraction. QA capped accordingly.,,false,1,0,0,0,1,Q-low,A+2: real-world experiments; CAP: abstract-only -1 rigor (cannot verify from abstract alone)
REC_0052,Multi-UAV Cooperative Localization with PSO-Based Configuration Optimization for Bridge Inspection in GNSS-Denied Environment,X. Chen; R. Yao; L. Zheng,2025,,10.1109/AIoTC66747.2025.11198743,IEEE_Xplore,UAV,simulation,GPS_denied_confirmed|UWB,other,other,RMSE,,,custom,simulation,"This paper proposes a collaborative navigation framework based on multiple unmanned aerial vehicles (UAVs), integrating one inspection UAV with a cluster of reference UAVs for auxiliary positioning to",inspection,false,Peripheral,Abstract-only extraction. QA capped accordingly.,,false,0,0,0,0,0,Q-low,CAP: simulation-only -> max Q-medium
REC_0053,Vision-based Navigation of Unmanned Aerial Vehicles,H. Gahlot; A. Kumar; P. Kumar; E. A. Sharma,2024,,10.1109/ICACCM61117.2024.11059131,IEEE_Xplore,UAV,indoor,camera|GPS_denied_confirmed,other,other,RMSE,,,custom,simulation,"This paper presents a vision-based navigation framework that leverages visual data for real-time localization and path planning, providing an alternative to GPS navigation",navigation,false,Peripheral,Abstract-only extraction. QA capped accordingly.,,false,0,1,0,0,1,Q-low,B+1: ablation/failure analysis; CAP: simulation-only -> max Q-medium
REC_0057,ROS+unity: An efficient high-fidelity 3D multi-UAV navigation and control simulator in GPS-denied environments,W. Meng; Y. Hu; J. Lin; F. Lin; R. Teo,2015,,10.1109/IECON.2015.7392488,IEEE_Xplore,UAV,simulation,GPS_denied_confirmed,other,loosely_coupled,RMSE,,,custom,real_world,"In this paper, we will introduce our newly developed 3D simulation system for miniature unmanned aerial vehicles (UAVs) navigation and control in GPS-denied environments",navigation,false,Peripheral,Abstract-only extraction. QA capped accordingly.,,false,1,0,0,0,1,Q-low,A+2: real-world experiments; CAP: abstract-only -1 rigor (cannot verify from abstract alone)
REC_0058,Autonomous UAV Navigation and Real-Time Crack Detection for Infrastructure Inspection in GPS-Denied Environments,M. Imad; M. Wicaksono; S. Y. Shin,2024,,10.1109/ICTC62082.2024.10827730,IEEE_Xplore,UAV,outdoor,camera|GPS_denied_confirmed,DNN,deep_learning,RMSE,,,custom,real_world,"In addition, the intricacy of infrastructure images presents significant challenges to traditional image processing methods",inspection,false,Peripheral,Abstract-only extraction. QA capped accordingly.,,false,1,0,0,0,1,Q-low,A+2: real-world experiments; CAP: abstract-only -1 rigor (cannot verify from abstract alone)
REC_0064,Positioning and Navigation Approaches Using Packet Loss-Based Multilateration for UAVs in GPS-Denied Environments,I. Srisomboon; S. Lee,2024,,10.1109/ACCESS.2024.3357148,IEEE_Xplore,UAV,mixed,GPS_denied_confirmed|WiFi,other,other,RMSE,55.78,%,custom,simulation,"This study addresses the crucial challenge of non-GPS drones in outdoor surveillance scenarios and proposes a packet loss-based positioning approach, wherein a drone estimates its current position by ",navigation,false,Peripheral,Abstract-only extraction. QA capped accordingly.,,false,0,1,0,0,1,Q-low,B+1: ablation/failure analysis; CAP: simulation-only -> max Q-medium
REC_0065,Autonomous Drones in GNSS-Denied Environments: Results from the Leonardo Drone Contest,S. Godio; F. Marino; A. Minervini; S. Primatesta; M. Chiaberge; G. Guglieri,2023,,10.1109/MetroAeroSpace57412.2023.10190003,IEEE_Xplore,UAV,outdoor,GPS_denied_confirmed,other,other,RMSE,,,custom,real_world,"At the end of a three years cycle of the competition, in this paper a review of the identified system and conclusions made by the DRAFT team from Politecnico di Torino is presented",navigation,false,Peripheral,Abstract-only extraction. QA capped accordingly.,,false,1,0,0,0,1,Q-low,A+2: real-world experiments; CAP: abstract-only -1 rigor (cannot verify from abstract alone)
REC_0066,Real Time Vision Based Obstacle Avoidance for UAV using YOLO in GPS Denied Environment,S. K. NT; G. U. Sai; P. K. Duba; P. Rajalakshmi,2023,,10.1109/OCIT59427.2023.10431039,IEEE_Xplore,UAV,outdoor,camera|GPS_denied_confirmed,other,other,RMSE,2.0,m,custom,real_world,"Real-time testing of the proposed technique demonstrates its efficacy in detecting and avoiding obstacles within a threshold distance of 2 meters, with an error rate of 10%",navigation,false,Peripheral,Abstract-only extraction. QA capped accordingly.,,false,1,2,0,0,3,Q-low,A+2: real-world experiments; B+1: quantitative error metric reported; B+1: trajectory scale reported; CAP: abstract-only -1 rigor (cannot verify from abstract alone)
REC_0068,Efficient Analog Ultrasonic Detection for Autonomous Drone Navigation in GPS-Denied Environments,Prashasti; A. Grover; S. Chatterjee,2025,,10.1109/NETCRYPT65877.2025.11102407,IEEE_Xplore,UAV,indoor,GPS_denied_confirmed|sonar,other,other,RMSE,1.8,cm,custom,real_world,"This work presents a customdesigned analog ultrasonic detection system, purpose-built to address the latency, energy, and hardware complexity challenges associated with conventional microcontroller- a",navigation,false,Important,Abstract-only extraction. QA capped accordingly.,,false,1,2,1,0,4,Q-medium,A+2: real-world experiments; B+1: quantitative error metric reported; B+1: ablation/failure analysis; C+1: established baseline compared; CAP: abstract-only -1 rigor (cannot verify from abstract alone)
REC_0069,SonarLite: a Compact Analog Sensing System for Real-Time UAV Navigation in GPS-Denied Zones,Prashasti; A. Grover; S. Chatterjee,2025,,10.1109/FITYR68680.2025.00007,IEEE_Xplore,UAV,indoor,GPS_denied_confirmed|sonar,other,other,RMSE,,,custom,real_world,This work presents a signal-domain analog sensing approach for autonomous UAV navigation in GPS-denied indoor environments,navigation,false,Peripheral,Abstract-only extraction. QA capped accordingly.,,false,1,0,1,0,2,Q-low,A+2: real-world experiments; C+1: established baseline compared; CAP: abstract-only -1 rigor (cannot verify from abstract alone)
REC_0071,Radar-Based High-Accuracy 3D Localization of UAVs for Landing in GNSS-Denied Environments,Y. Dobrev; Y. Dobrev; P. Gulden; M. Lipka; T. Pavlenko; D. Moormann; M. Vossiek,2018,,10.1109/ICMIM.2018.8443483,IEEE_Xplore,UAV,outdoor,GPS_denied_confirmed|radar,other,other,RMSE,,,custom,simulation,This paper presents a localization system for 3D position estimation based on 24 GHz FMCW cooperative radar,navigation,false,Peripheral,Abstract-only extraction. QA capped accordingly.,,false,0,0,0,0,0,Q-low,CAP: simulation-only -> max Q-medium
REC_0077,3D Path Planning for Autonomous UAV Navigation in GPS-Denied Environments,T. Thakkar; R. Ramirez; R. Tsui; S. Bhandari; A. Raheja,2026,,10.1109/ICUAS69441.2026.11598675,IEEE_Xplore,UAV,simulation,lidar|GPS_denied_confirmed,SLAM,other,RMSE,,,custom,real_world,"This paper presents a UAV path planning framework designed to enable smooth, collision-free navigation in static, GPS-denied environments",navigation,false,Peripheral,Abstract-only extraction. QA capped accordingly.,,false,1,1,0,0,2,Q-low,A+2: real-world experiments; B+1: trajectory scale reported; CAP: abstract-only -1 rigor (cannot verify from abstract alone)
REC_0080,Enabling Computer Vision-Based Autonomous Navigation for Unmanned Aerial Vehicles in Cluttered GPS-Denied Environments,F. Valenti; D. Giaquinto; L. Musto; A. Zinelli; M. Bertozzi; A. Broggi,2018,,10.1109/ITSC.2018.8569695,IEEE_Xplore,UAV,outdoor,camera|GPS_denied_confirmed,VIO_SLAM,other,RMSE,,,custom,simulation,This paper presents a synthesis of techniques enabling vision-based autonomous Unmanned Aerial Vehicle (UAV) systems,mapping,false,Peripheral,Abstract-only extraction. QA capped accordingly.,,false,0,0,0,0,0,Q-low,CAP: simulation-only -> max Q-medium
REC_0082,Federated Deep Reinforcement Learning for Collaborative Autonomous Navigation in GPS-Denied Environments,N. D. Almalis; G. A. Tsihrintzis; A. Stergioulis; M. Michail,2025,,10.1109/IISA66859.2025.11311273,IEEE_Xplore,UAV,simulation,camera|IMU|GPS_denied_confirmed,DNN,loosely_coupled,RMSE,,,custom,real_world,"This paper presents a novel framework for collaborative autonomous drone navigation in GPS-denied environments, integrating federated deep reinforcement learning (FDRL) with real-time computer vision ",navigation,false,Peripheral,Abstract-only extraction. QA capped accordingly.,,false,1,0,0,0,1,Q-low,A+2: real-world experiments; CAP: abstract-only -1 rigor (cannot verify from abstract alone)
REC_0083,A Relative Navigation Method Based on Wireless Ranging for UAV in GPS Denied Environment,M. Li; S. Weng; G. Song; N. Wang; Y. Zhang,2020,,10.1109/ICECCE49384.2020.9179243,IEEE_Xplore,UAV,outdoor,GPS_denied_confirmed|WiFi,other,other,RMSE,,,EuRoC,real_world,"To meet the local positioning demands of unmanned aerial vehicle(UAV) in GPS denied environment, we proposed a relative navigation method using wireless ranging information to construct virtual base s",navigation,false,Peripheral,Abstract-only extraction. QA capped accordingly.,,false,1,0,0,0,1,Q-low,A+2: real-world experiments; CAP: abstract-only -1 rigor (cannot verify from abstract alone)
REC_0084,Simulating GPS-denied Autonomous UAV Navigation for Detection of Surface Water Bodies,A. D. Singh; F. Vanegas Alvarez,2020,,10.1109/ICUAS48674.2020.9213927,IEEE_Xplore,UAV,simulation,GPS_denied_confirmed,SLAM,other,RMSE,,,custom,real_world,"For Mars, or other planets to sustain human life, it is essential that water is present and accessible",mapping,false,Peripheral,Abstract-only extraction. QA capped accordingly.,,false,1,0,0,1,2,Q-low,A+2: real-world experiments; D+1: code/data released; CAP: abstract-only -1 rigor (cannot verify from abstract alone)
REC_0088,Two-stage Motion Estimation for UAV Landing under GPS-denied Condition,L. Zhang; G. Yu; X. Song; P. Li; Z. Zhai; Y. Lu,2020,,10.1109/ICUS50048.2020.9274941,IEEE_Xplore,UAV,outdoor,camera|IMU|GPS_denied_confirmed|wheel_encoder,other,other,RMSE,,,custom,real_world,This paper proposes an optimization-based motion estimation approach that integrates inertial measurements and visual observations,navigation,false,Peripheral,Abstract-only extraction. QA capped accordingly.,,false,1,0,0,0,1,Q-low,A+2: real-world experiments; CAP: abstract-only -1 rigor (cannot verify from abstract alone)
REC_0089,Exploring Deep Learning-Based Visual Localization Techniques for UAVs in GPS-Denied Environments,O. Y. Al-Jarrah; A. S. Shatnawi; M. M. Shurman; O. A. Ramadan; S. Muhaidat,2024,,10.1109/ACCESS.2024.3440064,IEEE_Xplore,UAV,outdoor,camera|GPS_denied_confirmed,DNN,deep_learning,RMSE,,,custom,simulation,"The ultimate goal is to develop more accurate, dependable, and secure navigation solutions for UAVs.",navigation,false,Peripheral,Abstract-only extraction. QA capped accordingly.,,false,0,1,0,0,1,Q-low,B+1: ablation/failure analysis; CAP: simulation-only -> max Q-medium
REC_0093,UWB-based System for UAV Localization in GNSS-Denied Environments: Characterization and Dataset,J. P. Queralta; C. Martínez Almansa; F. Schiano; D. Floreano; T. Westerlund,2020,,10.1109/IROS45743.2020.9341042,IEEE_Xplore,UAV,indoor,GPS_denied_confirmed|UWB,other,other,RMSE,,,custom,real_world,"Small unmanned aerial vehicles (UAV) have penetrated multiple domains over the past years. In GNSS-denied or indoor environments, aerial robots require a robust and stable localization system, often w",navigation,false,Peripheral,Abstract-only extraction. QA capped accordingly.,,false,2,0,0,1,3,Q-low,A+2: real-world experiments; A+1: ground-truth comparison; D+1: code/data released; CAP: abstract-only -1 rigor (cannot verify from abstract alone)
REC_0095,Cooperative Relative Localization for UAV Swarm in GNSS-Denied Environment: A Coalition Formation Game Approach,L. Ruan; G. Li; W. Dai; S. Tian; G. Fan; J. Wang; X. Dai,2022,,10.1109/JIOT.2021.3130000,IEEE_Xplore,UAV,simulation,GPS_denied_confirmed,other,other,success_rate,,,custom,simulation,"This article proposes a clustering-based cooperative relative localization scheme for UAV swarm, which contains a two-level framework: inter/intra-cluster localization",navigation,false,Peripheral,Abstract-only extraction. QA capped accordingly.,,false,0,1,1,0,2,Q-low,B+1: trajectory scale reported; C+1: established baseline compared; CAP: simulation-only -> max Q-medium
REC_0096,Cooperative UWB-Based Localization for Outdoors Positioning and Navigation of UAVs aided by Ground Robots,Y. Xianjia; L. Qingqing; J. P. Queralta; J. Heikkonen; T. Westerlund,2021,,10.1109/ICAS49788.2021.9551177,IEEE_Xplore,UAV,simulation,camera|IMU|GPS_denied_confirmed|UWB|wheel_encoder,VIO,other,RMSE,,,custom,simulation,"With fast deployment and wide setup flexibility, the proposed system is able to accommodate different environments and can also be utilized in GNSS-denied environments",navigation,false,Peripheral,Abstract-only extraction. QA capped accordingly.,,false,0,0,0,0,0,Q-low,A+1: ground-truth comparison; CAP: simulation-only -> max Q-medium; CAP: abstract-only -1 rigor (cannot verify from abstract alone)
REC_0102,Quantum-Enhanced Multi-Sensor Fusion for UAV Navigation in GPS-Denied Environments,A. Moussa; I. N. Him; K. Chawqi; Y. Salih-Alj,2026,,10.1109/FET68771.2026.11601505,IEEE_Xplore,UAV,outdoor,lidar|camera|IMU|GPS_denied_confirmed,EKF,loosely_coupled,drift_pct,,,EuRoC,real_world,This paper proposes a feasibility study of a quantum-enhanced multi-sensor fusion framework that integrates cold-atom accelerometer-inspired aiding and NV-center-based heading stabilization with conve,navigation,false,Peripheral,Abstract-only extraction. QA capped accordingly.,,false,1,0,1,0,2,Q-low,A+2: real-world experiments; C+1: established baseline compared; CAP: abstract-only -1 rigor (cannot verify from abstract alone)
REC_0106,Enhanced Altitude Estimation for Unmanned Aerial Vehicles in a GNSS-denied Environment,A. Minervini; S. Primatesta; G. Guglieri,2024,,10.1109/ICUAS60882.2024.10556904,IEEE_Xplore,UAV,outdoor,camera|IMU|GPS_denied_confirmed|wheel_encoder,VIO_SLAM,other,drift_pct,,,custom,simulation,GNSS-denied environments represent challenging environments for autonomous drones,navigation,false,Peripheral,Abstract-only extraction. QA capped accordingly.,,false,0,1,0,0,1,Q-low,B+1: trajectory scale reported; CAP: simulation-only -> max Q-medium
