id,title,authors,year,doi,venue,source,fulltext_available,pdf_pages,platform_type,sensor_list,primary_method,method_category,environment,experiment_type,real_or_sim,metrics_reported,ate_rmse_m,application_domain,multi_agent,notes,qa_rigor,qa_reporting,qa_baseline,qa_repro,qa_total,qa_tier,qa_notes,citation_tier
REC_0438,Vision-based object path following on a quadcopter for GPS-denied environments,D. H. S. De Mel; K. A. Stol; J. A. D. Mills; B. R. Eastwood,2017,10.1109/ICUAS.2017.7991500,IEEE Conference/Journal,IEEE_Xplore,True,6,UAV,IMU;Monocular_Camera;Optical_Flow;Sonar,Radio_Based_Positioning,UWB / Radio / Beacons,Indoor;Urban;Underground/Tunnel;Adversarial/EW,Simulation,Simulation,ATE_RMSE;Relative_Drift_Percent;Success_Rate;Computational_Latency,NOT_REPORTED,Search_and_Rescue,Single_Agent,Parsed from 6-page PDF. Primary evaluation: Simulation with sensors [IMU;Monocular_Camera;Optical_Flow;Sonar].,2,3,0,0,5,Q-medium,"Rigor=2/4, Reporting=3/3, Baseline=0/2, Repro=0/1. Total=5/10 (Q-medium).",Important
REC_0444,Autonomous Aerial Swarming in GNSS-denied Environments with High Obstacle Density,A. Ahmad; V. Walter; P. Petráček; M. Petrlík; T. Báča; D. Žaitlík; M. Saska,2021,10.1109/ICRA48506.2021.9561284,IEEE Conference/Journal,IEEE_Xplore,True,7,UAV,IMU;Stereo_Camera;LiDAR_3D;UWB,Visual_LiDAR_Inertial_Fusion,Visual-LiDAR Fusion,Urban;Forest/Canopy;Adversarial/EW,Both_Real_and_Sim,Both,ATE_RMSE;Success_Rate,NOT_REPORTED,Inspection,Multi_Agent,Parsed from 7-page PDF. Primary evaluation: Both_Real_and_Sim with sensors [IMU;Stereo_Camera;LiDAR_3D;UWB].,2,2,0,0,4,Q-low,"Rigor=2/4, Reporting=2/3, Baseline=0/2, Repro=0/1. Total=4/10 (Q-low).",Peripheral
REC_0455,Airborne-Relay-based Algorithm for Locating Crashed UAVs in GPS-Denied Environments,D. Oh; J. Lim; J. -K. Lee; H. Baek,2019,10.1109/UEMCON47517.2019.8993065,IEEE Conference/Journal,IEEE_Xplore,True,6,UAV,IMU;Monocular_Camera;LiDAR_2D,Visual_Inertial_Odometry,Visual-Inertial (VIO/SLAM),Underground/Tunnel;Adversarial/EW,Simulation,Simulation,ATE_RMSE;RMSE;Success_Rate;Computational_Latency,5.6859m,Search_and_Rescue,Single_Agent,Parsed from 6-page PDF. Primary evaluation: Simulation with sensors [IMU;Monocular_Camera;LiDAR_2D].,1,2,0,0,3,Q-low,"Rigor=1/4, Reporting=2/3, Baseline=0/2, Repro=0/1. Total=3/10 (Q-low).",Peripheral
REC_0459,Safe Tightly-Constrained UAV Swarming in GNSS-denied Environments,A. Dmytruk; T. Nascimento; A. Ahmad; T. Báča; M. Saska,2021,10.1109/ICUAS51884.2021.9476794,IEEE Conference/Journal,IEEE_Xplore,True,9,UAV,IMU;Monocular_Camera;LiDAR_3D,Visual_LiDAR_Inertial_Fusion,Visual-LiDAR Fusion,Indoor;Urban;Underground/Tunnel;Forest/Canopy;Adversarial/EW,Both_Real_and_Sim,Both,ATE_RMSE;Computational_Latency,NOT_REPORTED,Inspection,Multi_Agent,Parsed from 9-page PDF. Primary evaluation: Both_Real_and_Sim with sensors [IMU;Monocular_Camera;LiDAR_3D].,3,3,0,0,6,Q-medium,"Rigor=3/4, Reporting=3/3, Baseline=0/2, Repro=0/1. Total=6/10 (Q-medium).",Important
REC_0461,Autonomous MAV navigation in complex GNSS-denied 3D environments,M. Nieuwenhuisen; D. Droeschel; M. Beul; S. Behnke,2015,10.1109/SSRR.2015.7443012,IEEE Conference/Journal,IEEE_Xplore,True,7,Multi_Platform,IMU;Stereo_Camera;LiDAR_2D,Visual_Inertial_Odometry,Visual-Inertial (VIO/SLAM),Indoor;Urban;Underground/Tunnel;Forest/Canopy;Adversarial/EW;Maritime/Water,Simulation,Simulation,ATE_RMSE;Relative_Drift_Percent;Success_Rate;Computational_Latency,NOT_REPORTED,Inspection,Multi_Agent,Parsed from 7-page PDF. Primary evaluation: Simulation with sensors [IMU;Stereo_Camera;LiDAR_2D].,1,3,0,0,4,Q-low,"Rigor=1/4, Reporting=3/3, Baseline=0/2, Repro=0/1. Total=4/10 (Q-low).",Peripheral
REC_0464,Relative visual-inertial odometry for fixed-wing aircraft in GPS-denied environments,G. Ellingson; K. Brink; T. McLain,2018,10.1109/PLANS.2018.8373454,IEEE Conference/Journal,IEEE_Xplore,True,7,Multi_Platform,IMU;Stereo_Camera;LiDAR_2D,Visual_Inertial_Odometry,Visual-Inertial (VIO/SLAM),Indoor;Urban;Underground/Tunnel;Adversarial/EW,Simulation,Simulation,ATE_RMSE;Relative_Drift_Percent;Success_Rate;Computational_Latency,NOT_REPORTED,Inspection,Multi_Agent,Parsed from 7-page PDF. Primary evaluation: Simulation with sensors [IMU;Stereo_Camera;LiDAR_2D].,2,3,1,1,7,Q-medium,"Rigor=2/4, Reporting=3/3, Baseline=1/2, Repro=1/1. Total=7/10 (Q-medium).",Important
REC_0469,Design and Flight Test of an Aerial Manipulator for Applications in GPS-Denied Environments,M. Ng; F. Vanegas; K. Morton; J. Sandino; F. Gonzalez,2022,10.1109/ICUAS54217.2022.9836060,IEEE Conference/Journal,IEEE_Xplore,True,11,Multi_Platform,IMU;Depth_Camera,Visual_Inertial_Odometry,Visual-Inertial (VIO/SLAM),Indoor;Urban;Underground/Tunnel;Forest/Canopy;Adversarial/EW;Maritime/Water,Both_Real_and_Sim,Both,ATE_RMSE;Relative_Drift_Percent,NOT_REPORTED,Inspection,Single_Agent,Parsed from 11-page PDF. Primary evaluation: Both_Real_and_Sim with sensors [IMU;Depth_Camera].,3,3,0,0,6,Q-medium,"Rigor=3/4, Reporting=3/3, Baseline=0/2, Repro=0/1. Total=6/10 (Q-medium).",Important
REC_0475,P2P-DroneLoc: Peer-to-Peer Localization for GPS-Denied Drones using Camera and WiFi Fine Time Measurement,K. Ashraf; A. Ashok,2022,10.1109/ANTS56424.2022.10227756,IEEE Conference/Journal,IEEE_Xplore,True,6,Multi_Platform,IMU;Monocular_Camera;Radar_mmWave,Visual_Inertial_Odometry,Visual-Inertial (VIO/SLAM),Underground/Tunnel;Adversarial/EW,Real_World,Real_World,ATE_RMSE;Success_Rate;Computational_Latency,NOT_REPORTED,Inspection,Multi_Agent,Parsed from 6-page PDF. Primary evaluation: Real_World with sensors [IMU;Monocular_Camera;Radar_mmWave].,4,3,0,0,7,Q-medium,"Rigor=4/4, Reporting=3/3, Baseline=0/2, Repro=0/1. Total=7/10 (Q-medium).",Important
REC_0481,An Onboard Transformer-Based Physics-Informed System for UAV Trajectory Prediction and State Classification in GNSS-Denied Environments,N. Souli; Y. Grigoriou; P. Chrysanthou; P. Kolios; G. Ellinas,2026,10.1109/ICUAS69441.2026.11598599,IEEE Conference/Journal,IEEE_Xplore,True,8,UAV,IMU;Monocular_Camera;Optical_Flow,Visual_Inertial_Odometry,Visual-Inertial (VIO/SLAM),Urban;Underground/Tunnel;Adversarial/EW,Real_World,Real_World,ATE_RMSE;Relative_Drift_Percent;Success_Rate;Computational_Latency,NOT_REPORTED,Inspection,Single_Agent,Parsed from 8-page PDF. Primary evaluation: Real_World with sensors [IMU;Monocular_Camera;Optical_Flow].,4,3,1,0,8,Q-high,"Rigor=4/4, Reporting=3/3, Baseline=1/2, Repro=0/1. Total=8/10 (Q-high).",Core
REC_0485,Multi-Sensor 6-DoF Localization For Aerial Robots In Complex GNSS-Denied Environments,J. L. Paneque; J. R. Martínez-de Dios; A. Ollero,2019,10.1109/IROS40897.2019.8967686,IEEE Conference/Journal,IEEE_Xplore,True,7,UAV,IMU;Stereo_Camera;LiDAR_3D;UWB,Visual_LiDAR_Inertial_Fusion,Visual-LiDAR Fusion,Indoor;Urban;Forest/Canopy;Adversarial/EW;Maritime/Water,Simulation,Simulation,ATE_RMSE;Relative_Drift_Percent;Success_Rate;Computational_Latency,NOT_REPORTED,Inspection,Single_Agent,Parsed from 7-page PDF. Primary evaluation: Simulation with sensors [IMU;Stereo_Camera;LiDAR_3D;UWB].,2,2,1,1,6,Q-medium,"Rigor=2/4, Reporting=2/3, Baseline=1/2, Repro=1/1. Total=6/10 (Q-medium).",Important
REC_0489,UAV Vision Aided INS/Odometer Integration for Land Vehicle Autonomous Navigation,J. Dong; X. Ren; S. Han; S. Luo,2022,10.1109/TVT.2022.3151729,IEEE Conference/Journal,IEEE_Xplore,True,16,UAV,IMU;Stereo_Camera;LiDAR_3D,Visual_Inertial_Odometry,Visual-Inertial (VIO/SLAM),Indoor;Urban;Underground/Tunnel;Adversarial/EW,Simulation,Simulation,ATE_RMSE;Relative_Drift_Percent;Success_Rate;Computational_Latency,NOT_REPORTED,Inspection,Single_Agent,Parsed from 16-page PDF. Primary evaluation: Simulation with sensors [IMU;Stereo_Camera;LiDAR_3D].,1,2,2,1,6,Q-medium,"Rigor=1/4, Reporting=2/3, Baseline=2/2, Repro=1/1. Total=6/10 (Q-medium).",Important
REC_0502,LD3DGS-SLAM: Long-Distance Monocular SLAM With 3-D Gaussian Splatting and GNSS-Aided Localization for UAVs,D. Li; T. Yang; Y. Wang; H. Qin; S. Fan; S. Zhang; Y. Zhang; J. Li,2026,10.1109/JIOT.2025.3638876,IEEE Conference/Journal,IEEE_Xplore,True,21,Multi_Platform,IMU;Stereo_Camera;LiDAR_3D,Visual_LiDAR_Inertial_Fusion,Visual-LiDAR Fusion,Indoor;Urban;Underground/Tunnel;Forest/Canopy;Adversarial/EW;Maritime/Water,Both_Real_and_Sim,Both,ATE_RMSE;Relative_Drift_Percent;RMSE;Success_Rate;Computational_Latency,1.6641m,Inspection,Multi_Agent,Parsed from 21-page PDF. Primary evaluation: Both_Real_and_Sim with sensors [IMU;Stereo_Camera;LiDAR_3D].,4,3,1,1,9,Q-high,"Rigor=4/4, Reporting=3/3, Baseline=1/2, Repro=1/1. Total=9/10 (Q-high).",Core
REC_0503,Decimeter-Accuracy Positioning for Drones Using Two-Stage Trilateration in a GPS-Denied Environment,Y. -E. Chen; H. -H. Liew; J. -C. Chao; R. -B. Wu,2023,10.1109/JIOT.2022.3231704,IEEE Conference/Journal,IEEE_Xplore,True,8,UAV,IMU;Stereo_Camera;LiDAR_3D;Radar_mmWave;UWB;Sonar,Visual_LiDAR_Inertial_Fusion,Visual-LiDAR Fusion,Indoor;Urban;Underground/Tunnel;Forest/Canopy;Adversarial/EW;Maritime/Water,Both_Real_and_Sim,Both,ATE_RMSE;Relative_Drift_Percent;RMSE;Success_Rate;Computational_Latency,NOT_REPORTED,Inspection,Multi_Agent,Parsed from 8-page PDF. Primary evaluation: Both_Real_and_Sim with sensors [IMU;Stereo_Camera;LiDAR_3D;Radar_mmWave;UWB;Sonar].,4,3,0,0,7,Q-medium,"Rigor=4/4, Reporting=3/3, Baseline=0/2, Repro=0/1. Total=7/10 (Q-medium).",Important
REC_0534,Integrated UWB-Vision Approach for Autonomous Docking of UAVs in GPS-denied Environments,T. -M. Nguyen; T. H. Nguyen; M. Cao; Z. Qiu; L. Xie,2019,10.1109/ICRA.2019.8793851,IEEE Conference/Journal,IEEE_Xplore,True,7,Multi_Platform,IMU;Stereo_Camera;LiDAR_3D;UWB,Visual_Inertial_Odometry,Visual-Inertial (VIO/SLAM),Indoor;Urban;Underground/Tunnel;Forest/Canopy;Adversarial/EW;Maritime/Water,Real_World,Real_World,ATE_RMSE;RMSE;Success_Rate;Computational_Latency,NOT_REPORTED,Search_and_Rescue,Multi_Agent,Parsed from 7-page PDF. Primary evaluation: Real_World with sensors [IMU;Stereo_Camera;LiDAR_3D;UWB].,4,3,1,0,8,Q-high,"Rigor=4/4, Reporting=3/3, Baseline=1/2, Repro=0/1. Total=8/10 (Q-high).",Core
REC_0537,Indoor Navigation and Attitude Estimation for Uas Using Inertial Sensors and Extended Kalman Filtering,S. Ponte; G. Ariante; A. Menichino; V. Di Vito; G. Del Core,2026,10.1109/MetroAeroSpace69299.2026.11646697,IEEE Conference/Journal,IEEE_Xplore,True,6,UAV,IMU;Monocular_Camera,Visual_Inertial_Odometry,Visual-Inertial (VIO/SLAM),Indoor;Urban;Underground/Tunnel;Adversarial/EW,Simulation,Simulation,ATE_RMSE;Relative_Drift_Percent;Success_Rate;Computational_Latency,NOT_REPORTED,Defense/Tactical,Single_Agent,Parsed from 6-page PDF. Primary evaluation: Simulation with sensors [IMU;Monocular_Camera].,1,2,0,0,3,Q-low,"Rigor=1/4, Reporting=2/3, Baseline=0/2, Repro=0/1. Total=3/10 (Q-low).",Peripheral
REC_0544,Season-Invariant GNSS-Denied Visual Localization for UAVs,J. Kinnari; F. Verdoja; V. Kyrki,2022,10.1109/LRA.2022.3191038,IEEE Conference/Journal,IEEE_Xplore,True,8,UAV,IMU;Monocular_Camera,Visual_Inertial_Odometry,Visual-Inertial (VIO/SLAM),Indoor;Urban;Underground/Tunnel;Forest/Canopy;Adversarial/EW;Maritime/Water,Both_Real_and_Sim,Both,ATE_RMSE;Relative_Drift_Percent;Success_Rate,NOT_REPORTED,Inspection,Single_Agent,Parsed from 8-page PDF. Primary evaluation: Both_Real_and_Sim with sensors [IMU;Monocular_Camera].,4,3,1,0,8,Q-high,"Rigor=4/4, Reporting=3/3, Baseline=1/2, Repro=0/1. Total=8/10 (Q-high).",Core
REC_0572,GNSS-Independent Navigation of UAV through Utilization of Sensor Fusion and Intelligence System,S. E. Meheretu; S. Y. Hailesilassie; E. Nigussie,2022,10.1109/ICT4DA56482.2022.9971437,IEEE Conference/Journal,IEEE_Xplore,True,6,Multi_Platform,IMU;Stereo_Camera;LiDAR_3D;Radar_mmWave;Optical_Flow,LiDAR_Inertial_Odometry_SLAM,LiDAR-Inertial / LiDAR SLAM,Indoor;Urban;Underground/Tunnel;Adversarial/EW;Maritime/Water,Simulation,Simulation,ATE_RMSE;Success_Rate,NOT_REPORTED,Mapping/Surveying,Multi_Agent,Parsed from 6-page PDF. Primary evaluation: Simulation with sensors [IMU;Stereo_Camera;LiDAR_3D;Radar_mmWave;Optical_Flow].,0,2,1,0,3,Q-low,"Rigor=0/4, Reporting=2/3, Baseline=1/2, Repro=0/1. Total=3/10 (Q-low).",Peripheral
REC_0594,Google map aided visual navigation for UAVs in GPS-denied environment,M. Shan; F. Wang; F. Lin; Z. Gao; Y. Z. Tang; B. M. Chen,2015,10.1109/ROBIO.2015.7418753,IEEE Conference/Journal,IEEE_Xplore,True,6,UAV,IMU;Thermal_Camera,Thermal_Inertial_Odometry,Visual-Inertial (VIO/SLAM),Indoor;Urban;Underground/Tunnel;Forest/Canopy;Adversarial/EW,Simulation,Simulation,ATE_RMSE;Relative_Drift_Percent;RMSE;Success_Rate;Computational_Latency,NOT_REPORTED,Mapping/Surveying,Single_Agent,Parsed from 6-page PDF. Primary evaluation: Simulation with sensors [IMU;Thermal_Camera].,2,3,1,0,6,Q-medium,"Rigor=2/4, Reporting=3/3, Baseline=1/2, Repro=0/1. Total=6/10 (Q-medium).",Important
REC_0598,Compact Passive Millimeter Wave Imager for Degraded Visual and GPS-Denied Navigation,T. Dillon; C. Schuetz; A. Wright; S. Kozacik; Z. El-Azom; S. Shi; D. Prather; A. Rutkowski,2019,10.1109/RAPID.2019.8864251,IEEE Conference/Journal,IEEE_Xplore,True,4,UAV,IMU;Thermal_Camera;LiDAR_3D;Optical_Flow,Visual_Inertial_Odometry,Visual-Inertial (VIO/SLAM),Urban;Forest/Canopy;Adversarial/EW;Maritime/Water,Both_Real_and_Sim,Both,ATE_RMSE;Computational_Latency,NOT_REPORTED,Inspection,Single_Agent,Parsed from 4-page PDF. Primary evaluation: Both_Real_and_Sim with sensors [IMU;Thermal_Camera;LiDAR_3D;Optical_Flow].,2,3,0,0,5,Q-medium,"Rigor=2/4, Reporting=3/3, Baseline=0/2, Repro=0/1. Total=5/10 (Q-medium).",Important
REC_0617,Visual-Inertial Fusion for Indoor Autonomous Navigation of a Quadrotor Using ORB-SLAM,S. J. Haddadi; E. B. Castelan,2018,10.1109/LARS/SBR/WRE.2018.00028,IEEE Conference/Journal,IEEE_Xplore,True,6,UAV,IMU;Depth_Camera;LiDAR_3D;Sonar,Visual_LiDAR_Inertial_Fusion,Visual-LiDAR Fusion,Indoor;Urban;Underground/Tunnel;Adversarial/EW;Maritime/Water,Real_World,Real_World,ATE_RMSE;Relative_Drift_Percent;Success_Rate,NOT_REPORTED,Mapping/Surveying,Single_Agent,Parsed from 6-page PDF. Primary evaluation: Real_World with sensors [IMU;Depth_Camera;LiDAR_3D;Sonar].,4,2,2,0,8,Q-high,"Rigor=4/4, Reporting=2/3, Baseline=2/2, Repro=0/1. Total=8/10 (Q-high).",Core
REC_0620,Terrain Aided Planetary UAV Localization Based on Geo-referencing,X. Wan; Y. Shao; S. Zhang; S. Li,2022,10.1109/TGRS.2022.3198745,IEEE Conference/Journal,IEEE_Xplore,True,18,Multi_Platform,IMU;Stereo_Camera;LiDAR_3D,Visual_LiDAR_Inertial_Fusion,Visual-LiDAR Fusion,Urban;Underground/Tunnel;Adversarial/EW;Maritime/Water,Simulation,Simulation,ATE_RMSE;Relative_Drift_Percent;RMSE;Success_Rate;Computational_Latency,NOT_REPORTED,Mapping/Surveying,Multi_Agent,Parsed from 18-page PDF. Primary evaluation: Simulation with sensors [IMU;Stereo_Camera;LiDAR_3D].,2,3,2,1,8,Q-high,"Rigor=2/4, Reporting=3/3, Baseline=2/2, Repro=1/1. Total=8/10 (Q-high).",Core
REC_0622,Micro-Drone Ego-Velocity and Height Estimation in GPS-Denied Environments Using an FMCW MIMO Radar,J. Barra; T. Creuzet; S. Lesecq; G. Scorletti; E. Blanco; M. Zarudniev,2023,10.1109/JSEN.2022.3229421,IEEE Conference/Journal,IEEE_Xplore,True,9,Multi_Platform,IMU;Stereo_Camera;LiDAR_3D;Radar_mmWave;UWB;Sonar,Visual_LiDAR_Inertial_Fusion,Visual-LiDAR Fusion,Urban;Underground/Tunnel;Adversarial/EW,Both_Real_and_Sim,Both,ATE_RMSE;Success_Rate;Computational_Latency,NOT_REPORTED,Inspection,Multi_Agent,Parsed from 9-page PDF. Primary evaluation: Both_Real_and_Sim with sensors [IMU;Stereo_Camera;LiDAR_3D;Radar_mmWave;UWB;Sonar].,4,3,0,0,7,Q-medium,"Rigor=4/4, Reporting=3/3, Baseline=0/2, Repro=0/1. Total=7/10 (Q-medium).",Important
REC_0631,Invited Speaker 1: Navigation without GPS for Unmanned Aerial Vehicles,L. Feng,2019,10.1109/IConDA47345.2019.9034681,IEEE Conference/Journal,IEEE_Xplore,True,1,UAV,IMU,Hybrid_Inertial_Fusion,Visual-Inertial (VIO/SLAM),Indoor;Forest/Canopy;Adversarial/EW,Simulation,Simulation,ATE_RMSE,NOT_REPORTED,General_Navigation,Single_Agent,Parsed from 1-page PDF. Primary evaluation: Simulation with sensors [IMU].,0,1,0,0,1,Q-low,"Rigor=0/4, Reporting=1/3, Baseline=0/2, Repro=0/1. Total=1/10 (Q-low).",Peripheral
REC_0639,A Vision-Based Approach to Autonomous Landing of an eVTOL Aircraft in GPS-Denied Environments,F. V. Benitez; A. Rutherford; J. Van Hilst; E. Babcock; M. Schlief; L. Markussen,2023,10.1109/DASC58513.2023.10311329,IEEE Conference/Journal,IEEE_Xplore,True,6,UAV,IMU;Thermal_Camera,Visual_Inertial_Odometry,Visual-Inertial (VIO/SLAM),Urban;Underground/Tunnel;Adversarial/EW;Maritime/Water,Real_World,Real_World,ATE_RMSE;Success_Rate,NOT_REPORTED,Mapping/Surveying,Single_Agent,Parsed from 6-page PDF. Primary evaluation: Real_World with sensors [IMU;Thermal_Camera].,3,3,0,0,6,Q-medium,"Rigor=3/4, Reporting=3/3, Baseline=0/2, Repro=0/1. Total=6/10 (Q-medium).",Important
REC_0644,Autonomous Localization and Navigation for Drones Over Rivers,P. -C. Wu; Y. -Y. Chen; C. -L. Lin; H. Wang,2026,10.1109/ACCESS.2025.3650454,IEEE Conference/Journal,IEEE_Xplore,True,19,Multi_Platform,IMU;Stereo_Camera;UWB;Optical_Flow,Visual_Inertial_Odometry,Visual-Inertial (VIO/SLAM),Indoor;Urban;Underground/Tunnel;Forest/Canopy;Adversarial/EW;Maritime/Water,Both_Real_and_Sim,Both,ATE_RMSE;Relative_Drift_Percent;Success_Rate;Computational_Latency,NOT_REPORTED,Inspection,Multi_Agent,Parsed from 19-page PDF. Primary evaluation: Both_Real_and_Sim with sensors [IMU;Stereo_Camera;UWB;Optical_Flow].,4,3,2,0,9,Q-high,"Rigor=4/4, Reporting=3/3, Baseline=2/2, Repro=0/1. Total=9/10 (Q-high).",Core
REC_0647,Radiation Source Localization in GPS-Denied Environments Using Aerial Robots,F. Mascarich; T. Wilson; C. Papachristos; K. Alexis,2018,10.1109/ICRA.2018.8460760,IEEE Conference/Journal,IEEE_Xplore,True,8,Multi_Platform,IMU;Stereo_Camera,Visual_Inertial_Odometry,Visual-Inertial (VIO/SLAM),Indoor;Urban;Underground/Tunnel;Forest/Canopy;Adversarial/EW;Maritime/Water,Simulation,Simulation,ATE_RMSE;Relative_Drift_Percent;Success_Rate;Computational_Latency,NOT_REPORTED,Inspection,Single_Agent,Parsed from 8-page PDF. Primary evaluation: Simulation with sensors [IMU;Stereo_Camera].,1,3,0,1,5,Q-medium,"Rigor=1/4, Reporting=3/3, Baseline=0/2, Repro=1/1. Total=5/10 (Q-medium).",Important
REC_0652,Reinforcement Learning-Based Autonomous UAV Navigation in Indoor Environments Towards Human Detection,V. Geeganage; L. Gamage; H. Weerathunga; C. Premachandra; B. H. Sudantha,2026,10.1109/ICIPRoB69625.2026.11497788,IEEE Conference/Journal,IEEE_Xplore,True,6,UAV,IMU;Monocular_Camera;LiDAR_3D,Visual_Inertial_Odometry,Visual-Inertial (VIO/SLAM),Indoor;Urban;Underground/Tunnel;Forest/Canopy;Adversarial/EW,Both_Real_and_Sim,Both,ATE_RMSE;Success_Rate;Computational_Latency,NOT_REPORTED,Inspection,Single_Agent,Parsed from 6-page PDF. Primary evaluation: Both_Real_and_Sim with sensors [IMU;Monocular_Camera;LiDAR_3D].,3,3,0,0,6,Q-medium,"Rigor=3/4, Reporting=3/3, Baseline=0/2, Repro=0/1. Total=6/10 (Q-medium).",Important
REC_0656,Vision-Based UAV Localization by Aerial and Satellite Image Matching,H. -Y. Lin; P. -H. Chen; C. -W. Yeh,2026,10.1109/ACCESS.2026.3684630,IEEE Conference/Journal,IEEE_Xplore,True,10,UAV,IMU;Stereo_Camera;LiDAR_3D;UWB,Visual_LiDAR_Inertial_Fusion,Visual-LiDAR Fusion,Indoor;Urban;Forest/Canopy;Adversarial/EW,Real_World,Real_World,ATE_RMSE;Relative_Drift_Percent;RMSE;Success_Rate;Computational_Latency,NOT_REPORTED,Inspection,Single_Agent,Parsed from 10-page PDF. Primary evaluation: Real_World with sensors [IMU;Stereo_Camera;LiDAR_3D;UWB].,4,3,1,1,9,Q-high,"Rigor=4/4, Reporting=3/3, Baseline=1/2, Repro=1/1. Total=9/10 (Q-high).",Core
REC_0687,On the scalability of experimentally determined aerodynamic model for model-based navigation on a delta-wing UAV,P. Longobardi; J. Skaloud,2023,10.1109/MetroAeroSpace57412.2023.10189996,IEEE Conference/Journal,IEEE_Xplore,True,6,UAV,IMU;Thermal_Camera;LiDAR_3D,Visual_LiDAR_Inertial_Fusion,Visual-LiDAR Fusion,Indoor;Urban;Underground/Tunnel;Adversarial/EW;Maritime/Water,Both_Real_and_Sim,Both,ATE_RMSE;Relative_Drift_Percent;Success_Rate,NOT_REPORTED,Mapping/Surveying,Single_Agent,Parsed from 6-page PDF. Primary evaluation: Both_Real_and_Sim with sensors [IMU;Thermal_Camera;LiDAR_3D].,3,3,0,1,7,Q-medium,"Rigor=3/4, Reporting=3/3, Baseline=0/2, Repro=1/1. Total=7/10 (Q-medium).",Important
REC_0688,Single Vehicle Localization and Routing in GPS-Denied Environments Using Range-Only Measurements,S. Misra; B. Wang; K. Sundar; R. Sharma; S. Rathinam,2020,10.1109/ACCESS.2019.2963286,IEEE Conference/Journal,IEEE_Xplore,True,14,Multi_Platform,IMU;Stereo_Camera;LiDAR_3D;Radar_mmWave,LiDAR_Inertial_Odometry_SLAM,LiDAR-Inertial / LiDAR SLAM,Indoor;Urban;Underground/Tunnel;Forest/Canopy;Adversarial/EW,Both_Real_and_Sim,Both,ATE_RMSE;Success_Rate;Computational_Latency,NOT_REPORTED,Inspection,Multi_Agent,Parsed from 14-page PDF. Primary evaluation: Both_Real_and_Sim with sensors [IMU;Stereo_Camera;LiDAR_3D;Radar_mmWave].,4,3,0,0,7,Q-medium,"Rigor=4/4, Reporting=3/3, Baseline=0/2, Repro=0/1. Total=7/10 (Q-medium).",Important
REC_0693,Characterization and Testing of a High-Resolution Time-of-Flight Camera for Autonomous Navigation,R. Opromolla; G. Fasano; G. Rufino; M. Grassi,2018,10.1109/MetroAeroSpace.2018.8453522,MDPI Journal,IEEE_Xplore,True,17,UAV,IMU;Depth_Camera;LiDAR_3D,Visual_LiDAR_Inertial_Fusion,Visual-LiDAR Fusion,Indoor;Underground/Tunnel;Adversarial/EW,Simulation,Simulation,ATE_RMSE;Relative_Drift_Percent;Success_Rate,NOT_REPORTED,General_Navigation,Multi_Agent,Parsed from 17-page PDF. Primary evaluation: Simulation with sensors [IMU;Depth_Camera;LiDAR_3D].,0,3,0,0,3,Q-low,"Rigor=0/4, Reporting=3/3, Baseline=0/2, Repro=0/1. Total=3/10 (Q-low).",Peripheral
REC_0701,Vision-Based Autonomous Drone Navigation Using Deep Reinforcement Learning,N. Narole; D. Prasad; S. R. Gaikwad; S. S. Badhiye; B. Jolad; J. S. Nadaf,2026,10.1109/ESCI68015.2026.11493377,IEEE Conference/Journal,IEEE_Xplore,True,6,UAV,IMU;Stereo_Camera;LiDAR_3D;Radar_mmWave;Optical_Flow,LiDAR_Inertial_Odometry_SLAM,LiDAR-Inertial / LiDAR SLAM,Indoor;Urban;Underground/Tunnel;Adversarial/EW,Both_Real_and_Sim,Both,ATE_RMSE;RMSE;Success_Rate;Computational_Latency,NOT_REPORTED,Inspection,Single_Agent,Parsed from 6-page PDF. Primary evaluation: Both_Real_and_Sim with sensors [IMU;Stereo_Camera;LiDAR_3D;Radar_mmWave;Optical_Flow].,3,2,0,0,5,Q-medium,"Rigor=3/4, Reporting=2/3, Baseline=0/2, Repro=0/1. Total=5/10 (Q-medium).",Important
REC_0705,Recursive Extended Finite-Memory Positioning Algorithm for Robust UAV Positioning in GNSS-Denied Environment,S. S. Lee; J. M. Pak; P. Shi; C. K. Ahn,2026,10.1109/JIOT.2025.3629868,IEEE Conference/Journal,IEEE_Xplore,True,13,Multi_Platform,IMU;Monocular_Camera;LiDAR_3D;UWB,Visual_LiDAR_Inertial_Fusion,Visual-LiDAR Fusion,Indoor;Urban;Underground/Tunnel;Adversarial/EW,Both_Real_and_Sim,Both,ATE_RMSE;Success_Rate;Computational_Latency,NOT_REPORTED,Inspection,Single_Agent,Parsed from 13-page PDF. Primary evaluation: Both_Real_and_Sim with sensors [IMU;Monocular_Camera;LiDAR_3D;UWB].,4,2,1,1,8,Q-high,"Rigor=4/4, Reporting=2/3, Baseline=1/2, Repro=1/1. Total=8/10 (Q-high).",Core
