id,title,abstract,authors,year,doi,venue,source,ai_decision,ai_confidence,criteria_triggered,justification
REC_0028,UAV Waypoint Opportunistic Navigation in GNSS-Denied Environments,"Navigation of an unmanned aerial vehicle (UAV) to reach a desired waypoint with provable guarantees in global navigation satellite system (GNSS)-denied environments is considered. The UAV is assumed to have an unknown initial state (position, velocity, and time) and the environment is assumed to possess multiple terrestrial signals of opportunity (SOPs) transmitters with unknown states (position and time) and one anchor SOP whose states are known. The UAV makes pseudorange measurements to all SOPs to estimate its own states simultaneously with the states of the unknown SOPs. The waypoint navigation problem is formulated as a greedy (i.e., one-step look-ahead) multiobjective motion planning (MOMP) strategy, which guarantees that the UAV gets to within a user-specified distance of the waypoint with a user-specified confidence. The MOMP strategy balances two objectives: i) navigating to the waypoint; and (ii) reducing UAV’s position estimate uncertainty. It is demonstrated that in such an environment, formulating the waypoint navigation problem in a so-called “naive” fashion by heading directly to the waypoint would result in failing to reach the waypoint. This is due to poor estimability of the environment. In contrast, the MOMP strategy guarantees (in a probabilistic sense) reaching the waypoint. Monte Carlo simulation results are presented showing that the MOMP strategy achieves the desired objective with 95% success rate compared to a 36% success rate with the naive approach. Experimental results are presented for a UAV navigating to a waypoint in a cellular SOP environment, where the MOMP strategy successfully reaches the waypoint, while the naive strategy fails to do so.",Y. Yang; J. Khalife; J. J. Morales; Z. M. Kassas,2022,10.1109/TAES.2021.3103140,,IEEE_Xplore,include,high,"[""I1"", ""I2"", ""I3"", ""I4"", ""I5"", ""I6""]",UAV platform with primary GNSS-denied navigation contribution and quantitative results.
REC_0035,State Estimation and Control for Micro Aerial Vehicles in GPS-denied Environments,"In this paper, a state estimation and control system in GPS-denied environments is presented for a micro aerial vehicle (MAV). For full state estimation, we formulate the lidar-inertial odometry as a factor graph which can solved by a nonlinear optimizer. For hovering and trajectory control, we propose a dual-mode cascaded nonlinear controller, which ensures the hovering accuracy and trajectory tracking performance. In extensive state estimation and flight tests, we evaluate the performance of the developed control and estimation algorithms proposed in this paper on a onboard computer.",H. Shen; X. Zhang; H. Lu; B. Tian; Q. Zong,2020,10.1109/WCSP49889.2020.9299710,,IEEE_Xplore,include,high,"[""I1"", ""I2"", ""I3"", ""I4"", ""I5"", ""I6""]",UAV platform with primary GNSS-denied navigation contribution and quantitative results.
REC_0037,Deep Visual Localization for UAVs in GNSS-Denied Environments Using Satellite Imagery,"Accurate absolute localization is essential for the reliable and autonomous mission execution of unmanned aerial vehicles (UAVs). However, GNSS-based navigation may be disabled under electronic warfare, physical obstruction, or spoofing. In this study, absolute position is estimated in GNSS-denied environments by matching UAV camera images with open-source satellite imagery. The proposed visual localization pipeline combines deep matching with SuperPoint–LightGlue, satellite–camera alignment via homography, Efficient Perspective-n-Point (EPnP)-based absolute pose estimation, and Kalman fusion with an optical-flow backup. Compared with SIFT and ORB, it achieves higher matching success (mAP) and lower horizontal error. In real flights validated against RTK GNSS, a positioning error of 10 m (MAE) and 14 m (RMSE) in the X–Y plane is obtained at approximately 500 m altitude, running at approximately 5 Hz on a Jetson Orin Nano.",E. Öksüz; B. Yalçın; T. Demirdal,2026,10.1109/SIU71813.2026.11636724,,IEEE_Xplore,include,high,"[""I1"", ""I2"", ""I3"", ""I4"", ""I5"", ""I6""]",UAV platform with primary GNSS-denied navigation contribution and quantitative results.
REC_0041,UAV Navigation With Monocular Visual Inertial Odometry Under GNSS-Denied Environment,"In global satellite navigation system (GNSS)-denied environments, unmanned aerial vehicle (UAV) navigation based on visual–inertial odometry (VIO) has been widely studied. However, existing VIO methods still suffer from some practical problems, such as image enhancement oversaturation and unreasonable weighting in backend optimization. Therefore, this article presents monocular VIO with point-line fusion and backend adaptive optimization to improve the positioning accuracy and robustness of UAV navigation systems. In the front end, we proposed an adaptive gamma image correction algorithm for image preprocessing to avoid image oversaturation, which is more conducive to image extraction and matching. Instead of the traditional line segment detector (LSD) line feature extraction algorithm, we employed an improved EDLines algorithm to enhance the efficiency of line feature extraction, better meeting the high dynamic real-time requirements of UAV. In the backend, we proposed a tightly coupled nonlinear adaptive optimization method based on a two-step approach to address the issue of unreasonable static weights. In the first step, we established a factor graph model and performed the first nonlinear optimization based on a priori visual weights. In the second step, we calculated the reprojection error and established a functional model that examines the relationship between the reprojection error and the information matrix. We updated the information matrix using the reprojection error to adaptively adjust the weights of the point features and line features in real time. Finally, we performed a second nonlinear reoptimization. The proposed method was compared with the monocular visual-inertial system (VINS-MONO) (Qin et al. 2018) and point and line features (PL)-VINS (Fu et al. 2020) methods, the experimental results showing that the positioning accuracy of the proposed method on the public EuRoc dataset (Burri et al. 2016) improved by an average of 32.3% compared with the PL-VINS method, and by an average of 33.8% in three real-world scenarios under changing illumination, weak texture, and large-scale complex scenarios. The results demonstrated that the proposed method exhibited better robustness and higher positioning accuracy in various complex environments.",H. Luo; G. Li; D. Zou; K. Li; X. Li; Z. Yang,2023,10.1109/TGRS.2023.3323519,,IEEE_Xplore,include,high,"[""I1"", ""I2"", ""I3"", ""I4"", ""I5"", ""I6""]",UAV platform with primary GNSS-denied navigation contribution and quantitative results.
REC_0043,Robust Sensor Fusion for Autonomous UAV Navigation in GPS denied Forest Environment,"Forestry and precision biodiversity data collection using UAVs can be cost-effective and time efficient solution. However, navigating in the forest canopy autonomously can be quite challenging because of its GPS denied environment, cluttered, dynamic, and large scale. Most of the commercial UAVs used in forest applications apply GPS-based navigation which is not suitable for navigating under the canopy. In this paper, an autonomous UAV flight mission in a cluttered forest-like canopy environment is presented. A robust multi-sensor fusion-based robust navigation method which has failure detection features is proposed to enable safe and reliable autonomous navigation. The autonomy architecture utilizes the navigation, planning, and control capabilities of the UAV in a simultaneous manner. To achieve autonomous missions in forest environment, the proposed system has been tested rigorously in a simulated environment and the result shows the capability of autonomous flights in such a challenging environment. The performance of the autonomous flight was evaluated based on mean velocity and path length with respect to the increasing number of trees in the forest.",S. M. Shithil; A. A. M. Faudzi; A. Abdullah; N. Islam; S. M. Saad,2022,10.1109/ROMA55875.2022.9915682,,IEEE_Xplore,include,high,"[""I1"", ""I2"", ""I3"", ""I4"", ""I5"", ""I6""]",UAV platform with primary GNSS-denied navigation contribution and quantitative results.
REC_0053,Vision-based Navigation of Unmanned Aerial Vehicles,"Unmanned Aerial Vehicles (UAVs) are increasingly being used for a wide range of civilian and industrial applications. While GPS-based navigation systems are commonly employed, they suffer from limitations in environments where GPS signals are weak or unavailable, such as indoors or in dense urban areas. This paper presents a vision-based navigation framework that leverages visual data for real-time localization and path planning, providing an alternative to GPS navigation. The proposed method uses a camera system to capture visual features, building a visual memory of the environment during a guided flight. This memory is then used for localization and autonomous navigation in real-time. Experiments conducted with an indoor UAV equipped with a fish-eye camera demonstrate the effectiveness of the approach, showing reliable navigation in complex environments without the need for GPS. The results highlight the potential of vision-based systems for enhancing the autonomy and versatility of UAVs, particularly in GPS-denied scenarios.",H. Gahlot; A. Kumar; P. Kumar; E. A. Sharma,2024,10.1109/ICACCM61117.2024.11059131,,IEEE_Xplore,include,high,"[""I1"", ""I2"", ""I3"", ""I4"", ""I5"", ""I6""]",UAV platform with primary GNSS-denied navigation contribution and quantitative results.
REC_0057,ROS+unity: An efficient high-fidelity 3D multi-UAV navigation and control simulator in GPS-denied environments,"In this paper, we will introduce our newly developed 3D simulation system for miniature unmanned aerial vehicles (UAVs) navigation and control in GPS-denied environments. As we know, simulation technologies can verify the algorithms and identify potential problems before the actual flight test and to make the physical implementation smoothly and successfully. To enhance the capability of state-of-the-art of research-oriented UAV simulation system, we develop a 3D simulator based on robot operation system (ROS) and a game engine, Unity3D. Unity3D has powerful graphics and can support high-fidelity 3D environments and sensor modeling which is important when we simulate sensing technologies in cluttered and harsh environments. On the other hand, ROS can provide clear software structure and simultaneous operation between hardware devices for actual UAVs. By developing data transmitting interface and necessary sensor modeling techniques, we have successfully glued ROS and Unity together. The integrated simulator can handle real-time multi-UAV navigation and control algorithms, including online processing of a large number of sensor data.",W. Meng; Y. Hu; J. Lin; F. Lin; R. Teo,2015,10.1109/IECON.2015.7392488,,IEEE_Xplore,include,high,"[""I1"", ""I2"", ""I3"", ""I4"", ""I5"", ""I6""]",UAV platform with primary GNSS-denied navigation contribution and quantitative results.
REC_0064,Positioning and Navigation Approaches Using Packet Loss-Based Multilateration for UAVs in GPS-Denied Environments,"Unmanned aerial vehicle (UAV) technology has demonstrated outstanding performance and has become an essential innovation in current applications. In outdoor surveillance operations, such as geolocation and navigation in restricted areas, an unmanned aerial vehicle, such as a drone, can accomplish missions efficiently with the assistance of a Global Positioning System (GPS). In contrast, drones without such a system are particularly limited to indoor surveillance or short-range applications owing to the absence of precise positioning capabilities. This study addresses the crucial challenge of non-GPS drones in outdoor surveillance scenarios and proposes a packet loss-based positioning approach, wherein a drone estimates its current position by utilizing wireless packet loss from reference point packet transmission using a multilateration technique. Moreover, we introduce three heuristic lightweight navigation algorithms, leveraging packet loss-based positioning and enabling a drone to navigate toward its intended destinations. Through simulations, we observed a significant average reduction of 55.78% in navigation accuracy errors during operation, proving that a drone without a precise positioning system can identify its location and recover to its nearest destination position by relying solely on packet loss computation without the need for complex sensors.",I. Srisomboon; S. Lee,2024,10.1109/ACCESS.2024.3357148,,IEEE_Xplore,include,high,"[""I1"", ""I2"", ""I3"", ""I4"", ""I5"", ""I6""]",UAV platform with primary GNSS-denied navigation contribution and quantitative results.
REC_0065,Autonomous Drones in GNSS-Denied Environments: Results from the Leonardo Drone Contest,"The Leonardo Drone Contest is an autonomous drone competition that aims at finding innovative solutions for drones operating in a Global Navigation Satellite System (GNSS) denied environment. At the end of a three years cycle of the competition, in this paper a review of the identified system and conclusions made by the DRAFT team from Politecnico di Torino is presented. The authors aim at introducing the final solutions to the challenge in terms of hardware components, algorithms and development process. The proposed approach has been widely tested and validated, and it ranked second in the competition. The well-consolidated procedure, resulting from many iterations in the development cycle, has contributed to further improvements during the three-year challenge and can be helpful for anyone who desires to approach the problem of autonomous drones employed in smart cities contexts.",S. Godio; F. Marino; A. Minervini; S. Primatesta; M. Chiaberge; G. Guglieri,2023,10.1109/MetroAeroSpace57412.2023.10190003,,IEEE_Xplore,include,high,"[""I1"", ""I2"", ""I3"", ""I4"", ""I5"", ""I6""]",UAV platform with primary GNSS-denied navigation contribution and quantitative results.
REC_0066,Real Time Vision Based Obstacle Avoidance for UAV using YOLO in GPS Denied Environment,"This paper discussed cost-effective vision-based obstacle avoidance for Unmanned Aerial Vehicles (UAVs) operating in GPS-denied environments. The system combines the You Only Look Once (YOLO) architecture with stereo vision cameras (OAK-D Lite), a Raspberry Pi computer, and a flight controller unit (Pixhawk-Cube). Navigating safely through obstacles becomes challenging for UAVs in GPS-denied environments. To address this issue, the drone is configured in altitude hold mode, and the system is trained on the Common Objects in Context (COCO) dataset, enabling it to recognize objects and analyze the surrounding areas to identify free spaces. By doing so, the drone can traverse an obstacle-free path. The detected obstacle information is then utilized to generate avoidance trajectories, allowing the UAV to navigate around obstacles safely. Real-time testing of the proposed technique demonstrates its efficacy in detecting and avoiding obstacles within a threshold distance of 2 meters, with an error rate of 10%. The drone’s relative speed is configured at 2 m/s during these tests.",S. K. NT; G. U. Sai; P. K. Duba; P. Rajalakshmi,2023,10.1109/OCIT59427.2023.10431039,,IEEE_Xplore,include,high,"[""I1"", ""I2"", ""I3"", ""I4"", ""I5"", ""I6""]",UAV platform with primary GNSS-denied navigation contribution and quantitative results.
REC_0071,Radar-Based High-Accuracy 3D Localization of UAVs for Landing in GNSS-Denied Environments,"Global navigation satellite systems (GNSS) such as GPS are the de-facto standard for absolute and reliable unmanned aerial vehicles (UAV) localization due to their global availability and the maturity and wide spread of the underlying technology. However, as the spread and reliance upon autonomous UAV systems increases, the risk of jamming becomes a substantial safety problem. The area where jamming attacks are most likely to occur is the close vicinity of the UAV landing station. Hence, to ensure reliable operations, an alternative localization technology for the approach and landing phase is needed. This paper presents a localization system for 3D position estimation based on 24 GHz FMCW cooperative radar. It has very low infrastructure requirements thanks to the combination of ranging and direction-of-arrival (DOA) estimation techniques employed in the ground station. Jamming resistance is improved due to the large bandwidth of 250 MHz. A measurement campaign was conducted to prove the feasibility of the proposed concept.",Y. Dobrev; Y. Dobrev; P. Gulden; M. Lipka; T. Pavlenko; D. Moormann; M. Vossiek,2018,10.1109/ICMIM.2018.8443483,,IEEE_Xplore,include,high,"[""I1"", ""I2"", ""I3"", ""I4"", ""I5"", ""I6""]",UAV platform with primary GNSS-denied navigation contribution and quantitative results.
REC_0077,3D Path Planning for Autonomous UAV Navigation in GPS-Denied Environments,"This paper presents a UAV path planning framework designed to enable smooth, collision-free navigation in static, GPS-denied environments. The framework relies on point cloud data collected by a primary, pilot UAV, which uses onboard sensing, SLAM, and object detection to incrementally map an unknown environment and identify waypoints. Path planning is performed in a bounded SE(3) state space using sampling-based algorithms with a multi-objective formulation that balances path length, obstacle clearance, and orientation smoothness. Safety is ensured through tight integration with a dedicated collision detection and proximity query engine, enabling efficient collision and distance queries against the octree-based environment representation. Planned paths are further refined through shortcutting and B-spline smoothing to produce dynamically feasible trajectories, which are executed via a MAVROS-PX4 control pipeline. The enhanced collision validation approach for global path planning incorporates 6-DOF vehicle motion to facilitate accurate navigation. Simulation and flight test results demonstrate the effectiveness of the proposed framework for reliable UAV navigation in complex and GPS-denied environments.",T. Thakkar; R. Ramirez; R. Tsui; S. Bhandari; A. Raheja,2026,10.1109/ICUAS69441.2026.11598675,,IEEE_Xplore,include,high,"[""I1"", ""I2"", ""I3"", ""I4"", ""I5"", ""I6""]",UAV platform with primary GNSS-denied navigation contribution and quantitative results.
REC_0080,Enabling Computer Vision-Based Autonomous Navigation for Unmanned Aerial Vehicles in Cluttered GPS-Denied Environments,"This paper presents a synthesis of techniques enabling vision-based autonomous Unmanned Aerial Vehicle (UAV) systems. A full stack of computer vision processing modules are used to exploit visual information to simultaneously perceive obstacles and refine localization in a GPS-denied environment. An omni-directional stereo-vision based setup is used to build a 3D representation of the surroundings. A fully 3D local obstacle grid, maintained through multiple frames and updated accordingly to the UAV movement, is built accumulating multiple observations coming from the 360 stereo vision sensing suite. Visual data is also used to extract information regarding the drone attitude and position while exploring the environment. Sparse optical flow collected from both front and down facing stereo cameras is used to estimate UAV movement through multiple frames. The down-looking stereo pair is also used to estimate the drone height from the ground and to refine the pose estimation in a Simultaneous Localization and Mapping (SLAM) fashion. An improved A* planning algorithm exploits both the 3D representation of the surroundings and precise localization information in order to find the shortest path and reach the goal through a three dimensional safe trajectory.",F. Valenti; D. Giaquinto; L. Musto; A. Zinelli; M. Bertozzi; A. Broggi,2018,10.1109/ITSC.2018.8569695,,IEEE_Xplore,include,high,"[""I1"", ""I2"", ""I3"", ""I4"", ""I5"", ""I6""]",UAV platform with primary GNSS-denied navigation contribution and quantitative results.
REC_0084,Simulating GPS-denied Autonomous UAV Navigation for Detection of Surface Water Bodies,"The aim to colonize extra-terrestrial planets has been of great interest in recent years. For Mars, or other planets to sustain human life, it is essential that water is present and accessible. Mars may contain or provide signs of the possibility of near surface water, but this work will only focus on surface water for the purposes of simulation. In this paper, we present a method for autonomous navigation and detection of surface water bodies in the GPS denied environments of Mars via a fully autonomous UAV. A combination of existing state-of-the-art tools and techniques have been utilized to enable the development of this system. Additionally, we create a modular framework to simulate the mission using the AirSim simulation environment and the Robot Operating System (ROS). The simulation environment is leveraged by using the Unreal game engine running in Windows OS, interfacing with an open source software for simultaneous localization and mapping (SLAM), running on ROS and Linux OS. A simulated mission was successfully implemented and demonstrated using the framework. Results obtained indicate that the framework enables the navigation of a UAV in the simulated Mars environment and allows the UAV to detect surface water bodies. The developed simulation framework, along with the knowledge and techniques attained in this research, could accelerate the development, testing and deployment of missions for a real-world Mars UAV, for the detection of surface water bodies. Additionally, this research aims to support and build upon prior work to further aid the search for water on other planets, as well as assisting humans in becoming a multi-planet species.",A. D. Singh; F. Vanegas Alvarez,2020,10.1109/ICUAS48674.2020.9213927,,IEEE_Xplore,include,high,"[""I1"", ""I2"", ""I3"", ""I4"", ""I5"", ""I6""]",UAV platform with primary GNSS-denied navigation contribution and quantitative results.
REC_0095,Cooperative Relative Localization for UAV Swarm in GNSS-Denied Environment: A Coalition Formation Game Approach,"Unmanned aerial vehicle (UAV) swarms require accurate relative localization to safeguard flight missions in the global navigation satellite system-denied environment due to a lack of absolute position information. The existing work of relative localization faces challenges, such as the ranging information loss and the low localization frequency caused by long-distance ranging and large-scale characteristic of the UAV swarm. This article proposes a clustering-based cooperative relative localization scheme for UAV swarm, which contains a two-level framework: inter/intra-cluster localization. In order to investigate the tradeoff between intracluster cooperation and intercluster packet loss, the clustering-based problem is constructed as a coalition formation game (CFG) model. Given the designed coalition value, preference relation, and the coalition formation principles, it is proved that the proposed CFG model has a Nash stable partition. The designed coalition formation algorithm includes coalition heads and beacon drones selection mechanism. Simulation results show that the proposed CFG algorithms shorten the ranging time compared with global localization and achieve better localization performance (localization error and success rate) than contrast algorithms.",L. Ruan; G. Li; W. Dai; S. Tian; G. Fan; J. Wang; X. Dai,2022,10.1109/JIOT.2021.3130000,,IEEE_Xplore,include,high,"[""I1"", ""I2"", ""I3"", ""I4"", ""I5"", ""I6""]",UAV platform with primary GNSS-denied navigation contribution and quantitative results.
