id,title,abstract
REC_0327,Research on Multi-Sensor Indoor Cross-Floor Autonomous Navigation System Based on LiDAR-Visual Fusion SLAM,"To address the challenges of insufficient localization accuracy and dynamic obstacle avoidance for mobile robots in indoor multi-floor environments, this paper proposes an autonomous navigation system based on LiDAR-visual fused SLAM and multi-sensor fusion. A high-precision environmental map is constructed by integrating depth camera and 2D LiDAR data, while a BLE/MEMS cross-floor localization algorithm combined with IMU inertial navigation achieves floor discrimination and pose correction. Global path planning and dynamic obstacle avoidance are accomplished through an improved $\mathrm{A}^{*}$ algorithm and Dynamic Window Approach (DWA), with YOLOv5 object detection technology enhancing obstacle recognition capabilities. Experimental results demonstrate that the system achieves a localization error of less than $\mathbf{0. 1 5 m}$ in a $\mathbf{3}$-floor office building, a cross-floor path planning response time below 3 seconds, and a mean Average Precision (mAP) of 92.7% for target detection. This research provides a technical reference for autonomous navigation in complex indoor environments."
REC_0408,Autonomous Navigation of a Single UAV in Cluttered Indoor Environment via Cuckoo Search Algorithm,"The paper introduces an optimized path planning strategy for a single Unmanned Aerial Vehicle (UAV) moving in a structured indoor environment utilizing the Cuckoo Search Algorithm (CSA). The UAV is to move from an initially specified starting point to a specified goal while avoiding known static obstacles in a three-dimensional grid space. The CSA is calibrated using parameter sensitivity analysis with population size, step size factor, discovery rate, and fitness weighting. The calibrated model is verified by 20 trials in MATLAB-based simulations and real-time experiments on a nano drone using a Pixhawk Mini flight controller and Raspberry Pi. Experimental settings mimicked the simulated environment with a grid size of $420 ~\text{cm} \times 720 ~\text{cm} \times 150 ~\text{cm}$. The UAV only had an average path length error of 8.18 % and a travel time error of 7.82 % between simulation and physical tests, with no collision events occurring. The findings support that the devised CSA framework is efficient, stable, and could be transferred to physical UAV systems for indoor navigation tasks."
REC_0441,Navigation Without Localization Using Stable Cycles,"Navigating autonomous robots in GNSS-denied environments, such as underwater, remains a fundamental challenge due to the lack of reliable localization. Classical approaches rely on exteroceptive sensors and complex state estimation pipelines, which are often computationally expensive, not-precise, and unsuitable for stealthy or resource-constrained platforms. In this article, we propose a novel, frugal navigation paradigm based on stable cycles, inspired by biological navigation strategies observed in migratory animals. Our method enables a robot to follow and stabilize a predefined cycle in the environment without requiring explicit state estimation. A timed automaton is used to generate control inputs that drive the robot along a discretized cycle, which is then stabilized in the world frame using sparse environmental measurements. We formally describe this cycle-based control framework, provide a proof of its stability, and validate the approach experimentally on a real robot. This work opens a new direction for low-cost, low-observability robotic navigation in unstructured and GNSS-denied environments."
REC_0448,Indoor Navigation System of Mobile Robot with Trajectory Optimization,"This paper proposes a navigation system for mobile robot working in indoor environment, which includes mapping and trajectory generation for the motion tracking problem of the real mobile robot. The mapping process comprises a Gaussian model to improve the accuracy of the environment representation. With this new mapping method, the mobile robot knows the obstacle in the environment around robot itself. For the trajectory generation process, a multimodality method is used to explore all feasible paths to reach the target point by estimating the density of distribution of the objective function. Finally, the experiments show the effectiveness of this navigation framework."
REC_0452,A Survey of LiDAR-Based 3D SLAM in Indoor Degraded Scenarios,"This review paper investigates LiDAR odometry technologies adapted for indoor environments. Localization challenges arise primarily from reduced environmental constraints, particularly in confined spaces like narrow corridors or tunnels where homogeneous conditions make it challenging to discern the robot's position from LiDAR data. The paper provides a comprehensive analysis of algorithms and methodologies aimed at enhancing the robustness and precision of LiDAR odometry in these complex scenarios. It also explores the synergistic combination of LiDAR with other sensors, such as cameras and Inertial Measurement Units (IMUs), to refine the SLAM process. Moreover, the paper highlights recent progress in data processing techniques, with a specific emphasis on LiDAR intensity processing, which is crucial for accurate indoor navigation. In conclusion, the paper identifies current limitations and outlines a path for future research, emphasizing the need for the development of adaptive, intelligent systems that can reliably operate across various indoor environments."
REC_0458,Design and Analysis of a Single-rotor UAV for Safe Indoor Navigation,"Initially developed for use in the military, UAVs these days are now being produced commercially, with deployment in various fields. This technology is constantly evolving, with recent research focusing on smaller drones that can function in constrained spaces and work collaboratively. The development of ‘indoor’ UAVs poses challenges not only in the domain of localization and GNSS-denied navigation, but also in the design and development of special indoor UAVs, since they are prone to damage when operating in a cluttered environment. Propellers and control surfaces are fragile and are usually the first parts to endure damage in case of a crash. This paper explores an efficient and unconventional UAV, designed specifically for indoor navigation, that can endure minor crashes without damaging propellers and control surfaces. The unique design uses a single rotor along with two sets of control surfaces, like a tail-sitter, to hover and maneuver. The design decisions are verified by aerodynamic analysis of various elements of the design."
REC_0477,A Novel Mobile Robot Navigation Method Based on Hand-Drawn Paths,"In the real world, a human tourist can quickly arrive at a target along the route planned by his/her instinctive cognition of prepared maps. While on the mobile robot, it is required to know every way-points of the static or dynamic planning paths to reach a goal point. The previous navigation modes are mostly from sensor location, speech interaction, grid maps and so on. They rely on sensing performance, the speech instruction of site personnel or complex algorithms for the path searching and tracking. For improving the performance of interaction and tele-operated path tracking, in this paper, a novel interactive navigation based on the recognition of hand-drawn paths is proposed for mobile robots. Pen, paper, and camera are employed as the interface between users and the mobile robot. Initially, the image of a hand drawn path in the paper map is captured by a camera and segmented from the background by the color detection model. It is hypothesized that the captured frame of hand-drawn paths is slant to the original orthogonal map. Therefore, this method should firstly project the smoothed skeleton of slant path into the coordinate space of orthogonal map to guide the robot to perform path tracking. Then the hand-drawn path is rectified and remapped into the registered reference image of the orthogonal map through feature matching and perspective transformation. The combination of SIFT and RANSAC algorithms are employed for improving the accuracy of the projection of slant paths in the orthogonal map. Sequentially, a limited number of way-points are picked out from the corrected path in an orthogonal 2D map space usable for 2D navigation. The oriented sequential motion vectors are estimated by linking all successive way-points and employed for the path tracking along the predefined route step by step. Eventually, random navigation paths are designed to validate the robustness, effectiveness and accuracy of the constructed interactive navigation system."
REC_0502,LD3DGS-SLAM: Long-Distance Monocular SLAM With 3-D Gaussian Splatting and GNSS-Aided Localization for UAVs,"Integrating neural rendering with simultaneous localization and mapping (SLAM) has shown great promise for achieving high-precision localization and photorealistic scene reconstruction. However, the dynamic perspectives of uncrewed aerial vehicles (UAVs), compounded by Global Navigation Satellite System (GNSS) signal interference and the accumulation of localization errors, pose significant challenges to existing monocular SLAM methods in complex environments. To address these limitations, we propose LD3DGS-SLAM, a novel framework that integrates monocular SLAM, GNSS, and 3-D Gaussian splatting (3DGS) to enhance UAV-based localization and mapping. The system integrates traditional geometric feature-based localization with the multiview synthesis capability of 3-D Gaussian rendering, achieving a breakthrough in accuracy while enhancing robustness. First, we construct a multisensor fusion graph optimization model that tightly integrates GNSS and monocular vision data, effectively mitigating the cumulative drift typical of traditional SLAM pipelines. Afterward, we introduce a 3-D Gaussian-based mapping strategy that incrementally refines a dense scene representation using SLAM-generated point clouds, fusing geometric and texture information to reconstruct highly accurate and detailed maps. To further enhance localization performance in GNSS-denied scenarios, we develop a dynamic frame interpolation and tracking approach based on 3-D Gaussian rendering. By synthesizing novel viewpoints, this method improves observation matching and strengthens loop closure detection, enabling robust relocalization in large-scale environments. To validate the effectiveness of the proposed framework, we implement a UAV test system and evaluate its performance on both the publicly available TUM dataset and a self-collected aerial dataset spanning several kilometers. Experimental results show that LD3DGS-SLAM achieves a state-of-the-art average localization error of only 0.8 m using just a monocular camera, even during long-range flight missions exceeding tens of kilometers and altitudes up to 500 m. Overall, LD3DGS-SLAM effectively addresses the limitations of monocular SLAM in aerial scenarios, providing a robust, accurate, and cost-effective localization solution for urban air mobility (UAM) and Aerial Internet of Things (IoT) applications."
REC_0564,Devising Overtraining Curriculum Learning Techniques to Enhance Autonomous Navigation Reinforcement Learning,"Autonomous navigation, which involves independently navigating an agent through obstacles, is commonly approached through reinforcement learning (RL). However, RL is notoriously difficult to train, which hinders model performance. So, this paper proposes “overtraining” curriculum learning (CL) techniques to enhance training processes. Inspired by human phenomena, overtraining trains an agent in harder environments than those it is tested in, allowing for expedited learning. To validate this, a car agent was trained using RL to navigate a series of obstacles in Python. Various “overtraining” approaches, alongside existing end-to-end and CL techniques, were benchmarked. After measuring performance across CL magnitudes and environment difficulties, the static overtraining approach demonstrated 9.05% more reward than the baseline. This provides an easy-to-use method of enhancing autonomous navigation algorithms, enabling innovations in self-driving, indoor navigation, robotics, and more."
REC_0570,Autonomous Indoor Navigation Using PPO and SAC with Cross-sensor fusion in Simulated Environment,"Intelligent robots are increasingly deployed for autonomous navigation in dynamic indoor environments. Sensor selection plays a critical role in determining how effectively a robot perceives and interacts with its surroundings. While RGB cameras and 2D LiDARs are commonly used, they face challenges such as sensitivity to lighting and limited depth perception. This study explores the use of a 3D LiDAR and RGB camera cross-sensor fusion technique , Fusion technique, to improve environmental understanding. We train and evaluate Proximal Policy Optimization (PPO) and Soft Actor-Critic (SAC), using these two Reinforcement learning algorithms only Fusion data in a simulated, dynamic and map-free indoor environment. Our results show that PPO outperforms SAC in terms of safety metrics especially Probability of identification. This research highlights the effectiveness of 3D LiDAR data in enabling robust, map-free indoor navigation, offering a promising direction for future autonomous robotic systems."
REC_0690,Autonomous Indoor Navigation Robot for Restaurant Environments,"This paper presents the design and implementation of NavBot, an Autonomous indoor service robot tailored for restaurant environments. The project addresses the need for efficient and automated customer service, aiming to reduce operational workload and enhance customer experience. NavBot utilizes ultrasonic sensors to detect and avoid obstacles in real-time, ensuring safe navigation in indoor settings. It also incorporates Google Cloud's Speech-to-Text API to receive customer orders via voice commands, which are stored and processed using a SQLite database. Furthermore, NavBot employs a camera for human detection, allowing it to execute context-based tasks. The robot autonomously delivers food to designated tables with minimal human intervention. The results demonstrate improved service speed and operational efficiency, enabling restaurant staff to focus more on personal interaction with customers. This project highlights the potential of robotics in the food service industry as a cost-effective and innovative solution to enhance customer engagement and streamline operations."
REC_0697,Development of an autonomous outdoor patrol robot in private road environment,"Recently, the necessity of an autonomous outdoor patrol robot is increasing. The outdoor navigation is more difficult than an indoor navigation because the outdoor environment is more complex than the indoor environment. Various methods[1-2] for the outdoor navigation were researched. However, it is not easy to implement these methods[1-2], since these solutions require expensive sensors. In this paper, we compute the robot's pose by using Extended Kalman Filter[3], and extract the road information by using single Laser Range Finder (LRF). The localization, motion control, and the road information are used for a stable navigation. By using the proposed method, the autonomous outdoor patrol robot can navigate successfully in regular road environments."
REC_0736,Vision-based pose estimation for indoor navigation of unmanned micro aerial vehicle based on the 3D model of environment,"The main function of unmanned micro aerial vehicle (UMAV) is localization. If the robot knows where it is, it will be able to create a correct route and to complete it task. An indoor environment doesn't allow using GPS/GLONASS sensors on robots. Also other sensors like LIDAR and ultrasonic ranges has its own disadvantages. In this paper we suggest to use monocular camera as main sensor. The image from camera is used to extract edges and then to compare them with edges from known 3D model of environment. To estimate a final hypothesis about robot localization we used a particle filter. Finally, we have developed our localization system as ROS based subsystem and used the Gazebo simulator for testing."
REC_0779,"AerialVL: A Dataset, Baseline and Algorithm Framework for Aerial-Based Visual Localization With Reference Map","Visual localization plays an essential role in the autonomous flight of Unmanned Aerial Vehicles (UAVs) especially for the Global Navigation Satellite System (GNSS) denied environments. Existing aerial-based visual localization methods mainly focus on eliminating image variance between database map and captured frames. However, these is a lack of public dataset and baseline for method comparisons, which impedes the development of aerial-based visual localization. To address this issue, we construct AerialVL, a large-scale dataset, which is collected using UAV flying at different altitudes, along various routes, and during diverse time periods. AerialVL consists of 11 image sequences covering approximately 70 km of trajectory and includes a reference satellite image database corresponding to the flight area. Leveraging AerialVL, we perform thorough evaluations on various mainstream solutions designed for aerial-based visual localization for the first time. This evaluation encompasses visual place recognition, visual alignment localization and visual odometry, serving as comparison baselines. Furthermore, we present a general aerial-based visual localization framework, which unifies various methods and integrates them into a modular architecture. We note that across all flight trajectories, the proposed framework achieves higher localization accuracy and robustness against the existing methods."
REC_0860,$\rho$LiRLo: LiDAR-Based Relative Localization with Retro-Reflective Marker,"This paper presents $\rho$LiRLo, a LiDAR-based Relative Localization method, designed for reliable robot navigation and control in GNSS-denied environments. $\rho$LiRLo enhances point cloud processing using intensity filtering with a retro-reflective marker. The marker's position is determined via Euclidean clustering, while a Kalman filter tracks the robot's pose. To improve localization accuracy in dynamic conditions, IMU measurements are integrated, and a robotic manipulator actively tracks the marker, expanding LiDAR's field of view. The method is demonstrated on an Unmanned Aerial Vehicle (UAV) in both indoor and outdoor experiments. Indoor tests benchmark localization against OptiTrack motion capture, while outdoor experiments are conducted in a maritime environment with the tracking system mounted on an Unmanned Surface Vehicle (USV). To mitigate the challenges of dynamic sea conditions, IMU measurements from the floating base of the USV are used to compensate for disturbances introduced by waves and wind. $\rho$LiRLo demonstrates high accuracy, low-latency feedback, and strong potential for applications in GNSS-denied settings."
REC_0865,OPEN: Lightweight Map-Based Semantic Navigation for GPS-Free Last-Mile Delivery,"The growing demand for efficient last-mile delivery highlights the need for autonomous robots to improve operational efficiency and reduce costs. Traditional navigation methods rely on high-precision maps, which are expensive to produce and maintain, while learning-based approaches often struggle to adapt to diverse real-world environments. To address these challenges, this paper presents OpenStreetMap-enhanced oPen-air sEmantic Navigation (OPEN), a system that combines foundation models with classic navigation algorithms to enable scalable outdoor navigation. By leveraging off-the-shelf OpenStreetMap (OSM), OPEN eliminates the need for extensive pre-mapping and provides a lightweight, readily available map representation. The system uses Large Language Models (LLMs) to interpret delivery instructions and Vision Language Models (VLMs) for global localization without relying on GPS, real-time map updates, and entrance recognition, ensuring robust navigation in complex environments. To further enhance adaptability, OPEN incorporates a local replanning method that dynamically adjusts waypoints in response to environmental changes and OSM inaccuracies. Since existing benchmarks do not adequately reflect the challenges of last-mile delivery, this work introduces a new benchmark designed for residential navigation. Experiments conducted in both simulated and real-world settings demonstrate that OPEN improves navigation accuracy, efficiency, and reliability, outperforming existing semantic navigation methods. To facilitate further research, the code and benchmark are publicly available at https://github.com/EI-Nav/light-map-navigation.git Note to Practitioners—Autonomous robot navigation for last-mile delivery faces significant challenges, including high mapping costs, environmental variability, and unreliable or unavailable GPS signals in urban areas, all of which hinder large-scale deployment. Traditional high-precision maps are expensive to create and maintain, while learning-based approaches often struggle to generalize to new and dynamic environments. Additionally, traditional navigation systems lack the ability to comprehend and execute tasks based on natural language instructions, limiting their flexibility and interactivity. To address these challenges, this work introduces an innovative framework that eliminates the need for costly pre-mapping by leveraging OSM data and foundation models for efficient navigation. The system utilizes LLMs to interpret delivery tasks expressed in natural language, offering a more intuitive and interactive user experience, while VLMs enable GPS-free localization, real-time map updates, and entrance recognition, enhancing adaptability in complex environments. Additionally, a local replanning mechanism dynamically adjusts waypoints when OSM data proves inaccurate, ensuring greater safety and reliability. In practical applications, OPEN provides a low-cost, highly adaptable solution that allows robots to operate in diverse environments without extensive pre-mapping efforts, while its ability to process natural language instructions significantly enhances usability. However, its effectiveness depends on the completeness and accuracy of OSM data, and integrating higher-quality maps from providers like Google or Baidu could further improve navigation performance. Beyond last-mile delivery, this framework holds promising potential for applications in drone logistics, warehouse automation, and intelligent transportation systems, paving the way for scalable and cost-effective autonomous mobility solutions."
REC_0866,Autonomous Aerial Robots for Search and Rescue Missions,"Autonomous aerial robots, often referred to as drones, have demonstrated immense potential in enhancing the effectiveness and safety of search and rescue (SAR) operations. This paper presents a comprehensive study of the latest advancements in drone technology tailored for SAR missions. It examines the integration of sophisticated algorithms that empower drones with autonomous navigation, object recognition, and decision-making capabilities in complex and unstructured environments. The paper explores the deployment strategies of swarm intelligence for coordinated multi-drone operations, maximizing area coverage, and minimizing search time. Attention is given to the development of robust communication systems that enable drones to operate in GPS-denied areas and ensure reliable data transmission during critical missions. The research further delves into the endurance and adaptability of drones under varied climatic conditions, ensuring sustained operation during extended missions. A pivotal focus is placed on the ethical implications and safety protocols essential for the operation of autonomous aerial robots in SAR scenarios. Through simulation and field trials, the paper evaluates the operational readiness and efficacy of these systems. The findings suggest that incorporating autonomous aerial robots significantly increases the efficiency of SAR missions, providing a safer alternative to human-led operations while reducing operational costs and response times."
