"File","Size","SHA256"
"REC_0213_work.md","3296","10709EA55CA29C57363492A3AF860A3414F963FCC5F58FD1F0920DD36E6C04A7"
"REC_0215_work.md","2210","CF925055B42DED9A331C4A4346BA06725E9E40A87DFEC8BDC81321E606CE366A"
"REC_0218_work.md","2953","787F65DE20710A9155E02D65D48071F4A54232C6C8D8357819CE10E78AC4FAB9"
"REC_0239_work.md","1334","5FA2A46DB3392EB11811C3F32603428FAFF4BA3A578C806C02100CC94E6AED4D"
"REC_0242_work.md","2209","3C53D19DB17C5C0F3082FE17A2FAD669DA5FF49D51706A14AC98ED967BFB79A9"
"REC_0246_work.md","2278","BFF4BD12D55454430295BFA9F06268B8E63FD504E5AE8F7AFC8B8A0692341377"
"REC_0255_work.md","2455","7DE39854DA1DEFE90A2AC2409395E58CDA70F9DA63E81ABC4776788C6617C143"
"REC_0264_work.md","2965","12C6CEEF21179BE1A7C36B22CB406721784125B55BB30D92B9BDF884AC608AFC"
"REC_0271_work.md","2959","A24B23A38DE3CEA8ED156FCB58220DBF13F49334C55013A52BECF5056C863C1C"
"REC_0274_work.md","1146","57A3863CEB490C69F0871D0835BB4EA359DF097557AF84042034340B82449C31"
"REC_0278_work.md","2948","D788151AE3D72798017079F654F03F918DF790AC49EA70372521E0508F762032"
"REC_0281_work.md","2777","19DE29CAAA55FB91333E52AF71E7D8A173F9CF837E8BC72A62224D89D38297A1"
"REC_0289_work.md","2273","EDB5B979C976D6D0D1525E2EEC68CF9519A07AB973325B9CD503B28655BC7671"
"REC_0294_work.md","1876","3DBC214C59B185898F139F2CD3D869B5337B4BE5D1BB6F200DC9792639879611"
"REC_0296_work.md","1947","027A30E0B33DFC7B55D855FBACCE9206D224344D93008E95D5D604FC4A2174B4"
"REC_0305_work.md","1229","D3FE414E56333B672504EBB4F5B00FBF8A38C7B5BB44E4E5AF4B0FBA136460E0"
"REC_0318_work.md","1545","9E27FF61C013D585CC7E4B31E7C8E554E3EA3B74546949A28706A154D74905C6"
"REC_0332_work.md","1669","D762C7F6782002BAD4AC85CED20EC297ADF6C375C53B8C10CAA0E732A1C0EEAE"
"REC_0343_work.md","3085","89EE4CFE4C0C81486EA0B7AE112A22A8CFAB540100F4A7AD2A778D7F35A6A687"
"REC_0345_work.md","2092","D021A1495F1B8DB25B633C5C1BBF5080AF8AA6CAEAEC260CA3A693F3EE244DCB"
"REC_0346_work.md","2184","9A6B1DDA10E9DA201CA57BCE23EBF555A6F3D2502350D7628C20B4F48977A8C0"
"REC_0347_work.md","3290","06169AE2A82AFE9D5EBAA1D792AC1080854161B6B3C9100E8E6C03AE456128C9"
"REC_0362_work.md","3227","EAD04DE2A7BC5707A154BCF50E020C597FF6A91073876B8A55187BD83995032B"
"REC_0369_work.md","3130","48F4F8681F097A83C2C04EADEFF231F2238218D74EC2F5A6A9EAAD557AC757A8"
"REC_0388_work.md","3904","999284783F5099FFC92CBABF2389F7BD1AA1114F1ABE34A1A567901F23BD5FEE"
"REC_0391_work.md","2746","55B1A98F56D3DEA3CEC37EF7CFBF7D98C261E779C4A8C68520A6987A4041C0AE"
"REC_0409_work.md","3308","C6306DF1B256F53BFA3A37608495B68C25F58031E861155E30B4C42337AC7F48"
"REC_0426_work.md","2667","78680788D5F0291FCE5DA4E2BF0028916D2C463E9623743848699A97C5EF7A35"
"REC_0438_work.md","2267","1D4FD66A5E6843A5B2346E9F654FB6DF2D1FAC98EDEC9B41C76F58C13F63CAC9"
"REC_0444_work.md","2725","4708F7EAFBFF8B1B2895D2CF2BE47AAA408B14C54CF03D9552BB992C9B139F98"
"REC_0455_work.md","2600","1C54723BB532F126CCB69B41117D14D6B46D2882155EC6A529941461BADE226C"
"REC_0459_work.md","1919","BF60E79246545D6934C2E32E7EFBBDEC690DC001B69BA97A8DBABBC7D3FF402B"
"REC_0461_work.md","2462","0EE13EBB7F34CB101A266C4D4A5EC145D1B26C5F24AF2F5B04384A33746B2820"
"REC_0464_work.md","2009","355C73A45F5EDE7D16BFB02EA36171FF0898BC0F097B6B4DF58B1915A4F5EC1F"
"REC_0469_work.md","3998","14E86D6715F5473544D0A4E1BD2A6F0F2016092455260707D705BACF8666901F"
"REC_0475_work.md","2440","0817AE7100A22F6E14960ABEF1E648D7EE6D8C984EC4FD8553130EFEC3C540E4"
"REC_0481_work.md","4345","01560CCB14E477FB395D762A63523E648EC52814F1837A1E4F793AEB64A6601F"
"REC_0485_work.md","2161","022ACD56E98013590D9F3D6D8231F3B4333D53016C47771A69889E2C35140E78"
"REC_0489_work.md","2359","CBA08A7580B49E1049ACCBC1CD47461CF572E50A41C346FCAE80506A5F4993E4"
"REC_0502_work.md","3696","57BE4963FBE5660281CDBFB97959E6BCA58DB8F3E3BEA51787245EB3986A6381"
"REC_0503_work.md","3010","94634E0D1EC19AAE553366149B2612B53AE443C2F29527E187ECB73CD505F316"
"REC_0534_work.md","2260","7FF2EC336FE32E65FF869F4809B44AE9B2CBA7D48185A1163FB90154833BBF2D"
"REC_0537_work.md","1644","A0CAA08AEA4594C60115A41C721F4A6AE9914819FFFC8463DB19D562308F7573"
"REC_0544_work.md","3033","34EDA6D87A340617EB171CCA8D73091976169F8399357DF5FC90C150183483A2"
"REC_0572_work.md","2199","F28695D1CEBCFE3F2B5A0F20647C4D433044C90904C15634D151E8DA5A3CAB91"
"REC_0594_work.md","2779","AB5E5B105C27C11E3665D3BAA6B3717A4F0956C363CD53882A12BADC170A486E"
"REC_0598_work.md","2763","AE5E17B5179D2F9A94D39914BE72A5D1846CC7A23D69D286542C66AC9BCA3CD1"
"REC_0617_work.md","2019","8E4440620D88254EF8E130310BFE1ACE8B229653496A8772F1B586C733F9A181"
"REC_0620_work.md","4415","375B9FB89B1549BD4DA4DA0A1BCC258D9EF697196DFF1589844BCD877AE388C6"
"REC_0622_work.md","2277","A3714401178F1C43ACAB9FADD3B005CCB085A3BFA6A768968C22A63DC55717E1"
"REC_0631_work.md","873","2323C0E38A48F8918CC68A3B7A62888042A8DA9206C8D99A5CC7D0BD20BCEA36"
"REC_0639_work.md","3293","79F74DD764B1569D1BF6C352F4860EC80FF6F8D61A96C05D3617AF2E137708AE"
"REC_0644_work.md","3469","6631A993734014ED3D082D8D98051656A679DA703186118596530DD618721339"
"REC_0647_work.md","2965","B9D2525C36CC406471129080E4B55B04F407E95536B0827EF06187F540925173"
"REC_0652_work.md","2951","7EABA141EE4B91DF249FF61BB33A5AC84535112F5FD3EE4B9A9EB3346013B184"
"REC_0656_work.md","2246","5A695B715F9B99BFAD912ACCB054CCDF3C03E7BB9A3F2EC21F5ABC0C7CA218E9"
"REC_0687_work.md","2548","9911A3888BE2869B15388C7732CB6C2C75A36253068058224E787048CB0257F5"
"REC_0688_work.md","2929","4D0242E01E928D3B327FE72BA4F33654B2D8217E6F807E99354760E3ADF7935A"
"REC_0701_work.md","2865","50AAE5545DD6AE8C368AC6202E2A28CDD898C5C594AF31A1AE25569E9C04E653"
"REC_0705_work.md","4390","18DA850825E4D6FCAB1684A7296FE9A2EA615199E1385DB0A98367C950B97AC4"
"REC_0706_work.md","3826","2E837CF73772ECAE5D018E2A4DF160581B063287FB559B8DA6FDA1002B710ABD"
"REC_0713_work.md","2714","313DC86A45DFBC4D70E9A8983FA77CD7A80BC5CB901389310A5EC36CDA195D5A"
"REC_0716_work.md","2937","15C3DC654EE25D94D220DA5731442C13EC492282B4112B7AE4B3F60AC2858A63"
"REC_0719_work.md","2229","F4C4BC2CB2500CAF483CE3064B61D782016446E05FC0658F20E1F7F5389952D3"
"REC_0752_work.md","1794","1533EC8ED9099BDE7E7BBA5FB22C4F6CE9183EC1F9E859DA85B8149F07EDAA4E"
"REC_0814_work.md","2005","AF0CF4291EFD89DB41C8A92D4C7A6DA98CABA5437B8DE651BDCD5B7CC3D3570C"
"REC_0816_work.md","4193","019C3A860ECAAEBF4A1BEC7C8FEB35AD92726B3A6DBE0F709E17278DC7ACBC4A"
"REC_0824_work.md","2857","47F40454AFC0DCB3F10D4A98F88E3E203D0BD669806072E8E89F7D5F07F51D7A"
"REC_0840_work.md","2100","8F5102DA01DE6345B9143103FB75FE01A3583A1A6DADB68E8B6BB775E0011560"
"REC_0857_work.md","2578","8AECC78B26976233439D5A68FF05B2B0BB97DD07E126E10D86F950401C670120"
"REC_0859_work.md","3230","FEB63EE2A5688AA30338F8D2E618DE233D34DFB9AE30DD1AB1CE7711B8C846F9"
"REC_0870_work.md","6094","EC1C139FB3C2179C2E1C833D4C35FCAAEA21FA798BF355D95CAB77E5477F46F6"
"REC_0896_work.md","2059","1352EABC1AC0FEC2C8BE2D30DF41AF0835997E69E60E47388037F8040746F342"
"REC_0932_work.md","2101","BAA784A23B0FBE85C7FD63C419C8A616D68FE279935DE200874D6FBE99B883CF"
"REC_0951_work.md","3259","B219DC1A70047F47002EEEC047ED03A405C9A8D49E5E9072D6F339C5470F249C"
"REC_0960_work.md","2328","98249CF6D20E752A39406A43F1336D5EB2805FBF8A70537DDD007E90A3170B5A"
"REC_0961_work.md","2059","3D3776E923EBCC0AC6104CB15D1B55DB41F4CD25DA51D45D1AB6D0BDD2FD7D32"
"REC_0973_work.md","2730","D07F33A060C98F3990872FC0159C57C8FCE3007F7BE30ABBEDAF458C06E27F38"
"REC_0981_work.md","1567","8AA2130CA7BDCCE725AEDDAFF5D5D5131897317EE2A253B6F48F068886A2BFE2"
"REC_0986_work.md","3416","D2653B070B78D27D1E7D3860BAA9CBF279E57EB41FAD794628A31FD454DE8E00"
"REC_0993_work.md","3247","587732C6271F8E344670CE7651B903EF9C08C38F7A85C211FD9B26CCFE5CF980"
"REC_0994_work.md","3036","DB95D40B3273277F6CCE39D820D7DD98FE066B60B118E39EF5BFC7EFB1C795A6"
"REC_0995_work.md","2720","C17E5492192F1E9EAF9963F63FED22693D0D7A432F152C11B889D5DE75A7B415"
"REC_1001_work.md","2996","5F4AD0AEAFCFF6D08B015CA5D00A9F9604B7D203CD9B36D9690142CDE763041D"
"REC_1002_work.md","2739","B3148ADB19493AB3F61461D430E4B4D93DF3A75A333E07AB537DB086CA322C72"
"REC_1006_work.md","4883","19ABB266D10C5113A8E75866B9EE01F18BC7F185E4614D773441DF12863A693E"
"REC_1007_work.md","4717","061F4A7C48152F5961DA5181943AE70B742BA017FA62FF5036C791CB008F192F"
"REC_1011_work.md","4071","F2BC7938F88209578202D80CD0988526884C73702DEC5FEC27919A74CA3A6501"
"REC_1014_work.md","4236","C37775922DD2F9F14D1295E9EF76F678C5B5127545AFA7C390753FE7F1FD55D2"
"REC_1017_work.md","2451","8110A53A0B6A7C2EF570F6E8FBED1102BABC0950D71B4F622F93475DBACF8BDA"
"REC_1018_work.md","3351","F0B71718DA09FCEA0C832AC55D612567BF105F869D3FE403685F609E9CD653E7"
"REC_1019_work.md","4223","492A77DE5AC30128820C4CEFEEC736B2D919A78CE2D1188BB0EA5F636B5FCFD7"
"REC_1021_work.md","3030","37707BA6BE68CD55412317212D659EF911502C6554590608E7CA87478600E581"
"REC_1023_work.md","3216","EC59E793C3A1164DD1AAED73C10204F50DE8152574599D1086728F4D23D36B32"
"REC_1025_work.md","7159","47FDB06C4BD75D70A04ECCCD46E33DCCA77873E02F1011A82926CB1B7EFBE5BF"
"REC_1026_work.md","5015","CFDEA7D3A165A1697301B694CF3D5AC770135729180B1DAB3128E80DAF10F8CB"
"REC_1028_work.md","1605","AD5570BAD8506F30B52304138E8F0CC22F2A47BE0442D7708418EC6F8BA0CABD"
"REC_1029_work.md","3454","ED02C4B5BFB6C42A2FF0A64386A2D05C81BE804DCD94F8D2D5997E24CAF14A1C"
"REC_1032_work.md","4007","3491B79E676D64994C3C734587C0C62E31FA04F9674AE2A1533BC76B78FE6CA0"
"REC_1034_work.md","3156","2AA4B57283E2A6BD312122DBD478E5FB039CD35EBD22CD72F879AAF285EC6E37"
"REC_1043_work.md","3951","7464EF43F91A1FB0B430F3CF95CFEF519E01F156EFD273DC483D8CBCCC4DAB50"
"REC_1044_work.md","4340","3A65E61CE4C4D2444CA1EEE63759001D0100BAA2A0E444D8A9C8232DBBB5BF90"
"REC_1046_work.md","6446","08E7D6FDE6B076B95401C33AA8A1D9AA00587165FF815F4E49286582934278BB"
"REC_1048_work.md","2564","D2B6FA3B6379C92E60380BD6547890168721F30488A1106904143D0FFD207532"
"REC_1049_work.md","2193","9E4BC6E31B44122EC9B95AA450FED85684C54C49C1D70859396A3A6974F507C2"
"REC_1055_work.md","2276","15A59504145FDCE8376BEE1DFBD60BB19779D0F246ACCFBDD3E6ECEB4BB01D1C"
"REC_1059_work.md","3028","B197FFD56F383B60A70E20F4A0AD3FDF4992AA231157CC626ADF287776C2F92F"
"REC_1063_work.md","2567","30F6A4AA93C569163CC29BF0C47A591272FC343D98E68758D7D5D0688439130C"
"REC_1067_work.md","2303","2B592DAA5F0E4DA59178FB8CCE4C42653F1522A72B91B74BC75AE36F94B22D16"
"REC_1069_work.md","3823","77EA94DBC3E3C6BD86741DA427B9EF7309487AB37E575B6A174F99B4ACDAC032"
"REC_1080_work.md","3564","20ADCB47360E5A2ED2A0BD095B74E01A940EAC23AFFB4C88AC7D30B1C576DA39"
"REC_1083_work.md","3575","ABD382E1C2E68D662C7CAAF8139FB68E3C67A8089678107EB27FC17773C434CA"
"REC_1084_work.md","4313","8815097471B28C7F835E779812F3945A20696BB8D64095630B8381EBDECDB429"
"REC_1085_work.md","5491","BA58B001490F8664D777310A81849A3945AFFE61A84BFB4F1A86EDB3B3101C36"
"REC_1095_work.md","4539","64DBBA51DCBC698A6031FB533A17A487F2C8A443044DB2916EE01737C5132EF0"
"REC_1096_work.md","3872","0F0063912300CD64F1A20D92C449FC40C79BCB1F8F634ADF650D2CCA10FCF0B9"
"REC_1103_work.md","2127","97C189D38B9FD1F28FF549CBEAC4B2E351BB7C663F854549983DF3E1E3BCFF58"
"REC_1105_work.md","2333","BEB8962F6EA810A791E1DCD8F5FF09C72087C999CC54A4C0BFF96E7ABE2343E8"
"REC_1106_work.md","4035","F3EAE071815742E2D0860F2E02E7789DDB5AF1EA00DDB3631C639C6061D4F7FF"
"REC_1107_work.md","4063","2ED3714B43AA0685D5BA31DFC862F64698845CA83DC22363C78F1985A50D0EF8"
"REC_1110_work.md","3415","FECE7BFFFC04C33ED164250B5B8DF0C57D0420AB5990C54194C7FF0AB54497C4"
"REC_1114_work.md","3166","CAD45E30D4D1A7D029EFF34D72662D188792A60E8D4994F5E2AE266ADE4775FD"
"REC_1115_work.md","3247","5232037CCE1427103BFB5D5757BB6940A89CF2CCFF5BD5C334F743ED2E3CD5BC"
"REC_1116_work.md","4235","33AA33F9611F83EFBB7C03FB6A9216427912F004A2B25459487A0527FE16326D"
"REC_1118_work.md","2221","47592051F41FE658859FDFC8F8FDC09CBBE1C58377017AEA24071B43499CAE73"
"REC_1123_work.md","3531","DAA639AD4D74FBAB9A37B0083AE14E323C0BE246DA125C13A974A111FF6926FF"
"REC_1130_work.md","1766","E8E24F2D0E51D86F0974B36497715B9588082A9E2D27363E66B1847B267BDB61"
"REC_1132_work.md","3184","776CBE11177D17691F760F8F7532E2CD3E33E7AD2C66CFF7766CE89FB2AAAAE5"
"REC_1135_work.md","2933","864A53419A645B7479E084ECDCF5E69B3AB42904F04C225FF691D1F3B88C22E7"
"REC_1137_work.md","3380","0AC3D23E61FBAF18F1E5DE54A7C409707BA19D7841C52F807A7A2C853EFF5B84"
"REC_1140_work.md","5148","CE8D9439A73EB7E635B77E0DD28463EA938FE220216087CC81538808F1F510F8"
"REC_1142_work.md","4733","BF009382BC30C71CF34DD18248F679CE9B4EF6782AF134DB815EE9B9AB86C3E8"
"REC_1146_work.md","3782","A9570440C2513A209638CFA066ED72338DC0ADFDE0AB3C61F2D999708ED492D8"
"REC_1148_work.md","3819","6E60435D59BF9B541C4F4359E09F7AD356B9BC053DDA5CEDC1FC0819B886F1C9"
"REC_1150_work.md","3527","87DF18794BA7FA48F98E317BD37377E2F2B7DDB524DA4B965371AA577DC0E61C"
"REC_1159_work.md","3528","466DD4C914ABC6CA297D9C9D284D3BB5980FE09EA6C6EB330226AB7997F2CA1B"
"REC_1160_work.md","2790","F3A3BC521882F26A4A2B39529CAB383EAC26EBD342934B615EEDBF9DC9C8A6F7"
"REC_1163_work.md","3934","1A22E3CF926AED2E64468589FF9040575958754C2D1655ECEF984AB59439D164"
"REC_1165_work.md","3164","98AC63E384D5B2EBEDE239847F39AF3581F2EBE98E40B93AD1E7D3321B3DC502"
"REC_1167_work.md","4209","97A463EAC048FEC88CD7EF60773A741CFF318FEC056925711348C9C5D12A0A8D"
"REC_1171_work.md","2999","74F4C7975AA12C4CE3B171C2BFA755616E4CFC0C0BF3996CD25852FA7B4AC1A8"
"REC_1172_work.md","2758","5D5F704DAF910C7C75444C82BFCE0D72B55F6F566F688607A23DA524AEAE34CF"
"REC_1175_work.md","3865","DFED47FE9C1865F39C5B1A10B2D5D3B35F99A17768A9F24DFA91FA80E3DE01E1"
"REC_1178_work.md","2673","4F4DD3EC6AA1C77E1E88B69AA32F64A59AC4CB09A11F935070A32E86BE8026D6"
"REC_1185_work.md","4299","2238FAE09B6F120E7F2537C963FE503F301F4DB7BE1B33E4A6DC6BC83A4F0E4E"
"REC_1186_work.md","1576","2D58C41AE22A3180EC1A94593B7EEB99AE76D1B78361EEFA44E2ADA53FF83463"
"REC_1187_work.md","1981","2C79592FBC9B4E3BE500209DFD0D48AEAD387646D596000B3F4B43BAE15D5C50"
"REC_1189_work.md","3036","712F6EB77538750A8EBE36884F7AA38018D3F2E09DA795FBCDC4D87CB33ED510"
"REC_1190_work.md","4461","A42F999A2E21978B94F2AC17965FCFBE934CCEE2C02024A71B9F9D193042BC96"
"REC_1191_work.md","2380","7BDA229C5247C3CB612FC9F47434272EF451E5E3375E93CDB3805C12D4C2A80B"
"REC_1192_work.md","2149","67D185D3DC8538986F4F86DE569462FFFFD7929B4FC7D00E284B5561FF925024"
"REC_1194_work.md","3086","6EE2E2B5F2EEDF7E318CB96BC2A5F00785913892A79C0473738F41D64394D92C"
"REC_1196_work.md","2538","F0BCDC040546C5D455FE776A28BE9B7825411F384B4313E0CCF132FB1B1FABF7"
"REC_1207_work.md","3865","41AD0A213B305D2232AF53155B00781FCBF0992D60CEE2D7A2A21983A76977B7"
"REC_1208_work.md","4376","8AEA1BA997AC4A3DA72A452B51318892F73E22A63EEE3CA6F6825A63C0B17CA9"
"REC_1212_work.md","3260","FA1324788232C8E3E69ACF26B9518AC5ABFCC1B8CA283DF7B06600E113DFB312"
"REC_1216_work.md","4688","9094BC60ED6D554E233D9290C4C08E2A796F2E9B729DE72915791A3C7469C100"
"REC_1223_work.md","3273","0E57C330446A41EC4DF8A7848A7AEAF3390FDEA0C68516B24AD8F2D3AD38ADC7"
"REC_1232_work.md","2695","B4BF31ED522FF42D690D63DBC8C3EDACB80A284295B02FBED5C044B34C46E2CA"
"REC_1235_work.md","2680","4763DA4430E1859BBD078FF9D1F80F73D7EA3B45C3BDDDE628B50C3D9114570A"
"REC_1243_work.md","2890","9F74D56A386C0DA3D18D860E20C307D89476022EEF4462B49F57B7C1F31F6B46"
"REC_1245_work.md","3738","DA04CA19377421F51514F15DADA38D376C48ED391471145D790C7B4B8073808A"
"REC_1248_work.md","3369","C9BD8AFF1FAE948DD3C1BB20E448562FE243EB12576543DF4906A459376B251D"
"REC_1250_work.md","5216","0927B48513D7435093BB38914B4EA84B23F79CF531EC29C1D4A04B15D4CC08FA"
"REC_1251_work.md","2178","5622257388DB2C387FB09EA411D78C01DA26E76B5965A79F1EF825957DD721AD"
"REC_1252_work.md","2707","CE4D5B4D70CB1DA0F64EBC71221E81542A1E5927017FC99C59EBD2BBB0E1B59B"
"REC_1253_work.md","4076","A29217EA098E0A75D26AAF0E2AD58983872AF0D6B743A89EE0045BD1B5CDF5C6"
"REC_1267_work.md","3656","769B8B0E3ECBC366D9817C8C8189E4EFAE33925CBBB4D846E5FE5B2FFADE5FB4"
"REC_1270_work.md","2559","2801AF737852B66A87897812C14985FA000DB8A8DFBB221D5BA706654D1803BF"
"REC_1274_work.md","2830","3C929DCFBBEB61D68A0A89E2CEBA190F1C9F0514C06E454E66F72E32AB857486"
"REC_1277_work.md","5011","8779EA39D1262AA1A1EAB7B6AB6EC965E244D7E7A78830D32F1019A3513E54D0"
"REC_1282_work.md","2216","5474EB8EB21D5CC72EE4E5D5797555A7234163DDFCE85460090094F82881B4E4"
"REC_1283_work.md","3794","6F80D1AF1162D5DCB77675A592D0F8CD86F0F5CBF0DC054ED894276325E8B47E"
"REC_1285_work.md","2155","B82F96BC34558CD745F0EBB0D2C226C970C2EF7D75B64A8CABEFA8ED5107F98C"
"REC_1286_work.md","3755","48F14993EB8443B8B9E82C7BB36EAEB7DE869CE9BACC12F8609786A56B14B5D6"
"REC_1289_work.md","2323","B017692A038423217F7D9F0EF7D931B436E2424B919C7A3D1BCBBB91DB5B553B"
"REC_1295_work.md","2512","0C8ED158E0295E3B793491E7CF2FEB65C4F54EBDA04FAB2211542F9B11A91384"
"REC_1298_work.md","4295","EDCBA049A022D4C30535AE9D4CBA113B25440BAA3EAAE11569FEE205D7235EE7"
"REC_1302_work.md","3858","39519E4DE351D6B1E542E6625A17F0BFEF6DCC693C91ECFD2F2ABB0935937D1E"
"REC_1304_work.md","3200","2CA47D147CD794CAEA7FBF3C0055E17E36C2E9B54FD42E58927F8818EA037894"
"REC_1306_work.md","3141","5DAB499456BFE6869D22CE1CEFB88E3DFC480E56C26657E064F76937A9E22E50"
"REC_1307_work.md","4409","3CCA41C033994F8B31EBD8882CF141B48184A1FA7F8F2CA8373A11F9DFAB1708"
"REC_1308_work.md","2532","012B02FF4347047252D28D9FF4723687211DC87FA2B0BE42FFA231B51412F0BF"
"REC_1309_work.md","2897","F19275DC995011EC1D691F18088725B6840E98809B1B97986015560303175DA4"
"REC_1313_work.md","2171","83BC01C841BB20FF4BDE2FBEDFB1F387BFD8DBCA95E628C2A6A4A208D172F7C6"
"REC_1316_work.md","2851","D000B5D6DDDB84A949B8B48CFA0E476AC3AFC15065498232008B9A3220E3A107"
"REC_1320_work.md","3478","3B803F5330E930958E4FE683C754087665B3797F96F5C8D229546D41F8E1123D"
"REC_1322_work.md","2570","03260D49D476A55BC0B6FC8DAE07D2ED20AA4BE6EE211097AB1F50997AE42404"
"REC_1330_work.md","2308","C00368E01A71A41BAC8B77889B8522905CDE8AA45211E59AC9C0A5C2A1E464CE"
"REC_1336_work.md","2430","A14202C5DE27310D1D847B46C50E33B102154E8E41CE0A224079D74B39017F36"
"REC_1346_work.md","4037","B87C5C51213B4BAF362E2CA0EB85FDDEBCD365636417493C2EC7A16E448CFD59"
"REC_1348_work.md","2520","E7F9CB6C249FB8660B801B8B684BD0BEF6A7CD6DED39564AB1DAE61DA5C1DAA8"
