id,title,abstract,authors,year,doi,venue,source
SCOPUS_0011,Autonomous Flight for Multi-UAV in GPS-Denied Environment,"Autonomous Flight in GPS-denied Environment is a challenging task for multiple unmanned aerial vehicles (UAVs). That needs the UAVs perform simultaneous localization and mapping (SLAM) in GPS-denied environment and motion planning in environment populated with obstacles. To solve this problem, this paper proposes a framework for multi-UAV relative localization and motion planning. Specifically, the relative state estimation system is proposed for relative localization and mapping of multi-UAV in GPS-denied environments. And the motion planning system is proposed for multi-UAV trajectory planning, collision avoidance and improving the safety and clearance of the trajectory. A set of experiments show that the method proposed in this paper can perform efficient and accurate localization and motion planning for autonomous flight in GPS-denied environment. © 2023, The Author(s), under exclusive license to Springer Nature Singapore Pte Ltd.",Lu J.; Shen H.; Pan L.; Zhang X.; Tian B.; Zong Q.,2023,10.1007/978-981-19-3998-3_85,Lecture Notes in Electrical Engineering,Scopus
SCOPUS_0012,Toward a Low-Cost Planetary Rover: Real-Time Embedded Multi-Sensor Fusion for Robust Obstacle-Aware Navigation,"This paper presents the design, real-time implementation, and experimental validation of a low-cost, embedded multi-sensor fusion framework for dead reckoning, localization, and obstacle detection in mobile ground robots. The proposed system integrates a MEMS inertial measurement unit (IMU), a GPS receiver, and an ultrasonic sensor (HC–SR04) within a single synchronized execution loop to achieve GPS-resilient and obstacle-aware navigation on resource-constrained hardware. A hybrid complementary–Kalman filtering scheme is implemented, where the complementary filter fuses accelerometer and gyroscope data for roll and pitch estimation, while periodic GPS updates perform lightweight Kalman corrections to bound drift. Ultrasonic range measurements are processed in the same loop and mapped relative to the estimated trajectory to provide continuous hazard awareness. The complete system, implemented on a 16 MHz Arduino-class MCU, achieves real-time operation at 20 Hz with a total hardware cost below USD 150. Field trials conducted under mixed GPS conditions demonstrate that the fused solution outperforms individual sensors, achieving a position RMSE of 1.19 m—a 49.6% improvement over GPS-only and an 80.7% improvement over IMU-only estimates—and maintains 99.2% localization continuity during GPS outages. The proposed framework demonstrates that reliable, low-cost, and real-time multi-sensor navigation can be achieved without high-performance processors, offering a practical architecture for educational robotics, cost-sensitive autonomous vehicles, and preliminary planetary rover prototypes. © 2013 IEEE.",Mahmood A.; Baluch A.H.,2025,10.1109/ACCESS.2025.3634810,IEEE Access,Scopus
SCOPUS_0013,I Am Not Afraid of the GPS Jammer: Resilient Navigation Via Signals of Opportunity in GPS-Denied Environments,"I am not afraid of the GPS jammer, as long as there are ambient signals of opportunity (SOPs) to exploit in the environment. In environments where GPS signals are challenged (e.g., indoors and deep urban canyons) or denied (e.g., under jamming and spoofing attacks), SOPs could serve as an alternative positioning, navigation, and timing (PNT) source to GPS, and more generally, to global navigation satellite systems (GNSS). This article presents a radio simultaneous localization and mapping (radio SLAM) approach that enables the exploitation of SOPs for resilient and accurate PNT. Radio SLAM estimates the states of the navigator-mounted receiver simultaneously with the SOPs' states. Radio SLAM could produce an SOP-derived navigation solution in a standalone fashion or by fusing SOPs with sensors [e.g., inertial measurement unit (IMU), lidar, etc.], digital maps, and/or other signals (e.g., GNSS). This article presents the first published experimental results evaluating the efficacy of radio SLAM in a real GPS-denied environment. These experiments took place at Edwards Air Force Base, California, USA, during which GPS was intentionally jammed with jamming-to-signal ratio as high as 90 dB. This article evaluates the timing of two cellular long-term evolution (LTE) SOPs located in the jammed environment, showing timing stability over 95 min of GPS jamming. Moreover, the article presents navigation results showcasing a ground vehicle traversing a trajectory of about 5 km in 180 s in the GPS-jammed environment. The vehicle's GPS-IMU system drifted from the vehicle's ground truth trajectory, resulting in a position root mean-squared error (RMSE) of 238 m. In contrast, the radio SLAM approach with a single cellular LTE SOP whose position was poorly known (an initial uncertainty on the order of several kilometers) achieved a position RMSE of 32 m.  © 1986-2012 IEEE.",Kassas Z.M.; Khalife J.; Abdallah A.A.; Lee C.,2022,10.1109/MAES.2022.3154110,IEEE Aerospace and Electronic Systems Magazine,Scopus
SCOPUS_0014,PATH PLANNING FOR AUTONOMOUS UNMANNED GROUND VEHICLES IN UNDERGROUND MINING,"Autonomous robotic navigation in underground mining environments poses significant challenges due to confined spaces, poor lighting, and the absence of GPS signals. This study presents the design and implementation of an autonomous navigation system for the Husky unmanned ground vehicle (UGV), utilizing LIDAR-based Simultaneous Localization and Mapping (SLAM) within the Robot Operating System (ROS) framework. The system enables real-time mapping, obstacle avoidance, and both global and local path planning in GPS-denied environments. The performance of navigation system was validated through simulations in Gazebo and field tests in two physical environments: the Bunker Lab at New Mexico Tech and the Missouri S&T Experimental Mine. These tests confirmed the Husky's ability to navigate complex terrain and generate accurate 2D occupancy maps without prior environmental knowledge. © SAWE Inc. 2025.",Bagheri N.; Vosbein D.; Khaniani H.; Hassanalian M.,2025,,Society of Allied Weight Engineers - 84th International Conference on Mass Properties,Scopus
SCOPUS_0015,ReFDrone: One-Shot Indoor Drone 4DoF Estimation via Rolling-Shutter AoA from Floor-Reflected Light,"Accurate indoor drone four degrees-of-freedom (4DoF) estimation, including both 3D position and heading, is essential for safe flight in GNSS-denied environments, opening up opportunities for fully autonomous IoT applications such as infrastructure inspection and surveillance. Approaches using a built-in camera are attractive due to their low cost and ease of deployment, however, existing methods face key limitations. Visual-Inertial Odometry suffers from drift and often fails in textureless environments, while Visible Light Positioning requires a direct line of sight to ceiling LEDs, which is challenging for drones with a limited field of view. We propose ReFDrone, a system that simultaneously estimates 3D position and heading from a single image using a downward-facing rolling-shutter (RS) landing camera and floor-reflected light from modulated ceiling LEDs. Our core insight is that RS distortion produces spectral lobes in the frequency domain whose orientation directly encodes the angle of arrival (AoA) of the LED. Leveraging this property, ReFDrone extracts AoA from a single RS image, enabling estimation of 2D position and heading from just two LEDs, and derives altitude using a virtual-view image with a distance model. We evaluated ReFDrone under 1296 conditions in 2.5 m x 2.5 m testbed, achieving a 90th percentile 3D position error of 0.335 m and a heading error of 8.101 degrees, demonstrating its accuracy and practicality.  © 2026 IEEE.",Onishi Y.; Murakami H.; Nakamura M.; Hashizume H.; Sugimoto M.,2026,10.1109/PerCom67906.2026.11524473,"Proceedings of the IEEE International Conference on Pervasive Computing and Communications, PerCom",Scopus
SCOPUS_0016,Cooperative UWB-based localization for outdoors positioning and navigation of UAVs aided by ground robots,"Unmanned aerial vehicles (UAVs) are becoming largely ubiquitous with an increasing demand for aerial data. Accurate navigation and localization, required for precise data collection in many industrial applications, often relies on RTK GNSS. These systems, able of centimeter-level accuracy, require a setup and calibration process and are relatively expensive. This paper addresses the problem of accurate positioning and navigation of UAVs through cooperative localization. Inexpensive ultra-wideband (UWB) transceivers installed on both the UAV and a support ground robot enable centimeter-level relative positioning. With fast deployment and wide setup flexibility, the proposed system is able to accommodate different environments and can also be utilized in GNSS-denied environments. Through extensive simulations and test fields, we evaluate the accuracy of the system and compare it to GNSS in urban environments where multipath transmission degrades accuracy. For completeness, we include visual-inertial odometry in the experiments and compare the performance with the UWB-based cooperative localization. © 2021 IEEE.",Xianjia Y.; Qingqing L.; Queralta J.P.; Heikkonen J.; Westerlund T.,2021,10.1109/ICAS49788.2021.9551177,"ICAS 2021 - 2021 IEEE International Conference on Autonomous Systems, Proceedings",Scopus
SCOPUS_0017,Perception and navigation for an autonomous quadrotor in GPS-denied environments,"Robots need autonomous navigation to complete their tasks efficiently. This becomes more challenging in GPS-denied environments where positioning information is not available. For small flying robots and quadrotors, inherent limitations such as limited sensor payload and small system time-constant add another layer of challenge to the problem. This paper presents a solution for autonomous navigation of a quadrotor rotorcraft by performing autonomous behaviours, such as exploration, returning home, or following waypoints. The solution relies on accurate localization, mapping, and navigation between waypoints. Multiple tests were performed in simulated and real-world environments to show the effectiveness of the proposed solution.",Saeedi S.; Nagaty A.; Thibault C.; Trentini M.; Li H.,2016,10.2316/Journal.206.2016.6.206-4434,International Journal of Robotics and Automation,Scopus
SCOPUS_0018,An integrated UAV navigation system based on geo-registered 3D point cloud,"The autonomous navigation of unmanned aerial vehicles (UAVs) require a lot of sensing modalities to improve their cruise efficiency. This paper presents a system for autonomous navigation and path planning of UAVs in GPS-denied environment based on the fusion of geo-registered 3D point clouds with proprioceptive sensors (IMU, odometry and barometer) and the 2D Google maps. The contributions of this paper are illustrated as follows: 1) combination of 2D map and geo-registered 3D point clouds; 2) registration of local point cloud to global geo-registered 3D point clouds; 3) integration of visual odometry, IMU, GPS and barometer. Experiment and simulation results demonstrate the efficacy and robustness of the proposed system. © 2017 IEEE.",Zhang S.; Wang S.; Li C.; Liu G.; Hao Q.,2017,10.1109/MFI.2017.8170396,IEEE International Conference on Multisensor Fusion and Integration for Intelligent Systems,Scopus
SCOPUS_0019,Autonomous Navigation Systems in GPS-Denied Environments: A Review of Techniques and Applications,"Autonomous navigation entails using systems programmed to navigate predefined channels without human intervention. From driverless vehicles to RPAS (remotely piloted aircraft systems) and UAVs (unmanned aerial vehicles), the introduction of autonomous navigation systems has revolutionised logistics, healthcare, aerospace, transportation, and numerous other industries. Traditionally, autonomous systems have relied on GPS (Global Positioning System) for accurate navigation and positioning with wide application in various autonomous systems, including precision-guided missiles, logistics and fleet management, and turn-by-turn navigation in driverless vehicles. While the introduction of GPS improved autonomous navigation significantly, it is not sufficiently reliable for fully autonomous navigation due to a reliance on external signals which are typically vulnerable to signal jamming and obstruction, interference, signal loss, and multipath errors. This limits the operations of autonomous navigation systems (ANSs) in GPS-denied environments where satellite or external signals are degraded, jammed, reflected, or obstructed. Consequently, environments without GPS availability render it impossible for ANSs to perform localisation swiftly and robustly while avoiding obstacles with no priori information of the location. This therefore also limits the systems' computation and perceptive capability. As such, applications and techniques that introduce disruptive technologies, such as machine learning, deep learning, artificial intelligence, and sensor technology, have been developed to overcome some of these inherent limitations of GPS. This paper evaluates how the integration of such techniques facilitate ANSs in determining their relative positions in GPS-denied locations, ensuring operational efficiency and effective navigation. A combination of systematic literature reviews, descriptive analysis, and comparative analysis research methods is used to facilitate a comprehensive analysis and synthesis of relevant work and techniques used to overcome GPS-denied settings, as well as a comparison of these various techniques and their applications based on specific criteria-such as usability, efficiency, performance, and limitations-to identify the weaknesses and strengths of each method.  © 2025 IEEE.",Alghamdi S.; Alahmari S.; Yonbawi S.; Alsaleem K.; Ateeq F.; Almushir F.,2025,10.1109/ICARA64554.2025.10977619,"Proceedings of the International Conference on Automation, Robotics and Applications, ICARA",Scopus
SCOPUS_0020,Optimal Navigation and Obstacle Avoidance for UAV in Urban Canyons,"In urban canyons, the autonomous positioning and obstacle avoidance capabilities of Uncrewed Aerial Vehicles (UAV) are challenged by dense obstructions, causing Non-Line-of-Sight (NLOS) conditions that severely degrade Global Navigation Satellite Systems (GNSS) signals. Current urban UAV operations still rely heavily on manual control and conventional GNSS-Inertial Measurement Unit (IMU) fusion, which lack autonomous obstacle avoidance capabilities and fail to provide precise positioning in GNSS-denied environments. To address these limitations, we propose a novel sensor fusion framework that integrates the Sage-Husa adaptive Kalman Filter (SHKF) with intermittent data from GNSS, IMU, and visual odometry supplied from a Visual-Inertial (VINS)-Fusion algorithm to achieve robust positioning and attitude determination. This enhanced sensor fusion architecture enables a 3DVFH∗-based local planner to execute real-time obstacle avoidance and path planning toward the intended destinations. Preliminary verification activities conducted in a high-fidelity Gazebo simulation demonstrate the effective performance of the proposed method in terms of positioning and attitude determination accuracy, while also supporting the optimal reliability and efficiency of the considered obstacle avoidance functionality. © 2025 IEEE.",Hu Y.; Gardi A.,2025,10.1109/MetroAeroSpace64938.2025.11114464,"2025 IEEE International Workshop on Metrology for AeroSpace, MetroAeroSpace 2025 - Proceedings",Scopus
SCOPUS_0021,Quantum-Enhanced Drone Swarm Localization in GPS-Denied Environment,"Solutions for getting drone swarms localized when GPS is out of the picture. That's a big problem, really cuts into how reliable those autonomous jobs can be. This paper brings in a model that uses quantum stuff to boost the accuracy and how well the drones stick together. The idea here mixes quantum entanglement for syncing up between drones. It also throws in quantum-enhanced Kalman filtering to fuse sensor data better. That way, they get positions figured out more precisely and tougher against messes. We ran experiments on simulated groups of 10 drones. The setup cut down localization errors. It boosted computational efficiency too, by 25 per cent and 30 per cent in swarms dealing with different levels of interference. The thing is, these results point to quantum computing stepping up as a solid, scalable fix for swarm localization issues. It has real potential out there in tough spots without GPS, like disaster responses or city ops and even military stuff. The paper spells out how quantum tech could lead to the next wave of autonomous systems. It spots chances for using quantum algorithms in real-time navigation with multiple agents.  © 2026 IEEE.",Thota S.K.,2026,10.1109/ICoECIT68303.2026.11497954,"2026 IEEE International Conference on Emerging Computing and Intelligent Technologies, ICoECIT 2026",Scopus
SCOPUS_0022,Deep reinforcement learning based intelligent agent for smart autonomous system of drone in GPS-denied environments,Obstacle avoidance is a fundamental requirement for autonomous drones UAVs which operate in a cluttered and GPS-denied environment. This work explores a deep Reinforcement Learning (DRL) based approach for obstacle avoidance for UAVs in unknown environments. We don't assume a map of the environment a priori but rather rely on our sensor represented by laser scan is mounted on board the UAV. The robot controller achieves obstacle avoidance ability by pre-training in a simulation environment using ROS-Gazebo simulator. The system is based on the recent Deep Q-Network (DQN) framework where a convolution neural network structure was adopted in the Q-value estimation of the Q-learning method. Simulation results show the robustness to different kinds of environments. All of the experiments were performed using the same pre-training deep learning structure. © 2019 The Vertical Flight Society. All rights reserved.,Doukhi O.; Fayjie A.R.; Hossain S.; Deok J.L.,2012,,"7th Asian/Australian Rotorcraft Forum, ARF 2018",Scopus
SCOPUS_0023,SmartCopter: Enabling autonomous flight in indoor environments with a smartphone as on-board processing unit,"Purpose: The authors present a low-cost unmanned aerial vehicle (UAV) for autonomous flight and navigation in GPS-denied environments using an off-the-shelf smartphone as its core on-board processing unit. Thereby, the approach is independent from additional ground hardware and the UAV core unit can be easily replaced with more powerful hardware that simplifies setup updates as well as maintenance. The paper aims to discuss these issues. Design/methodology/approach: The UAV is able to map, locate and navigate in an unknown indoor environment fusing vision-based tracking with inertial and attitude measurements. The authors choose an algorithmic approach for mapping and localization that does not require GPS coverage of the target area; therefore autonomous indoor navigation is made possible. Findings: The authors demonstrate the UAVs capabilities of mapping, localization and navigation in an unknown 2D marker environment. The promising results enable future research on 3D self-localization and dense mapping using mobile hardware as the only on-board processing unit. Research limitations/implications: The proposed autonomous flight processing pipeline robustly tracks and maps planar markers that need to be distributed throughout the tracking volume. Practical implications: Due to the cost-effective platform and the flexibility of the software architecture, the approach can play an important role in areas with poor infrastructure (e.g. developing countries) to autonomously perform tasks for search and rescue, inspection and measurements. Originality/value: The authors provide a low-cost off-the-shelf flight platform that only requires a commercially available mobile device as core processing unit for autonomous flight in GPS-denied areas. © Emerald Group Publishing Limited.",Mossel A.; Leichtfried M.; Kaltenriner C.; Kaufmann H.,2014,10.1108/IJPCC-01-2014-0010,International Journal of Pervasive Computing and Communications,Scopus
SCOPUS_0024,Autonomous long-range navigation in GNSS-denied environment with low-cost UAV platform,"The capability of an Unmanned Aerial Vehicle to navigate in GNSS-denied environments is desired in many situations, especially in situation in which the GNSS signal is not trustable. In this work is presented a solution based on a low-cost UAV platform, that uses a Landmark Recognition algorithm to compensate the inertial sensors errors cumulation, aiming to perform a long-range navigation, independently of GNSS information. The results in a real-time simulation demonstrated the effectiveness of the integration between the UAV control and the computer vision, performing a successful navigation of 20.7 km long at 400 meters high, where the system has been able to estimate the coordinates during the whole route, with an average error lower than 6 meters. © 2018 IEEE.",Kuroswiski A.R.; De Oliveira N.M.F.; Shiguemori E.H.,2018,10.1109/SYSCON.2018.8369592,"12th Annual IEEE International Systems Conference, SysCon 2018 - Proceedings",Scopus
