id,in_master_csv,parsed,chars,thin_text,ate_topic,ate_numeric,ate_numeric_value,ate_numeric_unit,rmse_topic,rmse_numeric,rpe_topic,rpe_numeric,drift_numeric,success_rate_numeric,poserr_numeric,loose_accuracy_phrase,any_accuracy_numeric,snippet
REC_0346,True,True,35097,False,False,False,,,False,False,False,False,False,False,False,True,False,"erate high-dimensional state lattices [12], which are searched usi"
REC_0347,False,True,53197,False,False,False,,,True,False,False,False,False,False,False,True,False,blication 29 June 2023; date of current version 1 August 2023. This work was supported
REC_0362,False,True,34962,False,False,False,,,False,False,False,False,False,False,False,True,False,Barooah further demonstrate the advantages in [3] by conducting a simulat
REC_0363,True,True,33253,False,False,False,,,True,True,False,False,False,False,False,True,True,"m the reference with 2D RMSE of 513.66 m, while the tactical-grad"
REC_0369,True,True,50602,False,False,False,,,False,False,False,False,False,False,True,True,True,"m. The RMS value of the position error is 0.0519 m in x-direction, 0.0428 m"
REC_0388,True,True,193389,False,False,False,,,False,False,False,False,False,False,False,True,False,ation 25 December 2025; date of current version 2 February 2026. This work was supported
REC_0391,True,True,70559,False,False,False,,,True,True,False,False,False,False,True,True,True,"uence. At this time, the RMSE of the CT method was close to 9 m after multiple experimen"
REC_0409,True,True,31650,False,False,False,,,False,False,False,False,False,False,False,True,False,"In these settings, accurate and timely 3D maps are essential for"
REC_0426,True,True,27477,False,False,False,,,False,False,False,False,False,False,False,True,False,state machine and associated inputs are shown in Figure 6 and described in the fol
REC_0438,True,True,25853,False,False,False,,,False,False,False,False,False,False,False,True,False,izontal positional estimates with a standard deviation of 6.5cm have been achieved ex
REC_0444,True,True,37553,False,False,False,,,False,False,False,False,False,False,False,True,False,d to obtain a relative state estimate of other agents. [17] uses computer vision to
REC_0455,True,True,32556,False,False,False,,,True,True,False,False,False,False,False,True,True,60 80 100 -10 -5 0 5 10 RMSE=5.6859m True Position Estimate
REC_0459,True,True,34488,False,False,False,,,False,False,False,False,False,False,False,True,False,e cameras placed approximately 160 degrees apart and four p
REC_0461,False,True,36950,False,False,False,,,False,False,False,False,False,False,False,True,False,"llow for efﬁcient map updates and frequent replanning, which makes 3D navigation Authorized l"
REC_0464,True,True,35256,False,False,False,,,False,False,False,False,False,False,False,True,False,nformation into global state estimates. Figure 2 shows the relative navig
REC_0469,True,True,34856,False,False,False,,,False,False,False,False,True,False,True,True,True,a maximum end effector position error of 0.01m. The second test which
REC_0475,True,True,33306,False,False,False,,,False,False,False,False,False,False,False,True,False,stimate target’s approximate positioning. Thus [11] may gen- erate serious
REC_0481,True,True,46290,False,False,False,,,False,False,False,False,False,False,False,True,False,monstrat- ing reliable state classification and accurate 3D trajectory forecasting.
REC_0485,True,True,38063,False,False,False,,,False,False,False,False,False,False,False,True,False,hat need robust and accurate 6-DOF pose estimations for
REC_0489,True,True,64349,False,False,False,,,False,False,False,False,False,False,False,True,False,"tion February 16, 2022; date of current version May 20, 2022. This work was supported"
REC_0502,True,True,99022,False,True,False,,,True,True,False,False,False,False,True,True,True,solute trajectory error (ATE) metric to estimate posi
REC_0503,True,True,39773,False,False,False,,,True,True,False,False,False,False,True,True,True,"oot-mean- squares error (RMSE) of 0.41 and 0.38 m in the z-direction, impl"
REC_0534,True,True,31882,False,False,False,,,False,False,False,False,False,False,False,True,False,m 50m away and then accurately land on a 1.5m×2m large platform. In summ
REC_0537,True,True,25714,False,False,False,,,False,False,False,False,False,False,False,True,False,"etization, which exacerbates the accumulation of drift over time [6] [7]. Over the years, s"
REC_0544,True,True,41522,False,False,False,,,False,False,False,False,False,False,False,True,False,lication 15 July 2022; date of current version 2 August 2022. This letter was recomme
REC_0572,True,True,27885,False,False,False,,,False,False,False,False,False,False,False,False,False,
REC_0594,True,True,26015,False,False,False,,,True,True,False,False,False,False,False,True,True,root mean square error (RMSE) of HOP is 6.773 m. The errors are quite sm
REC_0598,True,True,18784,False,False,False,,,False,False,False,False,False,False,False,True,False,"n this real-time, video-rate, W-Band (~84-90 GHz) pmmW imager, as re"
REC_0617,True,True,26363,False,False,False,,,False,False,False,False,False,False,False,True,False,in order to achieve accurate 3D positions and velociti
REC_0620,True,True,73652,False,False,False,,,True,True,False,False,False,False,True,True,True,"our methods. The average RMSE of our method is 0.45 m, compared to ORB-SLAM3 0"
REC_0622,True,True,46557,False,False,False,,,False,False,False,False,False,False,False,True,False,epted 28 November 2022. Date of publication 20 December 2022; date of current version
REC_0631,True,True,2129,True,False,False,,,False,False,False,False,False,False,False,False,False,
REC_0639,True,True,29676,False,False,False,,,False,False,False,False,False,False,False,True,False,the class and the associated confidence (Fig. 7). Authorized licensed
REC_0644,True,True,69638,False,False,False,,,False,False,False,False,False,False,False,True,False,"epted 27 December 2025, date of publication 5 January 2026, date of current version"
REC_0647,True,True,46879,False,False,False,,,False,False,False,False,False,False,False,True,False,"and a preampliﬁer integrated in a 18g, cylin- drical package"
REC_0652,True,True,33042,False,False,False,,,False,False,False,False,False,True,False,True,True,"dimensional spaces to locate victims [1]–[4]. However, the unique co"
REC_0656,True,True,48760,False,False,False,,,True,False,False,False,False,False,False,True,False,"accepted 14 April 2026, date of publication 16 April 2026, date of current version"
REC_0687,True,True,22277,False,False,False,,,False,False,False,False,False,False,False,True,False,"el structure which originates from [9]. Indeed, correct model"
REC_0688,True,True,52697,False,False,False,,,False,False,False,False,False,False,False,True,False,"pted December 16, 2019, date of publication December 31, 2019, date of current version"
REC_0693,False,True,11725,False,False,False,,,False,False,False,False,False,False,False,True,False,accuracy). 3) A scaled satellite mock-up (3D printed) is placed at d
REC_0701,True,True,33302,False,False,False,,,True,False,False,False,False,True,False,True,True,iate in smooth and accurate aerial control in the real world [14]. The reward mechanism
REC_0705,True,True,60936,False,False,False,,,False,False,False,False,False,False,True,True,True,posed REFMP maintained a positioning error of less than 0.2 m throughout the simulatio
REC_0706,True,True,37081,False,False,False,,,True,True,False,False,False,False,False,True,True,Root Mean Squared Error (RMSE) of 0.0143 m. To quantitatively evalu
REC_0713,True,True,40456,False,False,False,,,True,False,True,False,False,False,True,True,True,"eves an exceptional mean position error (δ) of 2.6–2.9 cm, validating its capacity"
REC_0716,True,True,34357,False,False,False,,,False,False,False,False,False,False,False,True,False,o overlap. This is elucidated in Fig. 2 where (a) and (b) denote
REC_0719,True,True,24848,False,False,False,,,False,False,False,False,False,False,False,True,False,", p1, p2, p3 can be estimated. It is clear that the 9 variables contain much n"
REC_0752,True,True,37892,False,False,False,,,False,False,False,False,False,False,False,True,False,"1,2, Peter Sarunic3 and Hatem Hmam3 Abstract— This paper stu"
REC_0814,True,True,63435,False,False,False,,,False,False,False,False,False,False,False,True,False,accepted 19 Feb. 2018. Date of publication 1 Mar. 2018; date of current version
REC_0816,True,True,33981,False,False,False,,,True,False,False,False,False,False,False,True,False,ng- Oriented Sampling strategy. The 6-DoF camera pose is then
REC_0824,True,True,50797,False,False,False,,,False,False,False,False,False,False,False,True,False,accepted 26 March 2022. Date of publication 29 March 2022; date of current version
REC_0840,True,True,27603,False,False,False,,,False,False,False,False,False,True,False,True,True,ages Iuav ∈RH×W ×3 and satellite maps Isat ∈RH×W ×3. As illustrated in Fig.
REC_0857,True,True,53828,False,False,False,,,False,False,False,False,False,False,False,True,False,cepted 9 December 2025. Date of publication 17 December 2025; date of current version
REC_0859,True,True,41487,False,False,False,,,False,False,False,False,False,False,False,True,False,data are fused to estimate aircraft motion; 2) precision approach (fli
REC_0866,True,True,37294,False,False,False,,,False,False,False,False,False,False,False,True,False,tal modelling has culminated in these systems [11]. They provide drones w
REC_0870,True,True,32794,False,False,False,,,False,False,False,False,False,False,False,True,False,"(3 km), live video latency (<100 ms), system reliability"
REC_0896,False,True,27584,False,True,True,0.071,m,False,False,False,False,False,False,False,True,True,"erage translation error (ATE) of Hector SLAM is 0.071 m, whereas ATE of Cartogra"
REC_0932,True,True,19929,False,False,False,,,False,False,False,False,False,False,False,True,False,covered with an opaque material so that only 72 LEDs were active. Each
REC_0951,True,True,57994,False,True,False,,,True,False,False,False,False,False,False,True,False,TABLE IV ABLATION STUDY: ATE RMSE (M)/PROCESSING TIME
REC_0960,True,True,38246,False,False,False,,,False,False,False,False,False,False,False,True,False,"initialization of the state error covariance matrix Pt|t−1, where t denotes the dis"
REC_0961,True,True,37708,False,False,False,,,True,False,False,False,False,False,False,True,False,"code and the attribute latent code, as shown in Fig. 2(b), we swap the shape la"
REC_0973,True,True,29126,False,False,False,,,False,False,False,False,False,False,False,True,False,"ny landmark should be greater than p units, and (3) the number of landmarks"
REC_0981,True,True,24767,False,False,False,,,False,False,False,False,False,False,False,True,False,st experiments with GPS date back to the early 1970s. The missions carried o
REC_0986,True,True,34964,False,False,False,,,True,False,False,False,False,False,False,True,False,"ion can be used to calculate rotation matrix, Rγβ ∈SO(3), Rγβ(qγ β) = qs −q⊺ v"
REC_0993,True,True,86107,False,False,False,,,False,False,False,False,True,False,False,True,True,"from the ﬁgure, the ﬁnal drift after more than 60 m of ﬂight is less than 0."
REC_0994,True,True,26555,False,False,False,,,False,False,False,False,False,False,True,True,True,from AprilTags. The localization error will be higher than 30 cm if the UAV is flying fu
REC_0995,False,True,23119,False,False,False,,,False,False,False,False,False,False,False,True,False,igation system is illustrated in Figure 2. An image feature point
REC_1001,True,True,79978,False,False,False,,,False,False,False,False,False,False,False,True,False,"sensor, a robot can estimate 2D pose and heading throug"
REC_1002,False,True,33658,False,False,False,,,False,False,False,False,False,False,False,True,False,of this paper are illustrated as follows: 1) combination of 2D map and geo-registered
REC_1006,True,True,65856,False,False,False,,,False,False,False,False,False,False,False,True,False,source cost in consoli- dated summaries in Tables 3 and 4. This survey further dis
REC_1007,True,True,64399,False,False,False,,,True,True,False,False,False,False,False,True,True,proposed method achieves RMSE values between 1.83 and 2.86 m (average 2.23 m) and yie
REC_1011,False,True,46519,False,False,False,,,False,False,False,False,False,False,True,True,True,"with an average final 2D localization error of 13m, and the vision system d"
REC_1014,False,True,60649,False,False,False,,,True,True,False,False,True,False,True,True,True,local- ization accuracy (RMSE 0.85 m). What are the implicati
REC_1017,False,True,36163,False,False,False,,,False,False,False,False,False,False,True,True,True,"ap >90%, and the average positioning error is 3.1 m (<0.387% of the height)"
REC_1018,True,True,89180,False,False,False,,,False,False,False,False,False,False,False,True,False,often suffer from rapid drift in position estimates (Chen et al. 2018b; Li et al. 2012). To mi
REC_1019,False,True,123227,False,False,False,,,True,True,False,False,False,False,False,True,True,"n baselines, the average RMSE of similar algorithms is about 4.55 m, and the line feature ex"
REC_1021,False,True,37910,False,False,False,,,False,False,False,False,False,False,False,True,False,some also requiring accurate altitude or 6 degrees-of-freedom (DoF)
REC_1023,False,True,58791,False,False,False,,,True,False,False,False,False,False,False,True,False,"n satellites (e.g., GPS satellites orbit at over 20,000 km), their signals are w"
REC_1025,True,True,136222,False,False,False,,,True,True,False,False,False,False,True,True,True,al results show that the RMSE of the 3D-positioning equals to 36 cm with one anchor node inv
REC_1026,False,True,87615,False,False,False,,,True,True,False,False,False,False,False,True,True,"-MAP achieves the lowest RMSE of 0.1634 m, followed by SMACOF with"
REC_1028,True,True,22767,False,False,False,,,False,False,False,False,False,False,False,True,False,"ventional study of integrated navigation system is shown in [9]. In [9], an unscented K"
REC_1029,False,True,36021,False,False,False,,,False,False,False,False,False,False,False,True,False,d reduce the risks associated with human intervention [1]. The growing availabili
REC_1032,False,True,67209,False,False,False,,,True,True,False,False,False,False,False,True,True,"IO, the overall position RMSE is 0.169 m with a position error pe"
REC_1034,True,True,32594,False,False,False,,,True,True,False,False,False,False,False,True,True,signal outage lead to a RMSE error of 1.2m in both North and East d
REC_1043,False,True,50803,False,False,False,,,True,True,False,False,False,False,False,True,True,"m D reduces the position RMSE from 24.54 m to 17.88 m, the velocity"
REC_1044,False,True,50410,False,True,False,,,False,False,False,False,False,False,False,True,False,rajectory error (RTE and ATE) metrics confirms its ro
REC_1046,False,True,103510,False,False,False,,,True,False,False,False,False,False,False,True,False,"e improvement of approximately 4.51%–9.31% in F-score, reaching up"
REC_1048,False,True,49001,False,False,False,,,True,False,False,False,False,False,True,True,True,ng real flight data. The position error within 30 s (about 600 m flying) in the horizonta
REC_1049,True,True,32501,False,False,False,,,False,False,False,False,False,False,False,True,False,"ity at ˙xb = 0 m/s, and lateral velocity at ˙yb = ±0.6 m/s, respectively. Obser"
REC_1055,False,True,25237,False,False,False,,,False,False,False,False,False,False,False,True,False,is threshold that calculated by the equation (15) = / s near all p n n 
REC_1059,False,True,39848,False,False,False,,,True,True,False,False,False,False,False,True,True,Root Mean Square Error (RMSE) reached 415 m and 450 m in the north a
REC_1063,False,True,25856,False,False,False,,,False,False,False,False,False,False,False,True,False,"ker and any perfect estimate would also lie at [r, θ] = [1, 0]. As can be seen by the"
REC_1067,False,True,77803,False,False,False,,,False,False,False,False,False,False,False,True,False,"ction"" (2024). All Graduate Theses and Dissertations, Fall 2023 to Present. 213. https:"
REC_1069,False,True,56777,False,False,False,,,True,True,False,False,False,False,False,True,True,"nstance, in Group 1, the RMSE of Method 4 is 4.16 m, which is a reduction of"
REC_1080,False,True,92208,False,False,False,,,True,False,False,False,False,False,False,True,False,"ework overview As illustrated in Fig. 1, the Parametric GBDTpose"
REC_1083,False,True,72543,False,False,False,,,True,False,False,False,False,False,False,True,False,"mismatches, where 1 indicates a successful match and 0 indicates a failed match"
REC_1084,False,True,97267,False,False,False,,,True,True,False,False,True,False,False,True,True,system achieved a mean RMSE of 2.94 m and demonstrated strong
REC_1085,False,True,123384,False,False,False,,,False,False,False,False,False,False,False,True,False,r the features and associated 3D points. With respect to
REC_1095,False,True,80994,False,False,False,,,True,True,False,False,False,False,False,True,True,"to the half, getting an RMSE error of around 5 cm. Sensors 2017, 17, 802"
REC_1096,False,True,86669,False,False,False,,,True,True,False,False,False,False,False,True,True,"radation with an average RMSE of 19.47 m, which is more than trip"
REC_1103,True,True,19978,False,False,False,,,False,False,False,False,False,False,False,True,False,. The overview of coordinate systems are shown in Fig. 1. The ﬁrst coordinate sys
REC_1105,True,True,31267,False,False,False,,,False,False,False,False,False,False,False,False,False,
REC_1106,False,True,67328,False,False,False,,,True,True,False,False,False,False,False,True,True,root-mean-square error (RMSE) of 0.437 m. This work provides a ro
REC_1107,False,True,80779,False,False,False,,,False,False,False,False,False,False,False,True,False,• The framework is validated on a 2800 km2 semi-physical testbed us
REC_1110,False,True,38781,False,False,False,,,False,False,False,False,False,False,False,True,False,localization that integrates data from a 3D light detection and ran
REC_1114,False,True,130823,False,False,False,,,False,False,False,False,False,False,False,True,False,) without precise coordinates [22]. Singh and Sujit demon
REC_1115,False,True,66690,False,False,False,,,True,False,False,False,False,False,True,True,True,ercentage of frames with position error < 10 m). For statistical eval-
REC_1116,False,True,71175,False,False,False,,,True,True,False,False,True,False,True,True,True,"ment, with a translation RMSE of 5.9 cm and a rotation RMSE of 2"
REC_1118,False,True,52851,False,True,False,,,True,False,False,False,True,False,False,True,True,uare Error) to calculate ATE (absolute trajectory err
REC_1123,False,True,75130,False,True,False,,,True,False,False,False,False,False,True,True,True,solute trajectory error (ATE) by comparing the estima
REC_1130,False,True,34192,False,False,False,,,False,False,False,False,False,False,False,True,False,urpass the accuracy of state-of-the-art ORB-SLAM2 algo- R. Jureviˇcius Vil
REC_1132,True,True,53138,False,False,False,,,False,False,False,False,False,False,False,True,False,"this scenario (system state defined by equation 9), some extra results are"
REC_1135,False,True,55097,False,False,False,,,False,False,False,False,False,False,True,True,True,mous localization with a positioning error of around 13 m without knowing the exac
REC_1137,True,True,26871,False,False,False,,,False,False,False,False,False,False,False,True,False,"lied, and the range of rate limiter is ±0.5. In the next section,"
REC_1140,False,True,108627,False,False,False,,,True,True,False,False,False,False,False,True,True,"t error, with an average RMSE of 1.378 m in sunny conditions and"
REC_1142,False,True,70019,False,False,False,,,True,True,False,False,False,False,True,True,True,and achieves a position RMSE of 0.2584 m in the difficult flight
REC_1146,True,True,35229,False,False,False,,,True,False,False,False,False,False,False,True,False,signal) is used to calculate the velocity as shown in equation (2). 𝑅= 𝑐0 △𝑡 2 (1) Whe
REC_1148,True,True,51934,False,False,False,,,False,False,False,False,False,False,True,True,True,") measurements, reducing localization error to 12.8 cm. While promising in stru"
REC_1150,False,True,48714,False,True,False,,,False,False,False,False,True,False,True,True,True,only for evaluation (MLE/ATE) and visualization; GNSS
REC_1159,True,True,73339,False,False,False,,,False,False,False,False,False,False,False,True,False,"ter Engineering, Utah State University, 4120 Old Main Hill, Logan, U"
REC_1160,False,True,42366,False,False,False,,,False,False,False,False,False,False,False,True,False,"Bluetooth [16], and a greater range than Bluetooth [8]. UWB technology feature"
REC_1163,False,True,78289,False,False,False,,,True,True,False,False,False,False,False,True,True,root mean square error (RMSE) ranging between approximately 1 to 5 m across multiple traject
REC_1165,False,True,93037,False,False,False,,,True,False,False,False,False,False,True,True,True,"exhibit relatively small localization errors, ranging from approximately 5 cm to 0.4 m. However, this"
REC_1167,False,True,56322,False,False,False,,,False,False,False,False,False,False,False,True,False,tive scenarios is illustrated in Figure 1. Figure 1. Typical sce
REC_1171,False,True,98115,False,True,False,,,False,False,False,False,False,False,False,True,False,he curves of the errors (ATE) of the trajectory’s dis
REC_1172,False,True,27322,False,False,False,,,False,False,False,False,False,False,True,True,True,id. The RMS-value of the position errors is 25.0 cm and their arithmetic mea
REC_1175,False,True,22585,False,False,False,,,True,True,False,False,False,False,False,True,True,ing conditions. The low RMSE (7.39 cm) on the second dataset
REC_1178,False,True,35361,False,False,False,,,False,False,False,False,False,False,False,True,False,and a global map is generated in [8]. In digital constructio
REC_1185,False,True,74524,False,False,False,,,True,True,False,False,False,False,False,True,True,"ther reduces the average RMSE to 2.85 m, corresponding Fig. 6."
REC_1186,False,True,22628,False,False,False,,,False,False,False,False,False,False,False,True,False,". The swarm is ﬁrst initiated with constants c1, c2 and w. A path from start"
REC_1187,False,True,43950,False,False,False,,,False,False,False,False,False,False,False,True,False,"trol (Level 8), Group strategic goals (Level 9) and fully autonomous sy"
REC_1189,False,True,73600,False,False,False,,,False,False,False,False,False,False,False,True,False,e most used sensor for state estimation in aerial vehicles [32]. In B Gabriele Roggi ga
REC_1190,False,True,156264,False,False,False,,,False,False,False,False,False,False,False,True,False,"eal trajectory is integrated at 500 Hz, the sensors and navi"
REC_1191,False,True,29294,False,False,False,,,True,True,False,False,False,False,False,True,True,"is shown in Fig. 5. The RMSE for the entire position prediction is about 5.84cm, whereas, for the networ"
