id,title,year,source,doi,venue,in_priority_300,priority_rank,done_Y_N,pdf_filename,pdf_present,in_extracted_master,extraction_pending,status,remarks
REC_0701,Vision-Based Autonomous Drone Navigation Using Deep Reinforcement Learning,2026,IEEE_Xplore,10.1109/ESCI68015.2026.11493377,,Y,24,Y,REC_0701.pdf,Y,Y,N,OK_fully_integrated,Y - PDF present in 05_papers_fulltext/REC_0701.pdf
REC_0705,Recursive Extended Finite-Memory Positioning Algorithm for Robust UAV Positioning in GNSS-Denied Environment,2026,IEEE_Xplore,10.1109/JIOT.2025.3629868,,Y,25,Y,REC_0705.pdf,Y,Y,N,OK_fully_integrated,Y - PDF present in 05_papers_fulltext/REC_0705.pdf
REC_0713,Autonomous UAV Pipeline Landing via Depth-LiDAR Fusion in GNSS-Denied Refineries,2026,IEEE_Xplore,10.1109/LRA.2026.3662655,,Y,26,Y,REC_0713.pdf,Y,Y,N,OK_fully_integrated,Y - PDF present in 05_papers_fulltext/REC_0713.pdf
REC_0816,Feature 3D Gaussian Splatting for UAV-to-Ship Pose Estimation in GNSS-Denied Environments,2026,IEEE_Xplore,10.1109/ICUAS69441.2026.11598627,,Y,27,Y,REC_0816.pdf,Y,Y,N,OK_fully_integrated,Y - PDF present in 05_papers_fulltext/REC_0816.pdf
REC_0840,GPS-Denied Drone Navigation via Cross-Domain Keypoint Matching,2026,IEEE_Xplore,10.1109/ICIP61757.2026.11630202,,Y,28,Y,REC_0840.pdf,Y,Y,N,OK_fully_integrated,Y - PDF present in 05_papers_fulltext/REC_0840.pdf
REC_0857,SwarmRaft: Leveraging Consensus for Robust Drone Swarm Coordination in GNSS-Degraded Environments,2026,IEEE_Xplore,10.1109/JIOT.2025.3645453,,Y,29,Y,REC_0857.pdf,Y,Y,N,OK_fully_integrated,Y - PDF present in 05_papers_fulltext/REC_0857.pdf
REC_0870,"Recent Trends, Techniques, and Applications of AI Based Autonomous Drones",2026,IEEE_Xplore,10.1109/ICEI65890.2026.11447876,,Y,30,Y,REC_0870.pdf,Y,Y,N,OK_fully_integrated,Y - PDF present in 05_papers_fulltext/REC_0870.pdf
REC_0951,PSS-LIO A Computationally Efficient LiDAR-Inertial Odometry Framework for UAV Building Inspection via Geometric Predictability and Structure Prior Learning,2026,IEEE_Xplore,10.1109/TIM.2026.3709427,,Y,31,Y,REC_0951.pdf,Y,Y,N,OK_fully_integrated,Y - PDF present in 05_papers_fulltext/REC_0951.pdf
REC_1006,A comprehensive survey on autonomous UAV navigation and control systems,2026,Scopus,10.1007/s40435-026-02068-3,,Y,32,Y,REC_1006.pdf,Y,Y,N,OK_fully_integrated,Y - PDF present in 05_papers_fulltext/REC_1006.pdf
REC_1007,Robust geo-localization of UAVSAR in GPS-Denied environments using deep cross-modality matching with google Earth imagery,2026,Scopus,10.1007/s12518-026-00694-2,,Y,33,Y,REC_1007.pdf,Y,Y,N,OK_fully_integrated,Y - PDF present in 05_papers_fulltext/REC_1007.pdf
REC_1014,Cooperative UAV Swarm Communication Networks for Rapid Disaster Assessment in GPS-Denied Environments,2026,Scopus,10.3390/drones10050355,,Y,34,Y,REC_1014.pdf,Y,N,Y,PDF_present_master_missing,Y - PDF present in 05_papers_fulltext/REC_1014.pdf
REC_1018,OPsCV: A Robust Framework for Aerial Navigation under Global Positioning System Denied Conditions,2026,Scopus,10.1590/jatm.v18.1413,,Y,35,Y,REC_1018.pdf,Y,Y,N,OK_fully_integrated,Y - PDF present in 05_papers_fulltext/REC_1018.pdf
REC_1019,Multi-Sensor Fusion SLAM for Interceptor UAVs in GNSS-Denied Environments: A Review,2026,Scopus,10.1109/JSEN.2026.3720978,,Y,36,Y,REC_1019.pdf,Y,N,Y,PDF_present_master_missing,Y - PDF present in 05_papers_fulltext/REC_1019.pdf
REC_1023,A Hybrid Drone SINS/GNSS Information Fusion Method Based on Attention-Augmented TCN in GNSS-Denied Environments,2026,Scopus,10.3390/rs18091379,,Y,37,Y,REC_1023.pdf,Y,N,Y,PDF_present_master_missing,Y - PDF present in 05_papers_fulltext/REC_1023.pdf
REC_1026,Indoor UAV Localization via Multi-Anchor One-Shot Calibration and Factor Graph Fusion,2026,Scopus,10.3390/rs18091407,,Y,38,Y,REC_1026.pdf,Y,N,Y,PDF_present_master_missing,Y - PDF present in 05_papers_fulltext/REC_1026.pdf
REC_1029,A Localization Strategy for Low-cost UAVs Sewers Inspection,2026,Scopus,10.1109/SII64115.2026.11404663,,Y,39,Y,REC_1029.pdf,Y,N,Y,PDF_present_master_missing,Y - PDF present in 05_papers_fulltext/REC_1029.pdf
REC_1032,Synchronized Multi-Directional FMCW mmWave Radar–Inertial Odometry: Robust Positioning and Autonomous Navigation Experiments for UAVs in Low-Light Indoor Environments,2026,Scopus,10.3390/drones10020120,,Y,40,Y,REC_1032.pdf,Y,N,Y,PDF_present_master_missing,Y - PDF present in 05_papers_fulltext/REC_1032.pdf
REC_1035,An improved selective correction adaptive particle filter-based cooperative navigation algorithm for UAV swarms in GNSS-denied areas,2026,Scopus,10.1088/1361-6501/ae65bc,,Y,41,N,NONE,N,N,N,Truly_pending,N - Pending download from Scopus (DOI: 10.1088/1361-6501/ae65bc)
REC_1043,Consistent-Innovation-Aided Distributed Cooperative Localization for Multi-UAV Navigation in GNSS-Denied Environments,2026,Scopus,10.3390/rs18142286,,Y,42,Y,REC_1043.pdf,Y,N,Y,PDF_present_master_missing,Y - PDF present in 05_papers_fulltext/REC_1043.pdf
REC_1044,Magnetometer-based enhanced visual-inertial odometry for reliable long-range navigation in GNSS-denied high-altitude environment,2026,Scopus,10.1016/j.ast.2026.112673,,Y,43,Y,REC_1044.pdf,Y,N,Y,PDF_present_master_missing,Y - PDF present in 05_papers_fulltext/REC_1044.pdf
REC_1046,A UAV scene matching method based on triplet relationship and sliding mode control for GPS-denied environments,2026,Scopus,10.1016/j.measurement.2026.120581,,Y,44,Y,REC_1046.pdf,Y,N,Y,PDF_present_master_missing,Y - PDF present in 05_papers_fulltext/REC_1046.pdf
REC_1051,Autonomous vision-based UAV localization and optimization-based path planning in GPS-denied environments: a review,2026,Scopus,10.1088/2631-8695/ae305b,,Y,45,N,NONE,N,N,N,Truly_pending,N - Pending download from Scopus (DOI: 10.1088/2631-8695/ae305b)
REC_1069,UAV–UGV Collaborative Localization in GNSS-Denied Large-Scale Environments: An Anchor-Free VIO–UWB Fusion with Adaptive Weighting and Outlier Suppression,2026,Scopus,10.3390/drones10030175,,Y,46,Y,REC_1069.pdf,Y,N,Y,PDF_present_master_missing,Y - PDF present in 05_papers_fulltext/REC_1069.pdf
REC_1080,Adaptive neural pose regression enabled by updatable graphics-based digital twin for robust UAV localization in GPS-denied civil infrastructure,2026,Scopus,10.1016/j.robot.2026.105570,,Y,47,Y,REC_1080.pdf,Y,N,Y,PDF_present_master_missing,Y - PDF present in 05_papers_fulltext/REC_1080.pdf
REC_1083,GNSS-Denied UAV Terrain Matching Navigation Based on the Autoencoder Network with Contrastive Learning,2026,Scopus,10.3390/drones10050339,,Y,48,Y,REC_1083.pdf,Y,N,Y,PDF_present_master_missing,Y - PDF present in 05_papers_fulltext/REC_1083.pdf
REC_1084,CLAK:CNN-LSTM-Attention and Kolmogorov-Arnold Networks for non-visual UAV localization in GNSS-denied environments,2026,Scopus,10.1186/s43020-026-00192-1,,Y,49,Y,REC_1084.pdf,Y,N,Y,PDF_present_master_missing,Y - PDF present in 05_papers_fulltext/REC_1084.pdf
REC_1092,Efficient SLAM Algorithm Based on Quaternions for Real-Time Navigation of Unmanned Aerial Vehicles,2026,Scopus,10.1002/ett.70386,,Y,50,N,NONE,N,N,N,Truly_pending,N - Pending download from Scopus (DOI: 10.1002/ett.70386)
REC_1096,DTVIRM-Swarm: A Distributed and Tightly Integrated Visual-Inertial-UWB-Magnetic System for Anchor Free Swarm Cooperative Localization,2026,Scopus,10.3390/drones10010049,,Y,51,Y,REC_1096.pdf,Y,N,Y,PDF_present_master_missing,Y - PDF present in 05_papers_fulltext/REC_1096.pdf
REC_1099,Machine Learning-Based UAV Localization for Under-Structure Sensor Deployment in GPS-Denied Environments,2026,Scopus,10.1117/12.3089966,,Y,52,N,NONE,N,N,N,Truly_pending,N - Pending download from Scopus (DOI: 10.1117/12.3089966)
REC_1106,Adaptive Particle Filter-Neural Network Fusion for Cooperative Localization of Multi-UAV Systems in GNSS-Denied Indoor Environments,2026,Scopus,10.3390/computers15030172,,Y,53,Y,REC_1106.pdf,Y,N,Y,PDF_present_master_missing,Y - PDF present in 05_papers_fulltext/REC_1106.pdf
REC_1107,Multi-UAV Cooperative Localization in Pseudolite-Augmented GNSS-Denied Regions: An Anomaly-Resilient Adaptive Kalman Filter with Group Covariance Compensation,2026,Scopus,10.3390/drones10060460,,Y,54,Y,REC_1107.pdf,Y,N,Y,PDF_present_master_missing,Y - PDF present in 05_papers_fulltext/REC_1107.pdf
REC_1110,Cross-Session 3D LiDAR and Camera Fusion for Robust Localization of Unmanned Aerial Vehicles in GPS-Denied Environments,2026,Scopus,10.1155/joro/9948104,,Y,55,Y,REC_1110.pdf,Y,N,Y,PDF_present_master_missing,Y - PDF present in 05_papers_fulltext/REC_1110.pdf
REC_1114,I-NAV: Inverse Navigation for questionnaire-based geolocation in GPS-denied environments,2026,Scopus,10.1016/j.array.2026.100978,,Y,56,Y,REC_1114.pdf,Y,N,Y,PDF_present_master_missing,Y - PDF present in 05_papers_fulltext/REC_1114.pdf
REC_1115,SWA-PF: Semantic-weighted adaptive particle filter for memory-efficient 4-DoF UAV localization in GNSS-denied environments,2026,Scopus,10.1016/j.patcog.2026.114522,,Y,57,Y,REC_1115.pdf,Y,N,Y,PDF_present_master_missing,Y - PDF present in 05_papers_fulltext/REC_1115.pdf
REC_1116,Development of a Visual SLAM-Based Autonomous UAV System for Greenhouse Plant Monitoring,2026,Scopus,10.3390/drones10030205,,Y,58,Y,REC_1116.pdf,Y,N,Y,PDF_present_master_missing,Y - PDF present in 05_papers_fulltext/REC_1116.pdf
REC_1123,A Novel Scene-Matching Positioning Approach for Low-Altitude UAVs Considering Elevation Differences in Satellite Images,2026,Scopus,10.1109/JIOT.2026.3664077,,Y,59,Y,REC_1123.pdf,Y,N,Y,PDF_present_master_missing,Y - PDF present in 05_papers_fulltext/REC_1123.pdf
REC_1124,Real-Time Elevation and Orientation-Aware Visual Localization for GNSS-Denied Drone Navigation,2026,Scopus,10.3390/drones10060445,,Y,60,N,NONE,N,N,N,Truly_pending,N - Pending download from Scopus (DOI: 10.3390/drones10060445)
REC_1131,Enhancing UAV Autonomy and Path Optimization Through SBAS and Visual-Inertial Odometry; [Mejora de la autonomía de UAV y optimización de trayectorias mediante odometría visual–inercial integrada con SBAS],2026,Scopus,10.15446/ing.investig.119122,,Y,61,N,NONE,N,N,N,Truly_pending,N - Pending download from Scopus (DOI: 10.15446/ing.investig.119122)
REC_1134,A Decision-Making Framework for Autonomous Aerial Vehicles in Responding to GPS Loss,2026,Scopus,10.2514/6.2026-1992,,Y,62,N,NONE,N,N,N,Truly_pending,N - Pending download from Scopus (DOI: 10.2514/6.2026-1992)
REC_1142,Dual Quaternion-Based Unscented Kalman Filter with Visual Inertial Odometry for navigation in GPS-denied environments,2026,Scopus,10.1016/j.measurement.2026.121964,,Y,63,Y,REC_1142.pdf,Y,N,Y,PDF_present_master_missing,Y - PDF present in 05_papers_fulltext/REC_1142.pdf
REC_1143,Multi-Robot Cooperative 3D Frontier Exploration Using Stereo Camera Based Mapping in GPS-Denied Environments,2026,Scopus,10.2514/6.2026-0859,,Y,64,N,NONE,N,N,N,Truly_pending,N - Pending download from Scopus (DOI: 10.2514/6.2026-0859)
REC_1149,Simultaneous Localization and Mapping using Sensor Fusion for UAV Navigation in GPS-Denied Environments,2026,Scopus,10.2514/6.2026-0855,,Y,65,N,NONE,N,N,N,Truly_pending,N - Pending download from Scopus (DOI: 10.2514/6.2026-0855)
REC_1150,NaviLoc: Trajectory-Level Visual Localization for GNSS-Denied UAV Navigation,2026,Scopus,10.3390/drones10020097,,Y,66,Y,REC_1150.pdf,Y,N,Y,PDF_present_master_missing,Y - PDF present in 05_papers_fulltext/REC_1150.pdf
REC_1163,A comparative study of TERCOM-EKF and ViSensorRF for UAV localization in GNSS-denied environments,2026,Scopus,10.1016/j.rineng.2025.108279,,Y,67,Y,REC_1163.pdf,Y,N,Y,PDF_present_master_missing,Y - PDF present in 05_papers_fulltext/REC_1163.pdf
REC_1164,Lightweight and accurate infrared rangefinder-fused LiDAR-inertial localization for UAV-based bridge inspection in GPS-denied environments,2026,Scopus,10.1016/j.measurement.2025.118983,,Y,68,N,NONE,N,N,N,Truly_pending,N - Pending download from Scopus (DOI: 10.1016/j.measurement.2025.118983)
REC_1165,UAV Localization in GPS-Denied Environments: A Review,2026,Scopus,10.1109/TSMC.2026.3708505,,Y,69,Y,REC_1165.pdf,Y,N,Y,PDF_present_master_missing,N - Pending download from Scopus (DOI: 10.1109/TSMC.2026.3708505)
REC_1167,APF-Driven Lightweight UAV Swarm Trajectory Optimization in GNSS-Denied Air–Terrestrial Navigation,2026,Scopus,10.3390/electronics15061207,,Y,70,Y,REC_1167.pdf,Y,N,Y,PDF_present_master_missing,Y - PDF present in 05_papers_fulltext/REC_1167.pdf
REC_1171,"LiDAR-Based Multi-Modal UAV Navigation Dataset for Robust Benchmarking in Complex-Structured, GNSS-Denied Industrial Environments",2026,Scopus,10.3390/drones10080611,,Y,71,Y,REC_1171.pdf,Y,N,Y,PDF_present_master_missing,Y - PDF present in 05_papers_fulltext/REC_1171.pdf
REC_1175,Deep Learning for Autonomous UAV Navigation: Multi-Modal Visual-Inertial Pose Estimation in GPS-Denied Environments,2026,Scopus,10.5194/isprs-annals-X-4-W8-2025-389-2026,,Y,72,Y,REC_1175.pdf,Y,N,Y,PDF_present_master_missing,Y - PDF present in 05_papers_fulltext/REC_1175.pdf
REC_1185,UAV swarm distributed cooperative localization in GNSS-denied environments: an ICMC and ACPM Fusion approach,2026,Scopus,10.1016/j.adhoc.2026.104363,,Y,73,Y,REC_1185.pdf,Y,N,Y,PDF_present_master_missing,N - Pending download from Scopus (DOI: 10.1016/j.adhoc.2026.104363)
REC_1208,Energy-Aware Adaptive Communication Topology with Edge-AI Navigation for UAV Swarms in GNSS-Denied Environments,2026,Scopus,10.3390/drones10040273,,Y,74,Y,REC_1208.pdf,Y,N,Y,PDF_present_master_missing,Y - PDF present in 05_papers_fulltext/REC_1208.pdf
REC_1216,A Two-Stage Residual Extended Kalman Filter using Extreme Gradient Boosting and Kolmogorov–Arnold Networks for terrain-aided Unmanned Aerial Vehicle Localization in Global Navigation Satellite System-denied environments,2026,Scopus,10.1016/j.engappai.2026.114430,,Y,75,Y,REC_1216.pdf,Y,N,Y,PDF_present_master_missing,N - Pending download from Scopus (DOI: 10.1016/j.engappai.2026.114430)
REC_1223,"uVGS-2: The Micro Video Guidance Sensor: A 6-DoF Robust Pose Estimator for Autonomous Proximity Maneuvers in Drones, Spacecraft and Mobile Robot Navigation",2026,Scopus,10.3390/drones10070535,,Y,76,Y,REC_1223.pdf,Y,N,Y,PDF_present_master_missing,Y - PDF present in 05_papers_fulltext/REC_1223.pdf
REC_1235,Autonomous Positioning System for UAV Scene Matching Under GNSS-Denied Environments,2026,Scopus,10.3233/ATDE260245,,Y,77,Y,REC_1235.pdf,Y,N,Y,PDF_present_master_missing,Y - PDF present in 05_papers_fulltext/REC_1235.pdf
REC_1243,Adaptive Formation Control of UAVs near Structures for Robust Localization and Efficient Task Execution,2026,Scopus,10.20965/jrm.2026.p0907,,Y,78,Y,REC_1243.pdf,Y,N,Y,PDF_present_master_missing,N - Pending download from Scopus (DOI: 10.20965/jrm.2026.p0907)
REC_1248,Gradient perception approach: Mapless INS/geomagnetic combined navigation in GPS-denied environments,2026,Scopus,10.1016/j.measurement.2026.122761,,Y,79,Y,REC_1248.pdf,Y,N,Y,PDF_present_master_missing,N - Pending download from Scopus (DOI: 10.1016/j.measurement.2026.122761)
REC_1252,Artificial Intelligence-Based Decision Support System for UAV Control in a Simulated Environment,2026,Scopus,10.3390/s26082436,,Y,80,Y,REC_1252.pdf,Y,N,Y,PDF_present_master_missing,Y - PDF present in 05_papers_fulltext/REC_1252.pdf
REC_1253,Real-Time Autonomous UAV Navigation with SLAM-Based Mapping and Direction-Oriented Exploration in Forest-like GNSS-Denied Scenarios,2026,Scopus,10.3390/drones10060399,,Y,81,Y,REC_1253.pdf,Y,N,Y,PDF_present_master_missing,Y - PDF present in 05_papers_fulltext/REC_1253.pdf
REC_1274,Integrated Air–Ground Robotic System for Autonomous Post-Blast Operations in GNSS-Denied Tunnels,2026,Scopus,10.3390/rs18081133,,Y,82,Y,REC_1274.pdf,Y,N,Y,PDF_present_master_missing,Y - PDF present in 05_papers_fulltext/REC_1274.pdf
REC_1277,A Physics-Guided Aeromagnetic Interference Compensation Method for Geomagnetic Sensing in GNSS-Denied UAV Swarm Systems,2026,Scopus,10.3390/drones10040252,,Y,83,Y,REC_1277.pdf,Y,N,Y,PDF_present_master_missing,Y - PDF present in 05_papers_fulltext/REC_1277.pdf
REC_1281,Learning to Navigate and Track: A Decentralized RL Framework for UAV Operations in GNSS-Denied Terrain,2026,Scopus,10.1007/978-3-032-11402-0_23,,Y,84,N,NONE,N,N,N,Truly_pending,N - Pending download from Scopus (DOI: 10.1007/978-3-032-11402-0_23)
REC_1295,Digital Twin Approach for Drift-Free UAV Localization in GPS-Denied Environments,2026,Scopus,10.1061/JCCEE5.CPENG-7010,,Y,85,Y,REC_1295.pdf,Y,N,Y,PDF_present_master_missing,Y - PDF present in 05_papers_fulltext/REC_1295.pdf
REC_1302,Federated Energy-Aware Deep Reinforcement Learning for GNSS-Independent Swarm UAV Autonomy †,2026,Scopus,10.3390/electronics15143064,,Y,86,Y,REC_1302.pdf,Y,N,Y,PDF_present_master_missing,Y - PDF present in 05_papers_fulltext/REC_1302.pdf
REC_1304,Formation-Constrained Cooperative Localization for UAV Swarms in GNSS-Denied Environments,2026,Scopus,10.3390/s26061984,,Y,87,Y,REC_1304.pdf,Y,N,Y,PDF_present_master_missing,Y - PDF present in 05_papers_fulltext/REC_1304.pdf
REC_1309,Vision-Based Unmanned Aerial Vehicle Swarm Cooperation and Online Point-Cloud Registration for Global Localization in Global Navigation Satellite System-Intermittent Environments,2026,Scopus,10.3390/drones10010065,,Y,88,Y,REC_1309.pdf,Y,N,Y,PDF_present_master_missing,Y - PDF present in 05_papers_fulltext/REC_1309.pdf
REC_1341,Consensus and Quantum Particle Swarm Optimization-Based Cooperative Navigation Method,2026,Scopus,10.1007/978-981-95-3025-0_38,,Y,89,N,NONE,N,N,N,Truly_pending,N - Pending download from Scopus (DOI: 10.1007/978-981-95-3025-0_38)
REC_1365,Coordination and Planning Algorithms for a UAS Fleet in GPS-Denied Environments,2026,Scopus,10.2514/6.2026-1091,,Y,90,N,NONE,N,N,N,Truly_pending,N - Pending download from Scopus (DOI: 10.2514/6.2026-1091)
REC_1393,ST-DCL: A Spatio-Temporally Decoupled Cooperative Localization Method for Dynamic Drone Swarms,2026,Scopus,10.3390/drones10010069,,Y,91,Y,REC_1393.pdf,Y,N,Y,PDF_present_master_missing,Y - PDF present in 05_papers_fulltext/REC_1393.pdf
REC_1399,Adaptive Texture-Aware Pixel Selection for Robust Direct Visual Odometry in UAV Navigation,2026,Scopus,10.1109/ICUAS69441.2026.11598726,,Y,92,Y,REC_1399.pdf,Y,N,Y,PDF_present_master_missing,Y - PDF present in 05_papers_fulltext/REC_1399.pdf
REC_1412,Collision Avoidance for a Hexacopter Using Deep Learning and IMU in a GPS-Denied Environment,2026,Scopus,10.1007/s12555-026-00052-3,,Y,93,N,NONE,N,N,N,Truly_pending,N - Pending download from Scopus (DOI: 10.1007/s12555-026-00052-3)
REC_1435,UAV-Assisted Collaborative Positioning in GNSS-Denied Environments,2026,Scopus,10.5194/isprs-archives-XLIX-B1-2026-41-2026,,Y,94,Y,REC_1435.pdf,Y,N,Y,PDF_present_master_missing,Y - PDF present in 05_papers_fulltext/REC_1435.pdf
REC_1439,3D map and mmWave radar-based self-localization for UAVs in GNSS-denied environments,2026,Scopus,10.1016/j.vehcom.2025.100986,,Y,95,Y,REC_1439.pdf,Y,N,Y,PDF_present_master_missing,Y - PDF present in 05_papers_fulltext/REC_1439.pdf
REC_1452,Monocular Vision-Based Navigation for UAVs in Dynamic Environments,2026,Scopus,10.2514/6.2026-1960,,Y,96,N,NONE,N,N,N,Truly_pending,N - Pending download from Scopus (DOI: 10.2514/6.2026-1960)
REC_1453,A Graph-Optimization-Based tightly coupled Multi-Source positioning method for UAVs in GNSS-Denied environments,2026,Scopus,10.1016/j.measurement.2026.121787,,Y,97,Y,REC_1453.pdf,Y,N,Y,PDF_present_master_missing,Y - PDF present in 05_papers_fulltext/REC_1453.pdf
